Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,29900,21601,20789,16700
"Revenue 22964 - - -  Other Revenue, Total -15959 -21191 - -","Revenue 22964 - - -  Other Revenue, Total -15959 -21191 - -","Revenue 22964 - - -  Other Revenue, Total -15959 -21191 - -","Revenue 22964 - - -  Other Revenue, Total -15959 -21191 - -","Revenue 22964 - - -  Other Revenue, Total -15959 -21191 - -"
Revenue,22964,-,-,-
"Other Revenue, Total",-15959,-21191,-,-
"Cost of Revenue, Total",13607,-,-,-
Gross Profit,16293,-,-,-
Total Operating Expenses,35028,29431,23897,19095
"Selling/General/Admin. Expenses, Total 13463 13309 11028 9938  Research & Development - - - -  Depreciation / Amortization 392 390 364 300  Interest Expense (Income) - Net Operating -2 - - -  Unusual Expense (Income) - 26 20 13  Other Operating Expenses, Total -6039 135 144 13","Selling/General/Admin. Expenses, Total 13463 13309 11028 9938  Research & Development - - - -  Depreciation / Amortization 392 390 364 300  Interest Expense (Income) - Net Operating -2 - - -  Unusual Expense (Income) - 26 20 13  Other Operating Expenses, Total -6039 135 144 13","Selling/General/Admin. Expenses, Total 13463 13309 11028 9938  Research & Development - - - -  Depreciation / Amortization 392 390 364 300  Interest Expense (Income) - Net Operating -2 - - -  Unusual Expense (Income) - 26 20 13  Other Operating Expenses, Total -6039 135 144 13","Selling/General/Admin. Expenses, Total 13463 13309 11028 9938  Research & Development - - - -  Depreciation / Amortization 392 390 364 300  Interest Expense (Income) - Net Operating -2 - - -  Unusual Expense (Income) - 26 20 13  Other Operating Expenses, Total -6039 135 144 13","Selling/General/Admin. Expenses, Total 13463 13309 11028 9938  Research & Development - - - -  Depreciation / Amortization 392 390 364 300  Interest Expense (Income) - Net Operating -2 - - -  Unusual Expense (Income) - 26 20 13  Other Operating Expenses, Total -6039 135 144 13"
"Selling/General/Admin. Expenses, Total",13463,13309,11028,9938
Research & Development,-,-,-,-
Depreciation / Amortization,392,390,364,300
Interest Expense (Income) - Net Operating,-2,-,-,-
Unusual Expense (Income),-,26,20,13
"Other Operating Expenses, Total",-6039,135,144,13
Operating Income,-5128,-3265,-3108,-2395
"Interest Income (Expense), Net Non-Operating",-,-7,-2,-1
Gain (Loss) on Sale of Assets,-4,-42,-,-
"Other, Net",36,-,1,-
Net Income Before Taxes,-5160,-3314,-3109,-2396
Provision for Income Taxes,4,4,4,4
Net Income After Taxes,-5164,-3318,-3113,-2400
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-5164,-3318,-3113,-2400
Total Extraordinary Items,-,-,-,-
Net Income,-5164,-3318,-3113,-2400
Total Adjustments to Net Income,-,-1,-1,-
Income Available to Common Excluding Extraordinary Items,-5164,-3319,-3114,-2400
Dilution Adjustment,-,-,-,-
Diluted Net Income,-5164,-3319,-3114,-2400
Diluted Weighted Average Shares,-,65.54,57.82,51.24
Diluted EPS Excluding Extraordinary Items,-,-50.64,-53.86,-46.84
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,-,-49.97,-53.64,-46.67
