Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,45524,37547,30372,34305
"Revenue - 37547 30372 34305  Other Revenue, Total - - - -","Revenue - 37547 30372 34305  Other Revenue, Total - - - -","Revenue - 37547 30372 34305  Other Revenue, Total - - - -","Revenue - 37547 30372 34305  Other Revenue, Total - - - -","Revenue - 37547 30372 34305  Other Revenue, Total - - - -"
Revenue,-,37547,30372,34305
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",-,25620,21877,23974
Gross Profit,-,11927,8495,10331
Total Operating Expenses,-,33465,28467,31716
"Selling/General/Admin. Expenses, Total - 7661 6301 7423  Research & Development 165 95 115 153  Depreciation / Amortization - 1418 172 164  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -1594 -1235 2 2","Selling/General/Admin. Expenses, Total - 7661 6301 7423  Research & Development 165 95 115 153  Depreciation / Amortization - 1418 172 164  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -1594 -1235 2 2","Selling/General/Admin. Expenses, Total - 7661 6301 7423  Research & Development 165 95 115 153  Depreciation / Amortization - 1418 172 164  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -1594 -1235 2 2","Selling/General/Admin. Expenses, Total - 7661 6301 7423  Research & Development 165 95 115 153  Depreciation / Amortization - 1418 172 164  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -1594 -1235 2 2","Selling/General/Admin. Expenses, Total - 7661 6301 7423  Research & Development 165 95 115 153  Depreciation / Amortization - 1418 172 164  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -1594 -1235 2 2"
"Selling/General/Admin. Expenses, Total",-,7661,6301,7423
Research & Development,165,95,115,153
Depreciation / Amortization,-,1418,172,164
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,-,-,-
"Other Operating Expenses, Total",-1594,-1235,2,2
Operating Income,-,4081,1905,2589
"Interest Income (Expense), Net Non-Operating",-,56,-194,-167
Gain (Loss) on Sale of Assets,-,64,18,21
"Other, Net",-,-185,135,-27
Net Income Before Taxes,-,4203,1864,2416
Provision for Income Taxes,-,1311,406,834
Net Income After Taxes,-,2892,1458,1582
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-,2892,1458,1582
Total Extraordinary Items,-,-,-,-
Net Income,-,2892,1458,1582
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,-,2892,1458,1582
Dilution Adjustment,-,-,-,-
Diluted Net Income,-,2892,1458,1582
Diluted Weighted Average Shares,-,4.23,4,4
Diluted EPS Excluding Extraordinary Items,-,688.57,364.32,395.2
DPS - Common Stock Primary Issue,-,140,80,100
Diluted Normalized EPS,-,612.25,360.8,391.77
