Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,110449,95408,102611,105063
"Revenue - 95408 102611 105063  Other Revenue, Total - - - -","Revenue - 95408 102611 105063  Other Revenue, Total - - - -","Revenue - 95408 102611 105063  Other Revenue, Total - - - -","Revenue - 95408 102611 105063  Other Revenue, Total - - - -","Revenue - 95408 102611 105063  Other Revenue, Total - - - -"
Revenue,-,95408,102611,105063
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",78626,65861,60829,63391
Gross Profit,31823,29547,41782,41672
Total Operating Expenses,105150,90973,100325,102221
"Selling/General/Admin. Expenses, Total 26042 24160 35910 37132  Research & Development - - 597 590  Depreciation / Amortization 3246 567 586 527  Interest Expense (Income) - Net Operating -309 - - -  Unusual Expense (Income) - 384 2402 580  Other Operating Expenses, Total -2455 1 1 1","Selling/General/Admin. Expenses, Total 26042 24160 35910 37132  Research & Development - - 597 590  Depreciation / Amortization 3246 567 586 527  Interest Expense (Income) - Net Operating -309 - - -  Unusual Expense (Income) - 384 2402 580  Other Operating Expenses, Total -2455 1 1 1","Selling/General/Admin. Expenses, Total 26042 24160 35910 37132  Research & Development - - 597 590  Depreciation / Amortization 3246 567 586 527  Interest Expense (Income) - Net Operating -309 - - -  Unusual Expense (Income) - 384 2402 580  Other Operating Expenses, Total -2455 1 1 1","Selling/General/Admin. Expenses, Total 26042 24160 35910 37132  Research & Development - - 597 590  Depreciation / Amortization 3246 567 586 527  Interest Expense (Income) - Net Operating -309 - - -  Unusual Expense (Income) - 384 2402 580  Other Operating Expenses, Total -2455 1 1 1","Selling/General/Admin. Expenses, Total 26042 24160 35910 37132  Research & Development - - 597 590  Depreciation / Amortization 3246 567 586 527  Interest Expense (Income) - Net Operating -309 - - -  Unusual Expense (Income) - 384 2402 580  Other Operating Expenses, Total -2455 1 1 1"
"Selling/General/Admin. Expenses, Total",26042,24160,35910,37132
Research & Development,-,-,597,590
Depreciation / Amortization,3246,567,586,527
Interest Expense (Income) - Net Operating,-309,-,-,-
Unusual Expense (Income),-,384,2402,580
"Other Operating Expenses, Total",-2455,1,1,1
Operating Income,5299,4435,2286,2842
"Interest Income (Expense), Net Non-Operating",-,183,-7,-337
Gain (Loss) on Sale of Assets,-22,-4,1108,-
"Other, Net",113,1138,31,123
Net Income Before Taxes,5208,5752,3418,2628
Provision for Income Taxes,1694,1792,1316,1334
Net Income After Taxes,-,3960,2102,1294
Minority Interest,2500,-518,-231,-144
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,3114,3442,1871,1150
Total Extraordinary Items,-,-,-,-
Net Income,3114,3442,1871,1150
Total Adjustments to Net Income,-,-1,-2,-1
Income Available to Common Excluding Extraordinary Items,3114,3441,1869,1149
Dilution Adjustment,-,-,-,-
Diluted Net Income,3114,3441,1869,1149
Diluted Weighted Average Shares,17.56,17.58,17.62,17.8
Diluted EPS Excluding Extraordinary Items,177.33,195.77,106.05,64.54
DPS - Common Stock Primary Issue,-,31,31,31
Diluted Normalized EPS,169.34,254.94,200.86,129.79
