Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,149169,115240,101064,100264
"Revenue 90395 - 51287 48453  Other Revenue, Total 59306 - 49777 51811","Revenue 90395 - 51287 48453  Other Revenue, Total 59306 - 49777 51811","Revenue 90395 - 51287 48453  Other Revenue, Total 59306 - 49777 51811","Revenue 90395 - 51287 48453  Other Revenue, Total 59306 - 49777 51811","Revenue 90395 - 51287 48453  Other Revenue, Total 59306 - 49777 51811"
Revenue,90395,-,51287,48453
"Other Revenue, Total",59306,-,49777,51811
"Cost of Revenue, Total",-,-,-,-
Gross Profit,149701,115240,-,-
Total Operating Expenses,120143,89326,79905,82832
"Selling/General/Admin. Expenses, Total 55662 56109 57285 -  Research & Development - - - -  Depreciation / Amortization 3177 4460 4474 -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total 60772 28757 18146 20168","Selling/General/Admin. Expenses, Total 55662 56109 57285 -  Research & Development - - - -  Depreciation / Amortization 3177 4460 4474 -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total 60772 28757 18146 20168","Selling/General/Admin. Expenses, Total 55662 56109 57285 -  Research & Development - - - -  Depreciation / Amortization 3177 4460 4474 -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total 60772 28757 18146 20168","Selling/General/Admin. Expenses, Total 55662 56109 57285 -  Research & Development - - - -  Depreciation / Amortization 3177 4460 4474 -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total 60772 28757 18146 20168","Selling/General/Admin. Expenses, Total 55662 56109 57285 -  Research & Development - - - -  Depreciation / Amortization 3177 4460 4474 -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total 60772 28757 18146 20168"
"Selling/General/Admin. Expenses, Total",55662,56109,57285,-
Research & Development,-,-,-,-
Depreciation / Amortization,3177,4460,4474,-
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,-,-,-
"Other Operating Expenses, Total",60772,28757,18146,20168
Operating Income,29558,25914,-,-
"Interest Income (Expense), Net Non-Operating",-,-,-,-
Gain (Loss) on Sale of Assets,-34,111,-92,-
"Other, Net",90,395,342,-
Net Income Before Taxes,29502,25409,20909,16824
Provision for Income Taxes,9025,7034,6491,4907
Net Income After Taxes,20477,18375,14418,11916
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,20477,18374,14418,11916
Total Extraordinary Items,-,-,-,-
Net Income,20477,18374,14418,11916
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,20477,18374,14418,11916
Dilution Adjustment,-,0.452,1.43,0.328
Diluted Net Income,20476.39,18373.55,14418,11916
Diluted Weighted Average Shares,184.8,186.91,188.26,188.27
Diluted EPS Excluding Extraordinary Items,110.8,98.3,76.58,63.29
DPS - Common Stock Primary Issue,16,28,22,22
Diluted Normalized EPS,99.96,86.65,70.25,65.7
