Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,200344,193816,187219,182537
"Revenue 200344 193816 187219 182537  Other Revenue, Total - - - -","Revenue 200344 193816 187219 182537  Other Revenue, Total - - - -","Revenue 200344 193816 187219 182537  Other Revenue, Total - - - -","Revenue 200344 193816 187219 182537  Other Revenue, Total - - - -","Revenue 200344 193816 187219 182537  Other Revenue, Total - - - -"
Revenue,200344,193816,187219,182537
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",137711,127164,114785,109037
Gross Profit,62633,66652,72434,73500
Total Operating Expenses,183360,229704,168331,155744
"Selling/General/Admin. Expenses, Total 30156 46690 39937 33375  Research & Development 16090 24413 13883 13487  Depreciation / Amortization 17683 17045 - -  Interest Expense (Income) - Net Operating -407 -471 - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -17873 14863 -274 -155","Selling/General/Admin. Expenses, Total 30156 46690 39937 33375  Research & Development 16090 24413 13883 13487  Depreciation / Amortization 17683 17045 - -  Interest Expense (Income) - Net Operating -407 -471 - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -17873 14863 -274 -155","Selling/General/Admin. Expenses, Total 30156 46690 39937 33375  Research & Development 16090 24413 13883 13487  Depreciation / Amortization 17683 17045 - -  Interest Expense (Income) - Net Operating -407 -471 - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -17873 14863 -274 -155","Selling/General/Admin. Expenses, Total 30156 46690 39937 33375  Research & Development 16090 24413 13883 13487  Depreciation / Amortization 17683 17045 - -  Interest Expense (Income) - Net Operating -407 -471 - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -17873 14863 -274 -155","Selling/General/Admin. Expenses, Total 30156 46690 39937 33375  Research & Development 16090 24413 13883 13487  Depreciation / Amortization 17683 17045 - -  Interest Expense (Income) - Net Operating -407 -471 - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -17873 14863 -274 -155"
"Selling/General/Admin. Expenses, Total",30156,46690,39937,33375
Research & Development,16090,24413,13883,13487
Depreciation / Amortization,17683,17045,-,-
Interest Expense (Income) - Net Operating,-407,-471,-,-
Unusual Expense (Income),-,-,-,-
"Other Operating Expenses, Total",-17873,14863,-274,-155
Operating Income,16984,-35888,18888,26793
"Interest Income (Expense), Net Non-Operating",-,-326,-364,-272
Gain (Loss) on Sale of Assets,-,2091,-,-
"Other, Net",194,326,-64,-24
Net Income Before Taxes,16790,-36214,18460,26497
Provision for Income Taxes,3954,5710,7609,6720
Net Income After Taxes,12836,-41924,10851,19777
Minority Interest,11095,10016,1489,-498
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,12667,-28269,12340,19279
Total Extraordinary Items,-,-,-,-
Net Income,12667,-28269,12340,19279
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,12667,-28269,12340,19279
Dilution Adjustment,0.346,-0.547,-,-
Diluted Net Income,12666.65,-28268.45,12340,19279
Diluted Weighted Average Shares,43.89,43.79,43.83,43.82
Diluted EPS Excluding Extraordinary Items,288.6,-645.54,281.52,439.98
DPS - Common Stock Primary Issue,130,130,130,130
Diluted Normalized EPS,235.24,-205.04,281.52,439.98
