Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,14165,17534,17198,22901
"Revenue 14165 17534 17198 22901  Other Revenue, Total - - - -","Revenue 14165 17534 17198 22901  Other Revenue, Total - - - -","Revenue 14165 17534 17198 22901  Other Revenue, Total - - - -","Revenue 14165 17534 17198 22901  Other Revenue, Total - - - -","Revenue 14165 17534 17198 22901  Other Revenue, Total - - - -"
Revenue,14165,17534,17198,22901
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",8208,9846,9984,13382
Gross Profit,5957,7688,7214,9519
Total Operating Expenses,15345,17440,18758,22868
"Selling/General/Admin. Expenses, Total 6649 7168 8360 8910  Research & Development - - - -  Depreciation / Amortization 556 501 521 577.25  Interest Expense (Income) - Net Operating -167 -156 -105 -  Unusual Expense (Income) - 7.69 859.52 -27.73  Other Operating Expenses, Total 99 81 -2 -70","Selling/General/Admin. Expenses, Total 6649 7168 8360 8910  Research & Development - - - -  Depreciation / Amortization 556 501 521 577.25  Interest Expense (Income) - Net Operating -167 -156 -105 -  Unusual Expense (Income) - 7.69 859.52 -27.73  Other Operating Expenses, Total 99 81 -2 -70","Selling/General/Admin. Expenses, Total 6649 7168 8360 8910  Research & Development - - - -  Depreciation / Amortization 556 501 521 577.25  Interest Expense (Income) - Net Operating -167 -156 -105 -  Unusual Expense (Income) - 7.69 859.52 -27.73  Other Operating Expenses, Total 99 81 -2 -70","Selling/General/Admin. Expenses, Total 6649 7168 8360 8910  Research & Development - - - -  Depreciation / Amortization 556 501 521 577.25  Interest Expense (Income) - Net Operating -167 -156 -105 -  Unusual Expense (Income) - 7.69 859.52 -27.73  Other Operating Expenses, Total 99 81 -2 -70","Selling/General/Admin. Expenses, Total 6649 7168 8360 8910  Research & Development - - - -  Depreciation / Amortization 556 501 521 577.25  Interest Expense (Income) - Net Operating -167 -156 -105 -  Unusual Expense (Income) - 7.69 859.52 -27.73  Other Operating Expenses, Total 99 81 -2 -70"
"Selling/General/Admin. Expenses, Total",6649,7168,8360,8910
Research & Development,-,-,-,-
Depreciation / Amortization,556,501,521,577.25
Interest Expense (Income) - Net Operating,-167,-156,-105,-
Unusual Expense (Income),-,7.69,859.52,-27.73
"Other Operating Expenses, Total",99,81,-2,-70
Operating Income,-1180,94,-1560,33
"Interest Income (Expense), Net Non-Operating",-,9.72,-89.74,-86.73
Gain (Loss) on Sale of Assets,502,102,-6,24
"Other, Net",589,-43,805,37
Net Income Before Taxes,-2271,35,-2359,-28
Provision for Income Taxes,193,13.9,115.55,238.69
Net Income After Taxes,-2464,22,-2474,-275
Minority Interest,135,-44.51,-12.98,-24.16
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-2501,-22,-2486,-299
Total Extraordinary Items,-,-,-,-
Net Income,-2501,-22,-2486,-299
Total Adjustments to Net Income,-,-30.33,-,-
Income Available to Common Excluding Extraordinary Items,-2501,-52.33,-2486,-299
Dilution Adjustment,-,30.33,-,-
Diluted Net Income,-2501,-52.33,-2486,-299
Diluted Weighted Average Shares,5.27,5.09,4.97,4.97
Diluted EPS Excluding Extraordinary Items,-474.85,-10.27,-499.93,-60.13
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,-162.71,-16.13,-190.82,-14.88
