Period Ending:,202230/06,202130/06,202030/06,201930/06
Total Revenue,4731,3596.11,3739.85,3993.71
"Revenue 4731 3596.11 3739.85 3993.71  Other Revenue, Total - - - -","Revenue 4731 3596.11 3739.85 3993.71  Other Revenue, Total - - - -","Revenue 4731 3596.11 3739.85 3993.71  Other Revenue, Total - - - -","Revenue 4731 3596.11 3739.85 3993.71  Other Revenue, Total - - - -","Revenue 4731 3596.11 3739.85 3993.71  Other Revenue, Total - - - -"
Revenue,4731,3596.11,3739.85,3993.71
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",3758,3163.92,2924.3,3108.68
Gross Profit,973,432.19,815.55,885.03
Total Operating Expenses,4669,3431.28,3468.59,3937.06
"Selling/General/Admin. Expenses, Total 911 761.21 971.58 853.95  Research & Development - 0.14 2.72 -  Depreciation / Amortization 580 - - -  Interest Expense (Income) - Net Operating -12 - - -  Unusual Expense (Income) - -493.98 -430.02 -25.57  Other Operating Expenses, Total -568 - - -","Selling/General/Admin. Expenses, Total 911 761.21 971.58 853.95  Research & Development - 0.14 2.72 -  Depreciation / Amortization 580 - - -  Interest Expense (Income) - Net Operating -12 - - -  Unusual Expense (Income) - -493.98 -430.02 -25.57  Other Operating Expenses, Total -568 - - -","Selling/General/Admin. Expenses, Total 911 761.21 971.58 853.95  Research & Development - 0.14 2.72 -  Depreciation / Amortization 580 - - -  Interest Expense (Income) - Net Operating -12 - - -  Unusual Expense (Income) - -493.98 -430.02 -25.57  Other Operating Expenses, Total -568 - - -","Selling/General/Admin. Expenses, Total 911 761.21 971.58 853.95  Research & Development - 0.14 2.72 -  Depreciation / Amortization 580 - - -  Interest Expense (Income) - Net Operating -12 - - -  Unusual Expense (Income) - -493.98 -430.02 -25.57  Other Operating Expenses, Total -568 - - -","Selling/General/Admin. Expenses, Total 911 761.21 971.58 853.95  Research & Development - 0.14 2.72 -  Depreciation / Amortization 580 - - -  Interest Expense (Income) - Net Operating -12 - - -  Unusual Expense (Income) - -493.98 -430.02 -25.57  Other Operating Expenses, Total -568 - - -"
"Selling/General/Admin. Expenses, Total",911,761.21,971.58,853.95
Research & Development,-,0.14,2.72,-
Depreciation / Amortization,580,-,-,-
Interest Expense (Income) - Net Operating,-12,-,-,-
Unusual Expense (Income),-,-493.98,-430.02,-25.57
"Other Operating Expenses, Total",-568,-,-,-
Operating Income,62,164.83,271.26,56.65
"Interest Income (Expense), Net Non-Operating",-,-14.35,-38.35,-55.11
Gain (Loss) on Sale of Assets,135,173.77,55.34,6.01
"Other, Net",-262,84.55,23.47,4.17
Net Income Before Taxes,189,408.8,311.72,11.72
Provision for Income Taxes,12,89.7,30.92,-67.13
Net Income After Taxes,177,319.1,280.8,78.86
Minority Interest,180,-,-23.62,136.34
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,177,319.1,257.18,215.19
Total Extraordinary Items,-,-,-,-
Net Income,177,319.1,257.18,215.19
Total Adjustments to Net Income,-,-,-0,-
Income Available to Common Excluding Extraordinary Items,177,319.1,257.18,215.19
Dilution Adjustment,-,-,-,-
Diluted Net Income,177,319.1,257.18,215.19
Diluted Weighted Average Shares,0.953,1.3,1.3,1.3
Diluted EPS Excluding Extraordinary Items,185.66,245.46,197.83,165.53
DPS - Common Stock Primary Issue,-,6,-,-
Diluted Normalized EPS,30.81,-66.9,-14.77,180.71
