Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,507882,452124,359888,362885
"Revenue 507882 452124 359888 362885  Other Revenue, Total - - - -","Revenue 507882 452124 359888 362885  Other Revenue, Total - - - -","Revenue 507882 452124 359888 362885  Other Revenue, Total - - - -","Revenue 507882 452124 359888 362885  Other Revenue, Total - - - -","Revenue 507882 452124 359888 362885  Other Revenue, Total - - - -"
Revenue,507882,452124,359888,362885
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",314220,289803,242252,251125
Gross Profit,193662,162321,117636,111760
Total Operating Expenses,415564,382306,322831,336624
"Selling/General/Admin. Expenses, Total 101344 90841 47609 48885  Research & Development 42560 - 31537 33384  Depreciation / Amortization 56140 - - -  Interest Expense (Income) - Net Operating -133 - - -  Unusual Expense (Income) - 1661 1431 3228  Other Operating Expenses, Total -56007 - 2 2","Selling/General/Admin. Expenses, Total 101344 90841 47609 48885  Research & Development 42560 - 31537 33384  Depreciation / Amortization 56140 - - -  Interest Expense (Income) - Net Operating -133 - - -  Unusual Expense (Income) - 1661 1431 3228  Other Operating Expenses, Total -56007 - 2 2","Selling/General/Admin. Expenses, Total 101344 90841 47609 48885  Research & Development 42560 - 31537 33384  Depreciation / Amortization 56140 - - -  Interest Expense (Income) - Net Operating -133 - - -  Unusual Expense (Income) - 1661 1431 3228  Other Operating Expenses, Total -56007 - 2 2","Selling/General/Admin. Expenses, Total 101344 90841 47609 48885  Research & Development 42560 - 31537 33384  Depreciation / Amortization 56140 - - -  Interest Expense (Income) - Net Operating -133 - - -  Unusual Expense (Income) - 1661 1431 3228  Other Operating Expenses, Total -56007 - 2 2","Selling/General/Admin. Expenses, Total 101344 90841 47609 48885  Research & Development 42560 - 31537 33384  Depreciation / Amortization 56140 - - -  Interest Expense (Income) - Net Operating -133 - - -  Unusual Expense (Income) - 1661 1431 3228  Other Operating Expenses, Total -56007 - 2 2"
"Selling/General/Admin. Expenses, Total",101344,90841,47609,48885
Research & Development,42560,-,31537,33384
Depreciation / Amortization,56140,-,-,-
Interest Expense (Income) - Net Operating,-133,-,-,-
Unusual Expense (Income),-,1661,1431,3228
"Other Operating Expenses, Total",-56007,-,2,2
Operating Income,92318,-,37057,26261
"Interest Income (Expense), Net Non-Operating",-,12188,2634,10172
Gain (Loss) on Sale of Assets,689,-,-120,289
"Other, Net",-17876,-,941,1296
Net Income Before Taxes,109505,-,40512,38018
Provision for Income Taxes,29103,17001,3478,12362
Net Income After Taxes,80402,66858,37034,25656
Minority Interest,552,-30,-31,-23
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,80375,66828,37003,25633
Total Extraordinary Items,-,-,-,-
Net Income,80375,-,37003,25633
Total Adjustments to Net Income,-31,-,-1,-1
Income Available to Common Excluding Extraordinary Items,80344,-,37002,25632
Dilution Adjustment,169,-,-33,-35
Diluted Net Income,80206,-,36969,25597
Diluted Weighted Average Shares,101.08,-,101.59,104.34
Diluted EPS Excluding Extraordinary Items,793.47,-,363.92,245.33
DPS - Common Stock Primary Issue,200,185,150,150
Diluted Normalized EPS,677.04,-,380.81,264.34
