Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,851956,733008,551287,508252
"Revenue 851956 733008 551287 508252  Other Revenue, Total - - - -","Revenue 851956 733008 551287 508252  Other Revenue, Total - - - -","Revenue 851956 733008 551287 508252  Other Revenue, Total - - - -","Revenue 851956 733008 551287 508252  Other Revenue, Total - - - -","Revenue 851956 733008 551287 508252  Other Revenue, Total - - - -"
Revenue,851956,733008,551287,508252
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",526549,437374,349327,326095
Gross Profit,325407,295634,201960,182157
Total Operating Expenses,660597,549768,440068,423300
"Selling/General/Admin. Expenses, Total 134048 101251 80474 93807  Research & Development - 49970 - -  Depreciation / Amortization 49189 47077 8972 -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 1410 1295 3398  Other Operating Expenses, Total -49189 -85904 - -","Selling/General/Admin. Expenses, Total 134048 101251 80474 93807  Research & Development - 49970 - -  Depreciation / Amortization 49189 47077 8972 -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 1410 1295 3398  Other Operating Expenses, Total -49189 -85904 - -","Selling/General/Admin. Expenses, Total 134048 101251 80474 93807  Research & Development - 49970 - -  Depreciation / Amortization 49189 47077 8972 -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 1410 1295 3398  Other Operating Expenses, Total -49189 -85904 - -","Selling/General/Admin. Expenses, Total 134048 101251 80474 93807  Research & Development - 49970 - -  Depreciation / Amortization 49189 47077 8972 -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 1410 1295 3398  Other Operating Expenses, Total -49189 -85904 - -","Selling/General/Admin. Expenses, Total 134048 101251 80474 93807  Research & Development - 49970 - -  Depreciation / Amortization 49189 47077 8972 -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 1410 1295 3398  Other Operating Expenses, Total -49189 -85904 - -"
"Selling/General/Admin. Expenses, Total",134048,101251,80474,93807
Research & Development,-,49970,-,-
Depreciation / Amortization,49189,47077,8972,-
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,1410,1295,3398
"Other Operating Expenses, Total",-49189,-85904,-,-
Operating Income,191359,183240,111219,84952
"Interest Income (Expense), Net Non-Operating",-,26318,15067,14057
Gain (Loss) on Sale of Assets,-1182,-410,-,-
"Other, Net",-37562,-29267,2458,1834
Net Income Before Taxes,230103,212917,128744,100843
Provision for Income Taxes,56189,54427,32486,26226
Net Income After Taxes,173914,158490,96258,74617
Minority Interest,12179,14070,-2246,-1246
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,170587,155273,94012,73371
Total Extraordinary Items,-,-,-,-
Net Income,170587,155273,94012,73371
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,170587,155273,94012,73371
Dilution Adjustment,-,-,-,-
Diluted Net Income,170587,155273,94012,73371
Diluted Weighted Average Shares,955.39,959.08,191.82,192.12
Diluted EPS Excluding Extraordinary Items,178.55,161.9,490.1,76.38
DPS - Common Stock Primary Issue,107.13,485.7,58.81,229.14
Diluted Normalized EPS,148.62,135.97,82.06,394.98
