Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,80171,68820,70435,103964
"Revenue 80170 68820 70435 103964  Other Revenue, Total 1 - - -","Revenue 80170 68820 70435 103964  Other Revenue, Total 1 - - -","Revenue 80170 68820 70435 103964  Other Revenue, Total 1 - - -","Revenue 80170 68820 70435 103964  Other Revenue, Total 1 - - -","Revenue 80170 68820 70435 103964  Other Revenue, Total 1 - - -"
Revenue,80170,68820,70435,103964
"Other Revenue, Total",1,-,-,-
"Cost of Revenue, Total",71117,60357,62024,93663
Gross Profit,9054,8463,8411,10301
Total Operating Expenses,77472,66625,68084,100974
"Selling/General/Admin. Expenses, Total 6355 6175 5686 6184  Research & Development - - 211 243  Depreciation / Amortization 578 - 278 212  Interest Expense (Income) - Net Operating -29 - - -  Unusual Expense (Income) - 92 -116 671  Other Operating Expenses, Total -549 1 1 1","Selling/General/Admin. Expenses, Total 6355 6175 5686 6184  Research & Development - - 211 243  Depreciation / Amortization 578 - 278 212  Interest Expense (Income) - Net Operating -29 - - -  Unusual Expense (Income) - 92 -116 671  Other Operating Expenses, Total -549 1 1 1","Selling/General/Admin. Expenses, Total 6355 6175 5686 6184  Research & Development - - 211 243  Depreciation / Amortization 578 - 278 212  Interest Expense (Income) - Net Operating -29 - - -  Unusual Expense (Income) - 92 -116 671  Other Operating Expenses, Total -549 1 1 1","Selling/General/Admin. Expenses, Total 6355 6175 5686 6184  Research & Development - - 211 243  Depreciation / Amortization 578 - 278 212  Interest Expense (Income) - Net Operating -29 - - -  Unusual Expense (Income) - 92 -116 671  Other Operating Expenses, Total -549 1 1 1","Selling/General/Admin. Expenses, Total 6355 6175 5686 6184  Research & Development - - 211 243  Depreciation / Amortization 578 - 278 212  Interest Expense (Income) - Net Operating -29 - - -  Unusual Expense (Income) - 92 -116 671  Other Operating Expenses, Total -549 1 1 1"
"Selling/General/Admin. Expenses, Total",6355,6175,5686,6184
Research & Development,-,-,211,243
Depreciation / Amortization,578,-,278,212
Interest Expense (Income) - Net Operating,-29,-,-,-
Unusual Expense (Income),-,92,-116,671
"Other Operating Expenses, Total",-549,1,1,1
Operating Income,2699,2195,2351,2990
"Interest Income (Expense), Net Non-Operating",-,598,299,229
Gain (Loss) on Sale of Assets,584,-1,-1,-1
"Other, Net",-1651,71,48,14
Net Income Before Taxes,3766,2863,2697,3232
Provision for Income Taxes,1286,1002,875,913
Net Income After Taxes,2480,1861,1822,2319
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,2480,1861,1822,2319
Total Extraordinary Items,-,-,-,-
Net Income,2480,1861,1822,2319
Total Adjustments to Net Income,-,-1,-1,-
Income Available to Common Excluding Extraordinary Items,2480,1860,1821,2319
Dilution Adjustment,-,-,-,-
Diluted Net Income,2480,1860,1821,2319
Diluted Weighted Average Shares,12.84,12.82,12.79,12.77
Diluted EPS Excluding Extraordinary Items,193.09,145.08,142.38,181.6
DPS - Common Stock Primary Issue,50,50,50,37.5
Diluted Normalized EPS,152.12,149.8,136.3,219.36
