Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,205618,189652,183041,180849
"Revenue 205618 189652 183041 180849  Other Revenue, Total - - - -","Revenue 205618 189652 183041 180849  Other Revenue, Total - - - -","Revenue 205618 189652 183041 180849  Other Revenue, Total - - - -","Revenue 205618 189652 183041 180849  Other Revenue, Total - - - -","Revenue 205618 189652 183041 180849  Other Revenue, Total - - - -"
Revenue,205618,189652,183041,180849
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",134481,120121,115469,115667
Gross Profit,71137,69531,67572,65182
Total Operating Expenses,193668,175996,172359,166770
"Selling/General/Admin. Expenses, Total 57311 53899 47803 47973  Research & Development 4090 3796 3557 3525  Depreciation / Amortization 8282 7495 1699 1488  Interest Expense (Income) - Net Operating -554 -332 914 -108  Unusual Expense (Income) - 61 2838 -1380  Other Operating Expenses, Total -9942 -8983 79 -395","Selling/General/Admin. Expenses, Total 57311 53899 47803 47973  Research & Development 4090 3796 3557 3525  Depreciation / Amortization 8282 7495 1699 1488  Interest Expense (Income) - Net Operating -554 -332 914 -108  Unusual Expense (Income) - 61 2838 -1380  Other Operating Expenses, Total -9942 -8983 79 -395","Selling/General/Admin. Expenses, Total 57311 53899 47803 47973  Research & Development 4090 3796 3557 3525  Depreciation / Amortization 8282 7495 1699 1488  Interest Expense (Income) - Net Operating -554 -332 914 -108  Unusual Expense (Income) - 61 2838 -1380  Other Operating Expenses, Total -9942 -8983 79 -395","Selling/General/Admin. Expenses, Total 57311 53899 47803 47973  Research & Development 4090 3796 3557 3525  Depreciation / Amortization 8282 7495 1699 1488  Interest Expense (Income) - Net Operating -554 -332 914 -108  Unusual Expense (Income) - 61 2838 -1380  Other Operating Expenses, Total -9942 -8983 79 -395","Selling/General/Admin. Expenses, Total 57311 53899 47803 47973  Research & Development 4090 3796 3557 3525  Depreciation / Amortization 8282 7495 1699 1488  Interest Expense (Income) - Net Operating -554 -332 914 -108  Unusual Expense (Income) - 61 2838 -1380  Other Operating Expenses, Total -9942 -8983 79 -395"
"Selling/General/Admin. Expenses, Total",57311,53899,47803,47973
Research & Development,4090,3796,3557,3525
Depreciation / Amortization,8282,7495,1699,1488
Interest Expense (Income) - Net Operating,-554,-332,914,-108
Unusual Expense (Income),-,61,2838,-1380
"Other Operating Expenses, Total",-9942,-8983,79,-395
Operating Income,11950,13656,10682,14079
"Interest Income (Expense), Net Non-Operating",-,-296,-83,-191
Gain (Loss) on Sale of Assets,-97,-61,-,-
"Other, Net",-509,-163,25,-
Net Income Before Taxes,12556,13880,10624,13888
Provision for Income Taxes,2790,3897,4522,3574
Net Income After Taxes,9766,9983,6102,10314
Minority Interest,2720,1977,1323,-115
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,9116,9763,7425,10199
Total Extraordinary Items,-,-,-,-
Net Income,9116,9763,7425,10199
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,9116,9763,7425,10198
Dilution Adjustment,0.37,-0.094,-,-
Diluted Net Income,9115.63,9763.09,7425,10198
Diluted Weighted Average Shares,86.89,89.42,88.83,88.89
Diluted EPS Excluding Extraordinary Items,104.91,109.18,83.59,114.72
DPS - Common Stock Primary Issue,38,37,36,35
Diluted Normalized EPS,83.53,94.98,101.94,103.2
