Period Ending:,202230/11,202130/11,202030/11,201930/11
Total Revenue,4904,4114,4086.6,4120.13
"Revenue 4904 4114 4086.6 4120.13  Other Revenue, Total - - - -","Revenue 4904 4114 4086.6 4120.13  Other Revenue, Total - - - -","Revenue 4904 4114 4086.6 4120.13  Other Revenue, Total - - - -","Revenue 4904 4114 4086.6 4120.13  Other Revenue, Total - - - -","Revenue 4904 4114 4086.6 4120.13  Other Revenue, Total - - - -"
Revenue,4904,4114,4086.6,4120.13
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",4658,3951,3622.22,3579.05
Gross Profit,246,163,464.38,541.08
Total Operating Expenses,5123,4348,3953.61,3882.24
"Selling/General/Admin. Expenses, Total 462 397 357.56 297.86  Research & Development - - - -  Depreciation / Amortization 104 79 - -  Interest Expense (Income) - Net Operating -9 -10 - -  Unusual Expense (Income) - -141.34 -26.17 5.33  Other Operating Expenses, Total -92 -69 - -","Selling/General/Admin. Expenses, Total 462 397 357.56 297.86  Research & Development - - - -  Depreciation / Amortization 104 79 - -  Interest Expense (Income) - Net Operating -9 -10 - -  Unusual Expense (Income) - -141.34 -26.17 5.33  Other Operating Expenses, Total -92 -69 - -","Selling/General/Admin. Expenses, Total 462 397 357.56 297.86  Research & Development - - - -  Depreciation / Amortization 104 79 - -  Interest Expense (Income) - Net Operating -9 -10 - -  Unusual Expense (Income) - -141.34 -26.17 5.33  Other Operating Expenses, Total -92 -69 - -","Selling/General/Admin. Expenses, Total 462 397 357.56 297.86  Research & Development - - - -  Depreciation / Amortization 104 79 - -  Interest Expense (Income) - Net Operating -9 -10 - -  Unusual Expense (Income) - -141.34 -26.17 5.33  Other Operating Expenses, Total -92 -69 - -","Selling/General/Admin. Expenses, Total 462 397 357.56 297.86  Research & Development - - - -  Depreciation / Amortization 104 79 - -  Interest Expense (Income) - Net Operating -9 -10 - -  Unusual Expense (Income) - -141.34 -26.17 5.33  Other Operating Expenses, Total -92 -69 - -"
"Selling/General/Admin. Expenses, Total",462,397,357.56,297.86
Research & Development,-,-,-,-
Depreciation / Amortization,104,79,-,-
Interest Expense (Income) - Net Operating,-9,-10,-,-
Unusual Expense (Income),-,-141.34,-26.17,5.33
"Other Operating Expenses, Total",-92,-69,-,-
Operating Income,-219,-234,132.99,237.89
"Interest Income (Expense), Net Non-Operating",-,-10.01,-11.55,-10.54
Gain (Loss) on Sale of Assets,9,30,-,1.51
"Other, Net",13,-327,66.23,22.79
Net Income Before Taxes,-241,63,187.68,251.65
Provision for Income Taxes,12,62,84.92,72.96
Net Income After Taxes,-253,1,102.76,178.69
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-253,1,102.76,178.69
Total Extraordinary Items,-,-,-,-
Net Income,-253,1,102.76,178.69
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,-253,1,102.76,178.69
Dilution Adjustment,-,-0.305,-,-
Diluted Net Income,-253,1.31,102.76,178.69
Diluted Weighted Average Shares,2.08,2.18,2.05,1.6
Diluted EPS Excluding Extraordinary Items,-121.39,0.479,50.08,111.68
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,-59.98,11.2,47.53,115.55
