Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,2479840,2100752,1602485,1754825
"Revenue 2479839 2100752 1602485 1754825  Other Revenue, Total - - - -","Revenue 2479839 2100752 1602485 1754825  Other Revenue, Total - - - -","Revenue 2479839 2100752 1602485 1754825  Other Revenue, Total - - - -","Revenue 2479839 2100752 1602485 1754825  Other Revenue, Total - - - -","Revenue 2479839 2100752 1602485 1754825  Other Revenue, Total - - - -"
Revenue,2479839,2100752,1602485,1754825
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",2142272,1829433,1414365,1534330
Gross Profit,337567,271319,188120,220495
Total Operating Expenses,2362304,2013258,1576569,1700044
"Selling/General/Admin. Expenses, Total 222771 161345 143547 156627  Research & Development - - - -  Depreciation / Amortization 39907 34279 17533 16616  Interest Expense (Income) - Net Operating -18537 -11210 - -  Unusual Expense (Income) - 2637 2596 13282  Other Operating Expenses, Total -2564 -589 -1472 -20811","Selling/General/Admin. Expenses, Total 222771 161345 143547 156627  Research & Development - - - -  Depreciation / Amortization 39907 34279 17533 16616  Interest Expense (Income) - Net Operating -18537 -11210 - -  Unusual Expense (Income) - 2637 2596 13282  Other Operating Expenses, Total -2564 -589 -1472 -20811","Selling/General/Admin. Expenses, Total 222771 161345 143547 156627  Research & Development - - - -  Depreciation / Amortization 39907 34279 17533 16616  Interest Expense (Income) - Net Operating -18537 -11210 - -  Unusual Expense (Income) - 2637 2596 13282  Other Operating Expenses, Total -2564 -589 -1472 -20811","Selling/General/Admin. Expenses, Total 222771 161345 143547 156627  Research & Development - - - -  Depreciation / Amortization 39907 34279 17533 16616  Interest Expense (Income) - Net Operating -18537 -11210 - -  Unusual Expense (Income) - 2637 2596 13282  Other Operating Expenses, Total -2564 -589 -1472 -20811","Selling/General/Admin. Expenses, Total 222771 161345 143547 156627  Research & Development - - - -  Depreciation / Amortization 39907 34279 17533 16616  Interest Expense (Income) - Net Operating -18537 -11210 - -  Unusual Expense (Income) - 2637 2596 13282  Other Operating Expenses, Total -2564 -589 -1472 -20811"
"Selling/General/Admin. Expenses, Total",222771,161345,143547,156627
Research & Development,-,-,-,-
Depreciation / Amortization,39907,34279,17533,16616
Interest Expense (Income) - Net Operating,-18537,-11210,-,-
Unusual Expense (Income),-,2637,2596,13282
"Other Operating Expenses, Total",-2564,-589,-1472,-20811
Operating Income,117535,87494,25916,54781
"Interest Income (Expense), Net Non-Operating",-,39246,11728,20793
Gain (Loss) on Sale of Assets,2197,-5453,-,-
"Other, Net",-39697,-24347,-224,-46
Net Income Before Taxes,155035,117294,37420,75528
Provision for Income Taxes,39211,31824,8002,10954
Net Income After Taxes,115824,85470,29418,64574
Minority Interest,38863,35866,-2416,-3752
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,111247,82332,27002,60822
Total Extraordinary Items,-,-,-,-
Net Income,111247,82332,27002,60822
Total Adjustments to Net Income,-,-,-1,-1
Income Available to Common Excluding Extraordinary Items,111247,82332,27001,60821
Dilution Adjustment,-,0.92,-,-
Diluted Net Income,111247,82331.08,27001,60821
Diluted Weighted Average Shares,230.83,233.46,239.95,248.73
Diluted EPS Excluding Extraordinary Items,481.94,352.65,112.53,244.53
DPS - Common Stock Primary Issue,130,106,50,85
Diluted Normalized EPS,372.79,322.22,121.03,290.18
