Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,7394.2,7094,6962.45,7016.54
"Revenue 7194.47 375 6962.45 7016.54  Other Revenue, Total 199.73 6719 - -","Revenue 7194.47 375 6962.45 7016.54  Other Revenue, Total 199.73 6719 - -","Revenue 7194.47 375 6962.45 7016.54  Other Revenue, Total 199.73 6719 - -","Revenue 7194.47 375 6962.45 7016.54  Other Revenue, Total 199.73 6719 - -","Revenue 7194.47 375 6962.45 7016.54  Other Revenue, Total 199.73 6719 - -"
Revenue,7194.47,375,6962.45,7016.54
"Other Revenue, Total",199.73,6719,-,-
"Cost of Revenue, Total",5325.4,5639,5428.82,5507.83
Gross Profit,2068.8,1455,1533.63,1508.71
Total Operating Expenses,6410.09,6634,6419.83,6505.37
"Selling/General/Admin. Expenses, Total 983.08 902 912.82 942.19  Research & Development - - - -  Depreciation / Amortization 2203.92 2429 38.84 54.79  Interest Expense (Income) - Net Operating -29.91 -26 - -  Unusual Expense (Income) - 222.25 44.29 5.53  Other Operating Expenses, Total -2072.42 -2310 -4.93 -4.98","Selling/General/Admin. Expenses, Total 983.08 902 912.82 942.19  Research & Development - - - -  Depreciation / Amortization 2203.92 2429 38.84 54.79  Interest Expense (Income) - Net Operating -29.91 -26 - -  Unusual Expense (Income) - 222.25 44.29 5.53  Other Operating Expenses, Total -2072.42 -2310 -4.93 -4.98","Selling/General/Admin. Expenses, Total 983.08 902 912.82 942.19  Research & Development - - - -  Depreciation / Amortization 2203.92 2429 38.84 54.79  Interest Expense (Income) - Net Operating -29.91 -26 - -  Unusual Expense (Income) - 222.25 44.29 5.53  Other Operating Expenses, Total -2072.42 -2310 -4.93 -4.98","Selling/General/Admin. Expenses, Total 983.08 902 912.82 942.19  Research & Development - - - -  Depreciation / Amortization 2203.92 2429 38.84 54.79  Interest Expense (Income) - Net Operating -29.91 -26 - -  Unusual Expense (Income) - 222.25 44.29 5.53  Other Operating Expenses, Total -2072.42 -2310 -4.93 -4.98","Selling/General/Admin. Expenses, Total 983.08 902 912.82 942.19  Research & Development - - - -  Depreciation / Amortization 2203.92 2429 38.84 54.79  Interest Expense (Income) - Net Operating -29.91 -26 - -  Unusual Expense (Income) - 222.25 44.29 5.53  Other Operating Expenses, Total -2072.42 -2310 -4.93 -4.98"
"Selling/General/Admin. Expenses, Total",983.08,902,912.82,942.19
Research & Development,-,-,-,-
Depreciation / Amortization,2203.92,2429,38.84,54.79
Interest Expense (Income) - Net Operating,-29.91,-26,-,-
Unusual Expense (Income),-,222.25,44.29,5.53
"Other Operating Expenses, Total",-2072.42,-2310,-4.93,-4.98
Operating Income,984.12,460,542.62,511.17
"Interest Income (Expense), Net Non-Operating",-,-19.88,-23.96,-28.49
Gain (Loss) on Sale of Assets,12.42,41,0.35,1.4
"Other, Net",-157.94,-6,177.71,179.64
Net Income Before Taxes,1129.63,425,696.72,663.72
Provision for Income Taxes,296.34,153,243.81,227.9
Net Income After Taxes,833.29,272,452.91,435.82
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,833.29,272,452.91,435.82
Total Extraordinary Items,-,-,-,-
Net Income,833.29,272,452.91,435.82
Total Adjustments to Net Income,-,-,-0,-
Income Available to Common Excluding Extraordinary Items,833.29,272,452.91,435.82
Dilution Adjustment,-,-,-,-
Diluted Net Income,833.29,272,452.91,435.82
Diluted Weighted Average Shares,1.68,1.68,1.68,1.68
Diluted EPS Excluding Extraordinary Items,495.15,161.71,269.27,258.8
DPS - Common Stock Primary Issue,40,35,35,35
Diluted Normalized EPS,370.11,225.18,286.25,260.41
