Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,12320,14118,14301.24,14195.88
"Revenue 12320 14118 14301.24 14195.88  Other Revenue, Total - - - -","Revenue 12320 14118 14301.24 14195.88  Other Revenue, Total - - - -","Revenue 12320 14118 14301.24 14195.88  Other Revenue, Total - - - -","Revenue 12320 14118 14301.24 14195.88  Other Revenue, Total - - - -","Revenue 12320 14118 14301.24 14195.88  Other Revenue, Total - - - -"
Revenue,12320,14118,14301.24,14195.88
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",9112,10169,10029.16,10092.69
Gross Profit,3208,3949,4272.08,4103.19
Total Operating Expenses,11174,12257,12533.1,12132.26
"Selling/General/Admin. Expenses, Total 2062 2035 1945.79 1983.53  Research & Development - 137 - 172.15  Depreciation / Amortization 315 351 55.78 44.75  Interest Expense (Income) - Net Operating -5 -6 - -  Unusual Expense (Income) - 18.36 502.38 11.29  Other Operating Expenses, Total -423 -429 - -","Selling/General/Admin. Expenses, Total 2062 2035 1945.79 1983.53  Research & Development - 137 - 172.15  Depreciation / Amortization 315 351 55.78 44.75  Interest Expense (Income) - Net Operating -5 -6 - -  Unusual Expense (Income) - 18.36 502.38 11.29  Other Operating Expenses, Total -423 -429 - -","Selling/General/Admin. Expenses, Total 2062 2035 1945.79 1983.53  Research & Development - 137 - 172.15  Depreciation / Amortization 315 351 55.78 44.75  Interest Expense (Income) - Net Operating -5 -6 - -  Unusual Expense (Income) - 18.36 502.38 11.29  Other Operating Expenses, Total -423 -429 - -","Selling/General/Admin. Expenses, Total 2062 2035 1945.79 1983.53  Research & Development - 137 - 172.15  Depreciation / Amortization 315 351 55.78 44.75  Interest Expense (Income) - Net Operating -5 -6 - -  Unusual Expense (Income) - 18.36 502.38 11.29  Other Operating Expenses, Total -423 -429 - -","Selling/General/Admin. Expenses, Total 2062 2035 1945.79 1983.53  Research & Development - 137 - 172.15  Depreciation / Amortization 315 351 55.78 44.75  Interest Expense (Income) - Net Operating -5 -6 - -  Unusual Expense (Income) - 18.36 502.38 11.29  Other Operating Expenses, Total -423 -429 - -"
"Selling/General/Admin. Expenses, Total",2062,2035,1945.79,1983.53
Research & Development,-,137,-,172.15
Depreciation / Amortization,315,351,55.78,44.75
Interest Expense (Income) - Net Operating,-5,-6,-,-
Unusual Expense (Income),-,18.36,502.38,11.29
"Other Operating Expenses, Total",-423,-429,-,-
Operating Income,1146,1861,1768.14,2063.62
"Interest Income (Expense), Net Non-Operating",-,35.98,-10.29,-11.48
Gain (Loss) on Sale of Assets,-1,8,-,-
"Other, Net",69,-36,-23.08,-38.66
Net Income Before Taxes,1078,1889,1734.77,2013.48
Provision for Income Taxes,355,744,711.46,549.04
Net Income After Taxes,723,1145,1023.32,1464.44
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,723,1145,1023.32,1464.44
Total Extraordinary Items,-,-,-,-
Net Income,723,1145,1023.32,1464.44
Total Adjustments to Net Income,-,-,-0,-
Income Available to Common Excluding Extraordinary Items,723,1145,1023.32,1464.44
Dilution Adjustment,-,-,-,-
Diluted Net Income,723,1145,1023.32,1464.44
Diluted Weighted Average Shares,8.65,8.69,8.69,7.73
Diluted EPS Excluding Extraordinary Items,83.61,131.76,117.76,189.52
DPS - Common Stock Primary Issue,37,37,35,35
Diluted Normalized EPS,82.76,136.22,151.86,190.58
