Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,220314,201655,150358,154066
"Revenue 220314 201655 150358 154066  Other Revenue, Total - - - -","Revenue 220314 201655 150358 154066  Other Revenue, Total - - - -","Revenue 220314 201655 150358 154066  Other Revenue, Total - - - -","Revenue 220314 201655 150358 154066  Other Revenue, Total - - - -","Revenue 220314 201655 150358 154066  Other Revenue, Total - - - -"
Revenue,220314,201655,150358,154066
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",187650,168471,125004,131540
Gross Profit,32664,33184,25354,22526
Total Operating Expenses,207648,187305,142512,151056
"Selling/General/Admin. Expenses, Total 19998 18499 17001 16596  Research & Development - 529 472 440  Depreciation / Amortization 5042 4154 - -  Interest Expense (Income) - Net Operating -118 -67 - -  Unusual Expense (Income) - 461 34 2479  Other Operating Expenses, Total -5163 -4281 1 1","Selling/General/Admin. Expenses, Total 19998 18499 17001 16596  Research & Development - 529 472 440  Depreciation / Amortization 5042 4154 - -  Interest Expense (Income) - Net Operating -118 -67 - -  Unusual Expense (Income) - 461 34 2479  Other Operating Expenses, Total -5163 -4281 1 1","Selling/General/Admin. Expenses, Total 19998 18499 17001 16596  Research & Development - 529 472 440  Depreciation / Amortization 5042 4154 - -  Interest Expense (Income) - Net Operating -118 -67 - -  Unusual Expense (Income) - 461 34 2479  Other Operating Expenses, Total -5163 -4281 1 1","Selling/General/Admin. Expenses, Total 19998 18499 17001 16596  Research & Development - 529 472 440  Depreciation / Amortization 5042 4154 - -  Interest Expense (Income) - Net Operating -118 -67 - -  Unusual Expense (Income) - 461 34 2479  Other Operating Expenses, Total -5163 -4281 1 1","Selling/General/Admin. Expenses, Total 19998 18499 17001 16596  Research & Development - 529 472 440  Depreciation / Amortization 5042 4154 - -  Interest Expense (Income) - Net Operating -118 -67 - -  Unusual Expense (Income) - 461 34 2479  Other Operating Expenses, Total -5163 -4281 1 1"
"Selling/General/Admin. Expenses, Total",19998,18499,17001,16596
Research & Development,-,529,472,440
Depreciation / Amortization,5042,4154,-,-
Interest Expense (Income) - Net Operating,-118,-67,-,-
Unusual Expense (Income),-,461,34,2479
"Other Operating Expenses, Total",-5163,-4281,1,1
Operating Income,12666,14350,7846,3010
"Interest Income (Expense), Net Non-Operating",-,3147,1852,2524
Gain (Loss) on Sale of Assets,2424,434,-66,-92
"Other, Net",-6623,-3175,49,65
Net Income Before Taxes,16865,17091,9681,5507
Provision for Income Taxes,4973,4831,3003,2019
Net Income After Taxes,11892,12260,6678,3488
Minority Interest,22092,21454,-419,373
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,10593,9789,6259,3861
Total Extraordinary Items,-,-,-,-
Net Income,10593,9789,6259,3861
Total Adjustments to Net Income,-,-,-1,1
Income Available to Common Excluding Extraordinary Items,10593,9789,6258,3862
Dilution Adjustment,-,0.202,-,-
Diluted Net Income,10593,9788.8,6258,3862
Diluted Weighted Average Shares,28.94,28.92,29.16,29.57
Diluted EPS Excluding Extraordinary Items,365.99,338.42,214.64,130.59
DPS - Common Stock Primary Issue,-,102,75,70
Diluted Normalized EPS,284.99,284.43,217.01,185.65
