Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,1067355,1035165,920888,1131547
"Revenue 1067355 1035165 920888 1131547  Other Revenue, Total - - - -","Revenue 1067355 1035165 920888 1131547  Other Revenue, Total - - - -","Revenue 1067355 1035165 920888 1131547  Other Revenue, Total - - - -","Revenue 1067355 1035165 920888 1131547  Other Revenue, Total - - - -","Revenue 1067355 1035165 920888 1131547  Other Revenue, Total - - - -"
Revenue,1067355,1035165,920888,1131547
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",323191,262959,238401,254844
Gross Profit,744164,772206,682487,876703
Total Operating Expenses,1042805,993578,924471,1021333
"Selling/General/Admin. Expenses, Total 721722 730619 640531 731174  Research & Development - 25600 26992 31697  Depreciation / Amortization 75718 62987 - -  Interest Expense (Income) - Net Operating - -2410 - -  Unusual Expense (Income) - 46268 18546 3617  Other Operating Expenses, Total -101911 -86177 1 1","Selling/General/Admin. Expenses, Total 721722 730619 640531 731174  Research & Development - 25600 26992 31697  Depreciation / Amortization 75718 62987 - -  Interest Expense (Income) - Net Operating - -2410 - -  Unusual Expense (Income) - 46268 18546 3617  Other Operating Expenses, Total -101911 -86177 1 1","Selling/General/Admin. Expenses, Total 721722 730619 640531 731174  Research & Development - 25600 26992 31697  Depreciation / Amortization 75718 62987 - -  Interest Expense (Income) - Net Operating - -2410 - -  Unusual Expense (Income) - 46268 18546 3617  Other Operating Expenses, Total -101911 -86177 1 1","Selling/General/Admin. Expenses, Total 721722 730619 640531 731174  Research & Development - 25600 26992 31697  Depreciation / Amortization 75718 62987 - -  Interest Expense (Income) - Net Operating - -2410 - -  Unusual Expense (Income) - 46268 18546 3617  Other Operating Expenses, Total -101911 -86177 1 1","Selling/General/Admin. Expenses, Total 721722 730619 640531 731174  Research & Development - 25600 26992 31697  Depreciation / Amortization 75718 62987 - -  Interest Expense (Income) - Net Operating - -2410 - -  Unusual Expense (Income) - 46268 18546 3617  Other Operating Expenses, Total -101911 -86177 1 1"
"Selling/General/Admin. Expenses, Total",721722,730619,640531,731174
Research & Development,-,25600,26992,31697
Depreciation / Amortization,75718,62987,-,-
Interest Expense (Income) - Net Operating,-,-2410,-,-
Unusual Expense (Income),-,46268,18546,3617
"Other Operating Expenses, Total",-101911,-86177,1,1
Operating Income,24550,41587,-3583,110214
"Interest Income (Expense), Net Non-Operating",-,3540,-3315,-2477
Gain (Loss) on Sale of Assets,-,14252,6051,-1029
"Other, Net",-45491,-45920,-1193,670
Net Income Before Taxes,50428,73255,-2040,107378
Provision for Income Taxes,12845,28344,7079,30076
Net Income After Taxes,37583,44911,-9119,77302
Minority Interest,21494,21343,-2540,-3739
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,34202,42439,-11659,73563
Total Extraordinary Items,-,-,-,-
Net Income,34202,42439,-11659,73563
Total Adjustments to Net Income,-,-,-1,-1
Income Available to Common Excluding Extraordinary Items,34202,42439,-11660,73562
Dilution Adjustment,1.23,-1.36,-,-
Diluted Net Income,34200.77,42440.36,-11660,73562
Diluted Weighted Average Shares,399.82,399.82,399.46,399.81
Diluted EPS Excluding Extraordinary Items,85.54,106.15,-29.19,183.99
DPS - Common Stock Primary Issue,100,50,40,60
Diluted Normalized EPS,43.02,63.9,8.83,199.06
