Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,31255,28312,29527.37,32685.23
"Revenue - 28312 29527.37 32685.23  Other Revenue, Total - - - -","Revenue - 28312 29527.37 32685.23  Other Revenue, Total - - - -","Revenue - 28312 29527.37 32685.23  Other Revenue, Total - - - -","Revenue - 28312 29527.37 32685.23  Other Revenue, Total - - - -","Revenue - 28312 29527.37 32685.23  Other Revenue, Total - - - -"
Revenue,-,28312,29527.37,32685.23
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",-,25329,26871.93,29724.34
Gross Profit,-,2983,2655.44,2960.89
Total Operating Expenses,-,27486,29001.48,32041.06
"Selling/General/Admin. Expenses, Total - 2137 2095.45 2261.59  Research & Development - - - -  Depreciation / Amortization 50 43 22.61 25.07  Interest Expense (Income) - Net Operating - -7 - -  Unusual Expense (Income) - -6.31 11.49 30.06  Other Operating Expenses, Total -21 -16 - -","Selling/General/Admin. Expenses, Total - 2137 2095.45 2261.59  Research & Development - - - -  Depreciation / Amortization 50 43 22.61 25.07  Interest Expense (Income) - Net Operating - -7 - -  Unusual Expense (Income) - -6.31 11.49 30.06  Other Operating Expenses, Total -21 -16 - -","Selling/General/Admin. Expenses, Total - 2137 2095.45 2261.59  Research & Development - - - -  Depreciation / Amortization 50 43 22.61 25.07  Interest Expense (Income) - Net Operating - -7 - -  Unusual Expense (Income) - -6.31 11.49 30.06  Other Operating Expenses, Total -21 -16 - -","Selling/General/Admin. Expenses, Total - 2137 2095.45 2261.59  Research & Development - - - -  Depreciation / Amortization 50 43 22.61 25.07  Interest Expense (Income) - Net Operating - -7 - -  Unusual Expense (Income) - -6.31 11.49 30.06  Other Operating Expenses, Total -21 -16 - -","Selling/General/Admin. Expenses, Total - 2137 2095.45 2261.59  Research & Development - - - -  Depreciation / Amortization 50 43 22.61 25.07  Interest Expense (Income) - Net Operating - -7 - -  Unusual Expense (Income) - -6.31 11.49 30.06  Other Operating Expenses, Total -21 -16 - -"
"Selling/General/Admin. Expenses, Total",-,2137,2095.45,2261.59
Research & Development,-,-,-,-
Depreciation / Amortization,50,43,22.61,25.07
Interest Expense (Income) - Net Operating,-,-7,-,-
Unusual Expense (Income),-,-6.31,11.49,30.06
"Other Operating Expenses, Total",-21,-16,-,-
Operating Income,-,826,525.89,644.17
"Interest Income (Expense), Net Non-Operating",-,-12.03,-31.22,36.78
Gain (Loss) on Sale of Assets,-,16,0.06,7.65
"Other, Net",-,-39,49.2,13.72
Net Income Before Taxes,-,849,543.93,702.32
Provision for Income Taxes,-,263,186.98,230.22
Net Income After Taxes,-,586,356.95,472.1
Minority Interest,-,83,-9.71,0.52
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-,575,347.24,472.61
Total Extraordinary Items,-,-,-,-
Net Income,-,575,347.24,472.61
Total Adjustments to Net Income,-,-,-0,-
Income Available to Common Excluding Extraordinary Items,-,575,347.24,472.61
Dilution Adjustment,-,-,-,-
Diluted Net Income,-,575,347.24,472.61
Diluted Weighted Average Shares,-,3.15,3.15,3.15
Diluted EPS Excluding Extraordinary Items,-,182.56,110.24,150.05
DPS - Common Stock Primary Issue,-,47,45,45
Diluted Normalized EPS,-,160.61,112.63,154.83
