Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,25849,23763,20485.38,18153.8
"Revenue 25840 23763.79 20485.38 18153.8  Other Revenue, Total 9 11 - -","Revenue 25840 23763.79 20485.38 18153.8  Other Revenue, Total 9 11 - -","Revenue 25840 23763.79 20485.38 18153.8  Other Revenue, Total 9 11 - -","Revenue 25840 23763.79 20485.38 18153.8  Other Revenue, Total 9 11 - -","Revenue 25840 23763.79 20485.38 18153.8  Other Revenue, Total 9 11 - -"
Revenue,25840,23763.79,20485.38,18153.8
"Other Revenue, Total",9,11,-,-
"Cost of Revenue, Total",21600,19695.83,17461.2,15864.46
Gross Profit,4249,4067.95,3024.19,2289.34
Total Operating Expenses,23785,21511.67,19179.48,17458.1
"Selling/General/Admin. Expenses, Total 2185 1815.83 1690.3 1566.69  Research & Development - - - -  Depreciation / Amortization 35 - 27.98 16.93  Interest Expense (Income) - Net Operating -224 - - -  Unusual Expense (Income) - - - 10.01  Other Operating Expenses, Total 600 - - -","Selling/General/Admin. Expenses, Total 2185 1815.83 1690.3 1566.69  Research & Development - - - -  Depreciation / Amortization 35 - 27.98 16.93  Interest Expense (Income) - Net Operating -224 - - -  Unusual Expense (Income) - - - 10.01  Other Operating Expenses, Total 600 - - -","Selling/General/Admin. Expenses, Total 2185 1815.83 1690.3 1566.69  Research & Development - - - -  Depreciation / Amortization 35 - 27.98 16.93  Interest Expense (Income) - Net Operating -224 - - -  Unusual Expense (Income) - - - 10.01  Other Operating Expenses, Total 600 - - -","Selling/General/Admin. Expenses, Total 2185 1815.83 1690.3 1566.69  Research & Development - - - -  Depreciation / Amortization 35 - 27.98 16.93  Interest Expense (Income) - Net Operating -224 - - -  Unusual Expense (Income) - - - 10.01  Other Operating Expenses, Total 600 - - -","Selling/General/Admin. Expenses, Total 2185 1815.83 1690.3 1566.69  Research & Development - - - -  Depreciation / Amortization 35 - 27.98 16.93  Interest Expense (Income) - Net Operating -224 - - -  Unusual Expense (Income) - - - 10.01  Other Operating Expenses, Total 600 - - -"
"Selling/General/Admin. Expenses, Total",2185,1815.83,1690.3,1566.69
Research & Development,-,-,-,-
Depreciation / Amortization,35,-,27.98,16.93
Interest Expense (Income) - Net Operating,-224,-,-,-
Unusual Expense (Income),-,-,-,10.01
"Other Operating Expenses, Total",600,-,-,-
Operating Income,2064,2252.12,1305.9,695.71
"Interest Income (Expense), Net Non-Operating",-,-221.73,-151.15,-165.94
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",194,9.98,-17.33,-10.03
Net Income Before Taxes,1870,2040.36,1137.42,519.74
Provision for Income Taxes,579,628.67,353.9,164.46
Net Income After Taxes,1291,1411.69,783.52,355.28
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-,1411.69,783.52,355.28
Total Extraordinary Items,-,-,-,-
Net Income,1291,1411.69,783.52,355.28
Total Adjustments to Net Income,-,-,-0,-0
Income Available to Common Excluding Extraordinary Items,1291,1411.69,783.52,355.27
Dilution Adjustment,-,-,-,-
Diluted Net Income,-,1411.69,783.52,355.27
Diluted Weighted Average Shares,-,5.76,5.74,5.73
Diluted EPS Excluding Extraordinary Items,224.49,245.2,136.55,61.99
DPS - Common Stock Primary Issue,-,75,42,18
Diluted Normalized EPS,203.23,245.2,136.55,63.18
