Period Ending:,202231/03,202131/03,202031/03,201931/03
Total Revenue,16832.72,19313.28,13570,13322.79
"Revenue 16832.72 19313.28 13570 13322.79  Other Revenue, Total - - - -","Revenue 16832.72 19313.28 13570 13322.79  Other Revenue, Total - - - -","Revenue 16832.72 19313.28 13570 13322.79  Other Revenue, Total - - - -","Revenue 16832.72 19313.28 13570 13322.79  Other Revenue, Total - - - -","Revenue 16832.72 19313.28 13570 13322.79  Other Revenue, Total - - - -"
Revenue,16832.72,19313.28,13570,13322.79
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",7461.15,7716.16,5882.42,6140.98
Gross Profit,9371.56,11597.11,7687.58,7181.81
Total Operating Expenses,16237.49,17489.44,13496.29,13679.99
"Selling/General/Admin. Expenses, Total 8775.5 9195.69 7145.81 6883.82  Research & Development - 438.94 308.28 441.97  Depreciation / Amortization - 137.73 117.05 152.31  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) 0.83 0.91 42.73 60.91  Other Operating Expenses, Total - - - -","Selling/General/Admin. Expenses, Total 8775.5 9195.69 7145.81 6883.82  Research & Development - 438.94 308.28 441.97  Depreciation / Amortization - 137.73 117.05 152.31  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) 0.83 0.91 42.73 60.91  Other Operating Expenses, Total - - - -","Selling/General/Admin. Expenses, Total 8775.5 9195.69 7145.81 6883.82  Research & Development - 438.94 308.28 441.97  Depreciation / Amortization - 137.73 117.05 152.31  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) 0.83 0.91 42.73 60.91  Other Operating Expenses, Total - - - -","Selling/General/Admin. Expenses, Total 8775.5 9195.69 7145.81 6883.82  Research & Development - 438.94 308.28 441.97  Depreciation / Amortization - 137.73 117.05 152.31  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) 0.83 0.91 42.73 60.91  Other Operating Expenses, Total - - - -","Selling/General/Admin. Expenses, Total 8775.5 9195.69 7145.81 6883.82  Research & Development - 438.94 308.28 441.97  Depreciation / Amortization - 137.73 117.05 152.31  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) 0.83 0.91 42.73 60.91  Other Operating Expenses, Total - - - -"
"Selling/General/Admin. Expenses, Total",8775.5,9195.69,7145.81,6883.82
Research & Development,-,438.94,308.28,441.97
Depreciation / Amortization,-,137.73,117.05,152.31
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),0.83,0.91,42.73,60.91
"Other Operating Expenses, Total",-,-,-,-
Operating Income,595.23,1823.83,73.71,-357.2
"Interest Income (Expense), Net Non-Operating",9.22,-1.41,-1.75,13.22
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",16.8,28.36,31.92,26.51
Net Income Before Taxes,621.24,1850.79,103.88,-317.47
Provision for Income Taxes,238.62,691.74,63.37,-76.8
Net Income After Taxes,382.62,1159.05,40.52,-240.68
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,382.62,1159.05,40.52,-240.68
Total Extraordinary Items,-,-,-,-
Net Income,382.62,1159.05,40.52,-240.68
Total Adjustments to Net Income,-0,-,-0,-
Income Available to Common Excluding Extraordinary Items,382.62,1159.05,40.52,-240.68
Dilution Adjustment,-,-,-,-
Diluted Net Income,382.62,1159.05,40.52,-240.68
Diluted Weighted Average Shares,10.56,10.58,10.3,10.27
Diluted EPS Excluding Extraordinary Items,36.22,109.51,3.93,-23.44
DPS - Common Stock Primary Issue,10,10,-,-
Diluted Normalized EPS,36.27,109.56,6.63,-19.58
