Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,929036,853448,761321,741018
"Revenue 929036 853448 761321 741018  Other Revenue, Total - - - -","Revenue 929036 853448 761321 741018  Other Revenue, Total - - - -","Revenue 929036 853448 761321 741018  Other Revenue, Total - - - -","Revenue 929036 853448 761321 741018  Other Revenue, Total - - - -","Revenue 929036 853448 761321 741018  Other Revenue, Total - - - -"
Revenue,929036,853448,761321,741018
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",591592,551059,517872,519090
Gross Profit,337444,302389,243449,221928
Total Operating Expenses,781861,726459,667512,671285
"Selling/General/Admin. Expenses, Total 145436 129625 107722 111368  Research & Development 40175 37271 35261 33765  Depreciation / Amortization 57362 50211 - -  Interest Expense (Income) - Net Operating -1936 -700 -910 -1169  Unusual Expense (Income) - - -1777 -1666  Other Operating Expenses, Total -48997 -41007 9344 9897","Selling/General/Admin. Expenses, Total 145436 129625 107722 111368  Research & Development 40175 37271 35261 33765  Depreciation / Amortization 57362 50211 - -  Interest Expense (Income) - Net Operating -1936 -700 -910 -1169  Unusual Expense (Income) - - -1777 -1666  Other Operating Expenses, Total -48997 -41007 9344 9897","Selling/General/Admin. Expenses, Total 145436 129625 107722 111368  Research & Development 40175 37271 35261 33765  Depreciation / Amortization 57362 50211 - -  Interest Expense (Income) - Net Operating -1936 -700 -910 -1169  Unusual Expense (Income) - - -1777 -1666  Other Operating Expenses, Total -48997 -41007 9344 9897","Selling/General/Admin. Expenses, Total 145436 129625 107722 111368  Research & Development 40175 37271 35261 33765  Depreciation / Amortization 57362 50211 - -  Interest Expense (Income) - Net Operating -1936 -700 -910 -1169  Unusual Expense (Income) - - -1777 -1666  Other Operating Expenses, Total -48997 -41007 9344 9897","Selling/General/Admin. Expenses, Total 145436 129625 107722 111368  Research & Development 40175 37271 35261 33765  Depreciation / Amortization 57362 50211 - -  Interest Expense (Income) - Net Operating -1936 -700 -910 -1169  Unusual Expense (Income) - - -1777 -1666  Other Operating Expenses, Total -48997 -41007 9344 9897"
"Selling/General/Admin. Expenses, Total",145436,129625,107722,111368
Research & Development,40175,37271,35261,33765
Depreciation / Amortization,57362,50211,-,-
Interest Expense (Income) - Net Operating,-1936,-700,-910,-1169
Unusual Expense (Income),-,-,-1777,-1666
"Other Operating Expenses, Total",-48997,-41007,9344,9897
Operating Income,147175,126989,93809,69733
"Interest Income (Expense), Net Non-Operating",-,117,-489,-721
Gain (Loss) on Sale of Assets,-,2467,-,-
"Other, Net",335,-7855,-,1
Net Income Before Taxes,146840,132377,93320,69013
Provision for Income Taxes,37576,35143,23012,21788
Net Income After Taxes,109264,97234,70308,47225
Minority Interest,983,913,-72,-68
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,109173,97132,70236,47157
Total Extraordinary Items,-,-,-,-
Net Income,109173,97132,70236,47157
Total Adjustments to Net Income,-,-,-1,-1
Income Available to Common Excluding Extraordinary Items,109173,97132,70235,47156
Dilution Adjustment,-,-,-,-
Diluted Net Income,109173,97132,70235,47156
Diluted Weighted Average Shares,147.83,148.07,148.68,156.62
Diluted EPS Excluding Extraordinary Items,738.48,656,472.38,301.08
DPS - Common Stock Primary Issue,-,220,200,200
Diluted Normalized EPS,620.18,547.67,463.38,293.8
