Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,191076,191247,174173,153734
"Revenue 191076 191247 174173 153734  Other Revenue, Total - - - -","Revenue 191076 191247 174173 153734  Other Revenue, Total - - - -","Revenue 191076 191247 174173 153734  Other Revenue, Total - - - -","Revenue 191076 191247 174173 153734  Other Revenue, Total - - - -","Revenue 191076 191247 174173 153734  Other Revenue, Total - - - -"
Revenue,191076,191247,174173,153734
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",148728,151037,132304,115480
Gross Profit,42348,40210,41869,38254
Total Operating Expenses,176757,177948,158550,141962
"Selling/General/Admin. Expenses, Total 28029 26774 26110 24499  Research & Development - - - 49  Depreciation / Amortization 945 -18 -18 -18  Interest Expense (Income) - Net Operating -83 - - -  Unusual Expense (Income) - 154 153 1952  Other Operating Expenses, Total -272 1 1 -","Selling/General/Admin. Expenses, Total 28029 26774 26110 24499  Research & Development - - - 49  Depreciation / Amortization 945 -18 -18 -18  Interest Expense (Income) - Net Operating -83 - - -  Unusual Expense (Income) - 154 153 1952  Other Operating Expenses, Total -272 1 1 -","Selling/General/Admin. Expenses, Total 28029 26774 26110 24499  Research & Development - - - 49  Depreciation / Amortization 945 -18 -18 -18  Interest Expense (Income) - Net Operating -83 - - -  Unusual Expense (Income) - 154 153 1952  Other Operating Expenses, Total -272 1 1 -","Selling/General/Admin. Expenses, Total 28029 26774 26110 24499  Research & Development - - - 49  Depreciation / Amortization 945 -18 -18 -18  Interest Expense (Income) - Net Operating -83 - - -  Unusual Expense (Income) - 154 153 1952  Other Operating Expenses, Total -272 1 1 -","Selling/General/Admin. Expenses, Total 28029 26774 26110 24499  Research & Development - - - 49  Depreciation / Amortization 945 -18 -18 -18  Interest Expense (Income) - Net Operating -83 - - -  Unusual Expense (Income) - 154 153 1952  Other Operating Expenses, Total -272 1 1 -"
"Selling/General/Admin. Expenses, Total",28029,26774,26110,24499
Research & Development,-,-,-,49
Depreciation / Amortization,945,-18,-18,-18
Interest Expense (Income) - Net Operating,-83,-,-,-
Unusual Expense (Income),-,154,153,1952
"Other Operating Expenses, Total",-272,1,1,-
Operating Income,14319,13299,15623,11772
"Interest Income (Expense), Net Non-Operating",-,155,-321,-85
Gain (Loss) on Sale of Assets,281,-11,1,3
"Other, Net",172,68,54,146
Net Income Before Taxes,13866,13511,15357,11836
Provision for Income Taxes,4139,4203,5333,4269
Net Income After Taxes,9727,9308,10024,7567
Minority Interest,1079,-24,-18,-39
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,9603,9284,10006,7528
Total Extraordinary Items,-,-,-,-
Net Income,9603,9284,10006,7528
Total Adjustments to Net Income,-,-1,-1,-1
Income Available to Common Excluding Extraordinary Items,9603,9283,10005,7527
Dilution Adjustment,-,-,-,-
Diluted Net Income,9603,9283,10005,7527
Diluted Weighted Average Shares,98.21,98.1,98.11,98.1
Diluted EPS Excluding Extraordinary Items,97.78,94.63,101.98,76.73
DPS - Common Stock Primary Issue,33,32,31,23.5
Diluted Normalized EPS,85.6,96.06,103.48,91.64
