Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,60820,51723,51077,60978
"Revenue 60820 51723 51077 60978  Other Revenue, Total - - - -","Revenue 60820 51723 51077 60978  Other Revenue, Total - - - -","Revenue 60820 51723 51077 60978  Other Revenue, Total - - - -","Revenue 60820 51723 51077 60978  Other Revenue, Total - - - -","Revenue 60820 51723 51077 60978  Other Revenue, Total - - - -"
Revenue,60820,51723,51077,60978
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",36771,1,32668,33698
Gross Profit,24049,51722,18409,27280
Total Operating Expenses,36821,32576,33090,33761
"Selling/General/Admin. Expenses, Total - 32464 27778 28604  Research & Development - 136 137 139  Depreciation / Amortization 3563 - - -  Interest Expense (Income) - Net Operating -517 - - -  Unusual Expense (Income) - -755 489 -  Other Operating Expenses, Total -3511 -3525 4686 5018","Selling/General/Admin. Expenses, Total - 32464 27778 28604  Research & Development - 136 137 139  Depreciation / Amortization 3563 - - -  Interest Expense (Income) - Net Operating -517 - - -  Unusual Expense (Income) - -755 489 -  Other Operating Expenses, Total -3511 -3525 4686 5018","Selling/General/Admin. Expenses, Total - 32464 27778 28604  Research & Development - 136 137 139  Depreciation / Amortization 3563 - - -  Interest Expense (Income) - Net Operating -517 - - -  Unusual Expense (Income) - -755 489 -  Other Operating Expenses, Total -3511 -3525 4686 5018","Selling/General/Admin. Expenses, Total - 32464 27778 28604  Research & Development - 136 137 139  Depreciation / Amortization 3563 - - -  Interest Expense (Income) - Net Operating -517 - - -  Unusual Expense (Income) - -755 489 -  Other Operating Expenses, Total -3511 -3525 4686 5018","Selling/General/Admin. Expenses, Total - 32464 27778 28604  Research & Development - 136 137 139  Depreciation / Amortization 3563 - - -  Interest Expense (Income) - Net Operating -517 - - -  Unusual Expense (Income) - -755 489 -  Other Operating Expenses, Total -3511 -3525 4686 5018"
"Selling/General/Admin. Expenses, Total",-,32464,27778,28604
Research & Development,-,136,137,139
Depreciation / Amortization,3563,-,-,-
Interest Expense (Income) - Net Operating,-517,-,-,-
Unusual Expense (Income),-,-755,489,-
"Other Operating Expenses, Total",-3511,-3525,4686,5018
Operating Income,23999,19902,17987,27217
"Interest Income (Expense), Net Non-Operating",-,-111,-264,-598
Gain (Loss) on Sale of Assets,-192,1857,-,-
"Other, Net",938,-3608,181,-
Net Income Before Taxes,23253,20898,17904,26619
Provision for Income Taxes,7097,6603,6274,8280
Net Income After Taxes,16156,14295,11630,18339
Minority Interest,284,208,133,10
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,16132,14294,11763,18349
Total Extraordinary Items,-,-,-,-
Net Income,16132,14294,11763,18349
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,16132,14294,11763,18348
Dilution Adjustment,0.693,-0.612,-,-
Diluted Net Income,16131.31,14294.61,11763,18348
Diluted Weighted Average Shares,203.6,205.35,206.05,208.02
Diluted EPS Excluding Extraordinary Items,79.23,69.61,57.09,88.2
DPS - Common Stock Primary Issue,40,40,40,40
Diluted Normalized EPS,72.01,57.95,58.63,88.2
