Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,27977,26317,24717,38089
"Revenue 27977 26317 24717 38089  Other Revenue, Total - - - -","Revenue 27977 26317 24717 38089  Other Revenue, Total - - - -","Revenue 27977 26317 24717 38089  Other Revenue, Total - - - -","Revenue 27977 26317 24717 38089  Other Revenue, Total - - - -","Revenue 27977 26317 24717 38089  Other Revenue, Total - - - -"
Revenue,27977,26317,24717,38089
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",22285,20759,20048,31786
Gross Profit,5692,5558,4669,6303
Total Operating Expenses,26667,25054,24365,36552
"Selling/General/Admin. Expenses, Total 4382 4294 4046 4354  Research & Development - - - -  Depreciation / Amortization 400 - 234 237  Interest Expense (Income) - Net Operating -38 - - -  Unusual Expense (Income) - - 38 174  Other Operating Expenses, Total -362 1 -1 1","Selling/General/Admin. Expenses, Total 4382 4294 4046 4354  Research & Development - - - -  Depreciation / Amortization 400 - 234 237  Interest Expense (Income) - Net Operating -38 - - -  Unusual Expense (Income) - - 38 174  Other Operating Expenses, Total -362 1 -1 1","Selling/General/Admin. Expenses, Total 4382 4294 4046 4354  Research & Development - - - -  Depreciation / Amortization 400 - 234 237  Interest Expense (Income) - Net Operating -38 - - -  Unusual Expense (Income) - - 38 174  Other Operating Expenses, Total -362 1 -1 1","Selling/General/Admin. Expenses, Total 4382 4294 4046 4354  Research & Development - - - -  Depreciation / Amortization 400 - 234 237  Interest Expense (Income) - Net Operating -38 - - -  Unusual Expense (Income) - - 38 174  Other Operating Expenses, Total -362 1 -1 1","Selling/General/Admin. Expenses, Total 4382 4294 4046 4354  Research & Development - - - -  Depreciation / Amortization 400 - 234 237  Interest Expense (Income) - Net Operating -38 - - -  Unusual Expense (Income) - - 38 174  Other Operating Expenses, Total -362 1 -1 1"
"Selling/General/Admin. Expenses, Total",4382,4294,4046,4354
Research & Development,-,-,-,-
Depreciation / Amortization,400,-,234,237
Interest Expense (Income) - Net Operating,-38,-,-,-
Unusual Expense (Income),-,-,38,174
"Other Operating Expenses, Total",-362,1,-1,1
Operating Income,1310,1263,352,1537
"Interest Income (Expense), Net Non-Operating",-,235,113,93
Gain (Loss) on Sale of Assets,125,-,-,-
"Other, Net",-513,96,62,71
Net Income Before Taxes,1698,1594,527,1701
Provision for Income Taxes,-,164,162,542
Net Income After Taxes,-,1430,365,1159
Minority Interest,181,-69,-35,-37
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1231,1361,330,1122
Total Extraordinary Items,-,-,-,-
Net Income,1231,1361,330,1122
Total Adjustments to Net Income,-,-1,-1,-2
Income Available to Common Excluding Extraordinary Items,1231,1360,329,1120
Dilution Adjustment,-,-,-,-
Diluted Net Income,1231,1360,329,1120
Diluted Weighted Average Shares,7.6,7.68,7.68,7.68
Diluted EPS Excluding Extraordinary Items,162.03,177.17,42.86,145.87
DPS - Common Stock Primary Issue,70,70,60,60
Diluted Normalized EPS,120.98,177.17,46.28,161.31
