Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,260410,201551,164816,178196
"Revenue 260410 201551 164816 178196  Other Revenue, Total - - - -","Revenue 260410 201551 164816 178196  Other Revenue, Total - - - -","Revenue 260410 201551 164816 178196  Other Revenue, Total - - - -","Revenue 260410 201551 164816 178196  Other Revenue, Total - - - -","Revenue 260410 201551 164816 178196  Other Revenue, Total - - - -"
Revenue,260410,201551,164816,178196
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",232640,175360,130828,141762
Gross Profit,27770,26191,33988,36434
Total Operating Expenses,259675,201591,158246,172776
"Selling/General/Admin. Expenses, Total 27035 26212 27300 29772  Research & Development - 1248 1518 -  Depreciation / Amortization 4785 4813 4944 109  Interest Expense (Income) - Net Operating -150 -94 -117 -  Unusual Expense (Income) - 671 236 1132  Other Operating Expenses, Total -4635 -5948 -6227 1","Selling/General/Admin. Expenses, Total 27035 26212 27300 29772  Research & Development - 1248 1518 -  Depreciation / Amortization 4785 4813 4944 109  Interest Expense (Income) - Net Operating -150 -94 -117 -  Unusual Expense (Income) - 671 236 1132  Other Operating Expenses, Total -4635 -5948 -6227 1","Selling/General/Admin. Expenses, Total 27035 26212 27300 29772  Research & Development - 1248 1518 -  Depreciation / Amortization 4785 4813 4944 109  Interest Expense (Income) - Net Operating -150 -94 -117 -  Unusual Expense (Income) - 671 236 1132  Other Operating Expenses, Total -4635 -5948 -6227 1","Selling/General/Admin. Expenses, Total 27035 26212 27300 29772  Research & Development - 1248 1518 -  Depreciation / Amortization 4785 4813 4944 109  Interest Expense (Income) - Net Operating -150 -94 -117 -  Unusual Expense (Income) - 671 236 1132  Other Operating Expenses, Total -4635 -5948 -6227 1","Selling/General/Admin. Expenses, Total 27035 26212 27300 29772  Research & Development - 1248 1518 -  Depreciation / Amortization 4785 4813 4944 109  Interest Expense (Income) - Net Operating -150 -94 -117 -  Unusual Expense (Income) - 671 236 1132  Other Operating Expenses, Total -4635 -5948 -6227 1"
"Selling/General/Admin. Expenses, Total",27035,26212,27300,29772
Research & Development,-,1248,1518,-
Depreciation / Amortization,4785,4813,4944,109
Interest Expense (Income) - Net Operating,-150,-94,-117,-
Unusual Expense (Income),-,671,236,1132
"Other Operating Expenses, Total",-4635,-5948,-6227,1
Operating Income,735,-40,6570,5420
"Interest Income (Expense), Net Non-Operating",-,1901,1661,662
Gain (Loss) on Sale of Assets,754,2707,1047,1325
"Other, Net",-1774,-5379,-2662,117
Net Income Before Taxes,1755,2632,8185,7524
Provision for Income Taxes,763,688,2935,2313
Net Income After Taxes,992,1944,5250,5211
Minority Interest,413,390,370,-6
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,986,1953,5253,5205
Total Extraordinary Items,-,-,-,-
Net Income,986,1953,5253,5205
Total Adjustments to Net Income,-,-,-,-2
Income Available to Common Excluding Extraordinary Items,986,1953,5253,5203
Dilution Adjustment,-,-,-,-
Diluted Net Income,986,1953,5253,5203
Diluted Weighted Average Shares,33.07,32.97,32.91,32.91
Diluted EPS Excluding Extraordinary Items,29.81,59.23,159.61,158.08
DPS - Common Stock Primary Issue,20,50,50,50
Diluted Normalized EPS,26.94,11.57,140.12,154.08
