Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,9553,9231,8092,7590
"Revenue 9553 9231 8092 7590  Other Revenue, Total - - - -","Revenue 9553 9231 8092 7590  Other Revenue, Total - - - -","Revenue 9553 9231 8092 7590  Other Revenue, Total - - - -","Revenue 9553 9231 8092 7590  Other Revenue, Total - - - -","Revenue 9553 9231 8092 7590  Other Revenue, Total - - - -"
Revenue,9553,9231,8092,7590
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",6112,5572,4940,4710
Gross Profit,3441,3659,3152,2880
Total Operating Expenses,8736,8183,7340,7266
"Selling/General/Admin. Expenses, Total 2624 2539 2319 2393  Research & Development 82 70 80 81  Depreciation / Amortization 141 - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - 81  Other Operating Expenses, Total -223 2 1 1","Selling/General/Admin. Expenses, Total 2624 2539 2319 2393  Research & Development 82 70 80 81  Depreciation / Amortization 141 - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - 81  Other Operating Expenses, Total -223 2 1 1","Selling/General/Admin. Expenses, Total 2624 2539 2319 2393  Research & Development 82 70 80 81  Depreciation / Amortization 141 - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - 81  Other Operating Expenses, Total -223 2 1 1","Selling/General/Admin. Expenses, Total 2624 2539 2319 2393  Research & Development 82 70 80 81  Depreciation / Amortization 141 - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - 81  Other Operating Expenses, Total -223 2 1 1","Selling/General/Admin. Expenses, Total 2624 2539 2319 2393  Research & Development 82 70 80 81  Depreciation / Amortization 141 - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - 81  Other Operating Expenses, Total -223 2 1 1"
"Selling/General/Admin. Expenses, Total",2624,2539,2319,2393
Research & Development,82,70,80,81
Depreciation / Amortization,141,-,-,-
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,-,-,81
"Other Operating Expenses, Total",-223,2,1,1
Operating Income,817,1048,752,324
"Interest Income (Expense), Net Non-Operating",-,25,222,44
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",27,26,34,20
Net Income Before Taxes,790,1099,1008,388
Provision for Income Taxes,238,330,307,142
Net Income After Taxes,552,769,701,246
Minority Interest,565,-31,-27,-8
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,517,738,674,238
Total Extraordinary Items,-,-,-,-
Net Income,517,738,674,238
Total Adjustments to Net Income,-,-1,-,-1
Income Available to Common Excluding Extraordinary Items,517,737,674,237
Dilution Adjustment,-,-,-,-
Diluted Net Income,517,737,674,237
Diluted Weighted Average Shares,5.81,5.81,5.93,5.93
Diluted EPS Excluding Extraordinary Items,89.06,126.88,113.7,39.98
DPS - Common Stock Primary Issue,36,36,34,14
Diluted Normalized EPS,82.14,126.88,113.7,48.64
