Period Ending:,202231/05,202130/11,202131/05,202031/05
Total Revenue,3573,3143,5416.22,2244.35
"Revenue 3573 - 5416.22 2244.35  Other Revenue, Total - - - -","Revenue 3573 - 5416.22 2244.35  Other Revenue, Total - - - -","Revenue 3573 - 5416.22 2244.35  Other Revenue, Total - - - -","Revenue 3573 - 5416.22 2244.35  Other Revenue, Total - - - -","Revenue 3573 - 5416.22 2244.35  Other Revenue, Total - - - -"
Revenue,3573,-,5416.22,2244.35
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",1696,-,1577.73,526.59
Gross Profit,1877,-,3838.49,1717.76
Total Operating Expenses,1797,-,2615.46,937.74
"Selling/General/Admin. Expenses, Total 19 - 157.56 53.78  Research & Development - - - -  Depreciation / Amortization 623 - 881.3 -  Interest Expense (Income) - Net Operating -164 - 881.3 357.37  Unusual Expense (Income) - - -1.14 -  Other Operating Expenses, Total -1131 - 0.01 -","Selling/General/Admin. Expenses, Total 19 - 157.56 53.78  Research & Development - - - -  Depreciation / Amortization 623 - 881.3 -  Interest Expense (Income) - Net Operating -164 - 881.3 357.37  Unusual Expense (Income) - - -1.14 -  Other Operating Expenses, Total -1131 - 0.01 -","Selling/General/Admin. Expenses, Total 19 - 157.56 53.78  Research & Development - - - -  Depreciation / Amortization 623 - 881.3 -  Interest Expense (Income) - Net Operating -164 - 881.3 357.37  Unusual Expense (Income) - - -1.14 -  Other Operating Expenses, Total -1131 - 0.01 -","Selling/General/Admin. Expenses, Total 19 - 157.56 53.78  Research & Development - - - -  Depreciation / Amortization 623 - 881.3 -  Interest Expense (Income) - Net Operating -164 - 881.3 357.37  Unusual Expense (Income) - - -1.14 -  Other Operating Expenses, Total -1131 - 0.01 -","Selling/General/Admin. Expenses, Total 19 - 157.56 53.78  Research & Development - - - -  Depreciation / Amortization 623 - 881.3 -  Interest Expense (Income) - Net Operating -164 - 881.3 357.37  Unusual Expense (Income) - - -1.14 -  Other Operating Expenses, Total -1131 - 0.01 -"
"Selling/General/Admin. Expenses, Total",19,-,157.56,53.78
Research & Development,-,-,-,-
Depreciation / Amortization,623,-,881.3,-
Interest Expense (Income) - Net Operating,-164,-,881.3,357.37
Unusual Expense (Income),-,-,-1.14,-
"Other Operating Expenses, Total",-1131,-,0.01,-
Operating Income,1776,-,2800.76,1306.61
"Interest Income (Expense), Net Non-Operating",-,-,-254.54,-150.53
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",636,-,-41.85,-143.55
Net Income Before Taxes,1564,-,2504.38,1012.52
Provision for Income Taxes,-,-,1.81,1.68
Net Income After Taxes,1564,-,2502.57,1010.84
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1564,-,2502.57,1010.84
Total Extraordinary Items,-,-,-,-
Net Income,1564,-,2502.57,1010.84
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,1564,-,2502.57,1010.84
Dilution Adjustment,-,-,-,-
Diluted Net Income,1564,-,2502.57,1010.84
Diluted Weighted Average Shares,0.681,-,0.56,0.26
Diluted EPS Excluding Extraordinary Items,4592.43,-,4447.74,3838.36
DPS - Common Stock Primary Issue,-,-,4448,1965
Diluted Normalized EPS,2952.85,-,4445.72,3838.36
