Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,10596,9892,9924.46,11245.06
"Revenue 10596 9892 9924.46 11245.06  Other Revenue, Total - - - -","Revenue 10596 9892 9924.46 11245.06  Other Revenue, Total - - - -","Revenue 10596 9892 9924.46 11245.06  Other Revenue, Total - - - -","Revenue 10596 9892 9924.46 11245.06  Other Revenue, Total - - - -","Revenue 10596 9892 9924.46 11245.06  Other Revenue, Total - - - -"
Revenue,10596,9892,9924.46,11245.06
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",8088,7261,7259.82,8051.77
Gross Profit,2508,2631,2664.64,3193.29
Total Operating Expenses,10093,9252,9315.81,10293.23
"Selling/General/Admin. Expenses, Total 2005 1991 2018.36 2194.59  Research & Development 24 31 36.61 46.83  Depreciation / Amortization 258 257 - -  Interest Expense (Income) - Net Operating -6 -5 - -  Unusual Expense (Income) - 0.09 1.02 0.03  Other Operating Expenses, Total -276 -283 - -","Selling/General/Admin. Expenses, Total 2005 1991 2018.36 2194.59  Research & Development 24 31 36.61 46.83  Depreciation / Amortization 258 257 - -  Interest Expense (Income) - Net Operating -6 -5 - -  Unusual Expense (Income) - 0.09 1.02 0.03  Other Operating Expenses, Total -276 -283 - -","Selling/General/Admin. Expenses, Total 2005 1991 2018.36 2194.59  Research & Development 24 31 36.61 46.83  Depreciation / Amortization 258 257 - -  Interest Expense (Income) - Net Operating -6 -5 - -  Unusual Expense (Income) - 0.09 1.02 0.03  Other Operating Expenses, Total -276 -283 - -","Selling/General/Admin. Expenses, Total 2005 1991 2018.36 2194.59  Research & Development 24 31 36.61 46.83  Depreciation / Amortization 258 257 - -  Interest Expense (Income) - Net Operating -6 -5 - -  Unusual Expense (Income) - 0.09 1.02 0.03  Other Operating Expenses, Total -276 -283 - -","Selling/General/Admin. Expenses, Total 2005 1991 2018.36 2194.59  Research & Development 24 31 36.61 46.83  Depreciation / Amortization 258 257 - -  Interest Expense (Income) - Net Operating -6 -5 - -  Unusual Expense (Income) - 0.09 1.02 0.03  Other Operating Expenses, Total -276 -283 - -"
"Selling/General/Admin. Expenses, Total",2005,1991,2018.36,2194.59
Research & Development,24,31,36.61,46.83
Depreciation / Amortization,258,257,-,-
Interest Expense (Income) - Net Operating,-6,-5,-,-
Unusual Expense (Income),-,0.09,1.02,0.03
"Other Operating Expenses, Total",-276,-283,-,-
Operating Income,503,640,608.65,951.83
"Interest Income (Expense), Net Non-Operating",-,4.25,23.92,4.31
Gain (Loss) on Sale of Assets,14,17,9.12,13.74
"Other, Net",-63,-60,19.21,15.35
Net Income Before Taxes,552,683,660.89,985.23
Provision for Income Taxes,189,131,228.85,323.42
Net Income After Taxes,363,552,432.04,661.81
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,363,552,432.04,661.81
Total Extraordinary Items,-,-,-,-
Net Income,363,552,432.04,661.81
Total Adjustments to Net Income,-,-,-0,-0
Income Available to Common Excluding Extraordinary Items,363,552,432.04,661.81
Dilution Adjustment,-,-,-,-
Diluted Net Income,363,552,432.04,661.81
Diluted Weighted Average Shares,4.8,4.79,4.78,4.77
Diluted EPS Excluding Extraordinary Items,75.63,115.25,90.36,138.67
DPS - Common Stock Primary Issue,-,20,20,20
Diluted Normalized EPS,70.06,86.9,89.26,136.74
