Period Ending:,202320/03,202220/03,202120/03,202020/03
Total Revenue,6718,5754,5294.63,6773.7
"Revenue 6718 5754 5294.63 6773.7  Other Revenue, Total - - - -","Revenue 6718 5754 5294.63 6773.7  Other Revenue, Total - - - -","Revenue 6718 5754 5294.63 6773.7  Other Revenue, Total - - - -","Revenue 6718 5754 5294.63 6773.7  Other Revenue, Total - - - -","Revenue 6718 5754 5294.63 6773.7  Other Revenue, Total - - - -"
Revenue,6718,5754,5294.63,6773.7
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",3551,3174,2962.28,3668.06
Gross Profit,3167,2580,2332.36,3105.65
Total Operating Expenses,5234,4633,4238.92,5001.53
"Selling/General/Admin. Expenses, Total 1683 1102 963.61 1019.05  Research & Development - 357 313.04 314.42  Depreciation / Amortization 116 117 - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -116 -117 - -","Selling/General/Admin. Expenses, Total 1683 1102 963.61 1019.05  Research & Development - 357 313.04 314.42  Depreciation / Amortization 116 117 - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -116 -117 - -","Selling/General/Admin. Expenses, Total 1683 1102 963.61 1019.05  Research & Development - 357 313.04 314.42  Depreciation / Amortization 116 117 - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -116 -117 - -","Selling/General/Admin. Expenses, Total 1683 1102 963.61 1019.05  Research & Development - 357 313.04 314.42  Depreciation / Amortization 116 117 - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -116 -117 - -","Selling/General/Admin. Expenses, Total 1683 1102 963.61 1019.05  Research & Development - 357 313.04 314.42  Depreciation / Amortization 116 117 - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -116 -117 - -"
"Selling/General/Admin. Expenses, Total",1683,1102,963.61,1019.05
Research & Development,-,357,313.04,314.42
Depreciation / Amortization,116,117,-,-
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,-,-,-
"Other Operating Expenses, Total",-116,-117,-,-
Operating Income,1484,1121,1055.71,1772.18
"Interest Income (Expense), Net Non-Operating",-,66.24,-5.81,-0.36
Gain (Loss) on Sale of Assets,-2,-,-,-
"Other, Net",-45,-75,22.84,-17.68
Net Income Before Taxes,1531,1196,1072.74,1754.13
Provision for Income Taxes,428,363,330.39,543.96
Net Income After Taxes,1103,833,742.36,1210.17
Minority Interest,103,70,-12.7,-16.86
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1079,820,729.66,1193.32
Total Extraordinary Items,-,-,-,-
Net Income,1079,820,729.66,1193.32
Total Adjustments to Net Income,-,-,-0,-
Income Available to Common Excluding Extraordinary Items,1079,820,729.66,1193.32
Dilution Adjustment,-,-,-,-
Diluted Net Income,1079,820,729.66,1193.32
Diluted Weighted Average Shares,9.93,9.92,9.92,10.36
Diluted EPS Excluding Extraordinary Items,108.63,82.64,73.59,115.19
DPS - Common Stock Primary Issue,23,17,15.25,24.25
Diluted Normalized EPS,94.05,74.03,73.59,115.19
