Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,42376,38362,37841,37271
"Revenue 42376 38362 37841 37271  Other Revenue, Total - - - -","Revenue 42376 38362 37841 37271  Other Revenue, Total - - - -","Revenue 42376 38362 37841 37271  Other Revenue, Total - - - -","Revenue 42376 38362 37841 37271  Other Revenue, Total - - - -","Revenue 42376 38362 37841 37271  Other Revenue, Total - - - -"
Revenue,42376,38362,37841,37271
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",19876,17633,21418,22469
Gross Profit,22500,20729,16423,14802
Total Operating Expenses,31891,25592,28074,29110
"Selling/General/Admin. Expenses, Total 12015 7958 6460 6244  Research & Development - - - -  Depreciation / Amortization 1674 - 188 163  Interest Expense (Income) - Net Operating -56 - - -  Unusual Expense (Income) - - 7 233  Other Operating Expenses, Total -1618 1 1 1","Selling/General/Admin. Expenses, Total 12015 7958 6460 6244  Research & Development - - - -  Depreciation / Amortization 1674 - 188 163  Interest Expense (Income) - Net Operating -56 - - -  Unusual Expense (Income) - - 7 233  Other Operating Expenses, Total -1618 1 1 1","Selling/General/Admin. Expenses, Total 12015 7958 6460 6244  Research & Development - - - -  Depreciation / Amortization 1674 - 188 163  Interest Expense (Income) - Net Operating -56 - - -  Unusual Expense (Income) - - 7 233  Other Operating Expenses, Total -1618 1 1 1","Selling/General/Admin. Expenses, Total 12015 7958 6460 6244  Research & Development - - - -  Depreciation / Amortization 1674 - 188 163  Interest Expense (Income) - Net Operating -56 - - -  Unusual Expense (Income) - - 7 233  Other Operating Expenses, Total -1618 1 1 1","Selling/General/Admin. Expenses, Total 12015 7958 6460 6244  Research & Development - - - -  Depreciation / Amortization 1674 - 188 163  Interest Expense (Income) - Net Operating -56 - - -  Unusual Expense (Income) - - 7 233  Other Operating Expenses, Total -1618 1 1 1"
"Selling/General/Admin. Expenses, Total",12015,7958,6460,6244
Research & Development,-,-,-,-
Depreciation / Amortization,1674,-,188,163
Interest Expense (Income) - Net Operating,-56,-,-,-
Unusual Expense (Income),-,-,7,233
"Other Operating Expenses, Total",-1618,1,1,1
Operating Income,10485,12770,9767,8161
"Interest Income (Expense), Net Non-Operating",-,69,41,50
Gain (Loss) on Sale of Assets,724,24,-,-
"Other, Net",-1529,-15,44,17
Net Income Before Taxes,11290,12848,9852,8228
Provision for Income Taxes,3635,3898,3086,2597
Net Income After Taxes,7655,8950,6766,5631
Minority Interest,1,-,1,10
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,7655,8950,6767,5641
Total Extraordinary Items,-,-,-,-
Net Income,7655,8950,6767,5641
Total Adjustments to Net Income,-,-1,-1,-
Income Available to Common Excluding Extraordinary Items,7655,8949,6766,5641
Dilution Adjustment,-,-,-,-
Diluted Net Income,7655,8949,6766,5641
Diluted Weighted Average Shares,158.51,159.14,159.13,160.07
Diluted EPS Excluding Extraordinary Items,48.29,56.24,42.52,35.24
DPS - Common Stock Primary Issue,36,36,30,25
Diluted Normalized EPS,41.66,56.61,42.6,36.29
