Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,403343,363034,327080,304131
"Revenue 403343 363034 327080 304131  Other Revenue, Total - - - -","Revenue 403343 363034 327080 304131  Other Revenue, Total - - - -","Revenue 403343 363034 327080 304131  Other Revenue, Total - - - -","Revenue 403343 363034 327080 304131  Other Revenue, Total - - - -","Revenue 403343 363034 327080 304131  Other Revenue, Total - - - -"
Revenue,403343,363034,327080,304131
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",305124,266511,240348,224575
Gross Profit,98219,96523,86732,79556
Total Operating Expenses,370972,328106,298100,282336
"Selling/General/Admin. Expenses, Total 65848 53316 49930 49103  Research & Development - 8279 7822 7935  Depreciation / Amortization 16003 15620 15069 -  Interest Expense (Income) - Net Operating -2470 -855 -949 -  Unusual Expense (Income) - 671 2698 722  Other Operating Expenses, Total -13533 -14765 -14120 1","Selling/General/Admin. Expenses, Total 65848 53316 49930 49103  Research & Development - 8279 7822 7935  Depreciation / Amortization 16003 15620 15069 -  Interest Expense (Income) - Net Operating -2470 -855 -949 -  Unusual Expense (Income) - 671 2698 722  Other Operating Expenses, Total -13533 -14765 -14120 1","Selling/General/Admin. Expenses, Total 65848 53316 49930 49103  Research & Development - 8279 7822 7935  Depreciation / Amortization 16003 15620 15069 -  Interest Expense (Income) - Net Operating -2470 -855 -949 -  Unusual Expense (Income) - 671 2698 722  Other Operating Expenses, Total -13533 -14765 -14120 1","Selling/General/Admin. Expenses, Total 65848 53316 49930 49103  Research & Development - 8279 7822 7935  Depreciation / Amortization 16003 15620 15069 -  Interest Expense (Income) - Net Operating -2470 -855 -949 -  Unusual Expense (Income) - 671 2698 722  Other Operating Expenses, Total -13533 -14765 -14120 1","Selling/General/Admin. Expenses, Total 65848 53316 49930 49103  Research & Development - 8279 7822 7935  Depreciation / Amortization 16003 15620 15069 -  Interest Expense (Income) - Net Operating -2470 -855 -949 -  Unusual Expense (Income) - 671 2698 722  Other Operating Expenses, Total -13533 -14765 -14120 1"
"Selling/General/Admin. Expenses, Total",65848,53316,49930,49103
Research & Development,-,8279,7822,7935
Depreciation / Amortization,16003,15620,15069,-
Interest Expense (Income) - Net Operating,-2470,-855,-949,-
Unusual Expense (Income),-,671,2698,722
"Other Operating Expenses, Total",-13533,-14765,-14120,1
Operating Income,-,34928,28980,21795
"Interest Income (Expense), Net Non-Operating",-,741,-416,783
Gain (Loss) on Sale of Assets,1052,1943,1357,402
"Other, Net",2128,-4055,-97,-33
Net Income Before Taxes,29191,37040,27720,22947
Provision for Income Taxes,8231,9678,8280,5646
Net Income After Taxes,20960,27362,19440,17301
Minority Interest,50759,46902,43410,-2084
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,16778,23744,16419,15217
Total Extraordinary Items,-,-,-,-
Net Income,16778,23744,16419,15217
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,16778,23744,16419,15216
Dilution Adjustment,-,-,-,-
Diluted Net Income,16778,23744,16419,15216
Diluted Weighted Average Shares,102.74,103.14,103.26,103.03
Diluted EPS Excluding Extraordinary Items,163.3,230.2,159.01,147.69
DPS - Common Stock Primary Issue,-,70,48,48
Diluted Normalized EPS,165.29,181.66,146.14,150.03
