Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,5003694,4476758,4191433,4462509
"Revenue 5003694 4476758 4191433 4462509  Other Revenue, Total - - - -","Revenue 5003694 4476758 4191433 4462509  Other Revenue, Total - - - -","Revenue 5003694 4476758 4191433 4462509  Other Revenue, Total - - - -","Revenue 5003694 4476758 4191433 4462509  Other Revenue, Total - - - -","Revenue 5003694 4476758 4191433 4462509  Other Revenue, Total - - - -"
Revenue,5003694,4476758,4191433,4462509
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",3596781,3212216,3017059,3200170
Gross Profit,1406913,1264542,1174374,1262339
Total Operating Expenses,4741342,4224707,3961238,4202848
"Selling/General/Admin. Expenses, Total 1147981 1013674 953602 1017075  Research & Development 212300 - - -  Depreciation / Amortization 238855 - - -  Interest Expense (Income) - Net Operating -4296 - - -  Unusual Expense (Income) - - -4421 -11376  Other Operating Expenses, Total -450279 -1183 -5002 -3021","Selling/General/Admin. Expenses, Total 1147981 1013674 953602 1017075  Research & Development 212300 - - -  Depreciation / Amortization 238855 - - -  Interest Expense (Income) - Net Operating -4296 - - -  Unusual Expense (Income) - - -4421 -11376  Other Operating Expenses, Total -450279 -1183 -5002 -3021","Selling/General/Admin. Expenses, Total 1147981 1013674 953602 1017075  Research & Development 212300 - - -  Depreciation / Amortization 238855 - - -  Interest Expense (Income) - Net Operating -4296 - - -  Unusual Expense (Income) - - -4421 -11376  Other Operating Expenses, Total -450279 -1183 -5002 -3021","Selling/General/Admin. Expenses, Total 1147981 1013674 953602 1017075  Research & Development 212300 - - -  Depreciation / Amortization 238855 - - -  Interest Expense (Income) - Net Operating -4296 - - -  Unusual Expense (Income) - - -4421 -11376  Other Operating Expenses, Total -450279 -1183 -5002 -3021","Selling/General/Admin. Expenses, Total 1147981 1013674 953602 1017075  Research & Development 212300 - - -  Depreciation / Amortization 238855 - - -  Interest Expense (Income) - Net Operating -4296 - - -  Unusual Expense (Income) - - -4421 -11376  Other Operating Expenses, Total -450279 -1183 -5002 -3021"
"Selling/General/Admin. Expenses, Total",1147981,1013674,953602,1017075
Research & Development,212300,-,-,-
Depreciation / Amortization,238855,-,-,-
Interest Expense (Income) - Net Operating,-4296,-,-,-
Unusual Expense (Income),-,-,-4421,-11376
"Other Operating Expenses, Total",-450279,-1183,-5002,-3021
Operating Income,262352,252051,230195,259661
"Interest Income (Expense), Net Non-Operating",-,27642,28559,22325
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",-29827,-,-,-
Net Income Before Taxes,292179,279693,258754,281986
Provision for Income Taxes,67235,61808,57071,48474
Net Income After Taxes,224944,217885,201683,233512
Minority Interest,124197,-14403,-8551,-11678
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,213908,203482,193132,221834
Total Extraordinary Items,-,-,-,-
Net Income,213908,203482,193132,221834
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,213908,203482,193132,221834
Dilution Adjustment,-9.82,-,-,-
Diluted Net Income,213917.82,203482,193132,221834
Diluted Weighted Average Shares,2111.73,2132.75,2145.24,2145.09
Diluted EPS Excluding Extraordinary Items,101.3,95.41,90.03,103.41
DPS - Common Stock Primary Issue,40,40,36,40
Diluted Normalized EPS,81.25,95.41,88.42,99.02
