Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,288867,258083,231483,322170
"Revenue 288867 258083 231483 322170  Other Revenue, Total - - - -","Revenue 288867 258083 231483 322170  Other Revenue, Total - - - -","Revenue 288867 258083 231483 322170  Other Revenue, Total - - - -","Revenue 288867 258083 231483 322170  Other Revenue, Total - - - -","Revenue 288867 258083 231483 322170  Other Revenue, Total - - - -"
Revenue,288867,258083,231483,322170
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",266988,248367,213313,285996
Gross Profit,21879,9716,18170,36174
Total Operating Expenses,283759,264263,228155,301993
"Selling/General/Admin. Expenses, Total 16771 15794 14620 15858  Research & Development - - - -  Depreciation / Amortization 1203 - - -  Interest Expense (Income) - Net Operating -140 - - -  Unusual Expense (Income) - 102 221 138  Other Operating Expenses, Total -1063 - 1 1","Selling/General/Admin. Expenses, Total 16771 15794 14620 15858  Research & Development - - - -  Depreciation / Amortization 1203 - - -  Interest Expense (Income) - Net Operating -140 - - -  Unusual Expense (Income) - 102 221 138  Other Operating Expenses, Total -1063 - 1 1","Selling/General/Admin. Expenses, Total 16771 15794 14620 15858  Research & Development - - - -  Depreciation / Amortization 1203 - - -  Interest Expense (Income) - Net Operating -140 - - -  Unusual Expense (Income) - 102 221 138  Other Operating Expenses, Total -1063 - 1 1","Selling/General/Admin. Expenses, Total 16771 15794 14620 15858  Research & Development - - - -  Depreciation / Amortization 1203 - - -  Interest Expense (Income) - Net Operating -140 - - -  Unusual Expense (Income) - 102 221 138  Other Operating Expenses, Total -1063 - 1 1","Selling/General/Admin. Expenses, Total 16771 15794 14620 15858  Research & Development - - - -  Depreciation / Amortization 1203 - - -  Interest Expense (Income) - Net Operating -140 - - -  Unusual Expense (Income) - 102 221 138  Other Operating Expenses, Total -1063 - 1 1"
"Selling/General/Admin. Expenses, Total",16771,15794,14620,15858
Research & Development,-,-,-,-
Depreciation / Amortization,1203,-,-,-
Interest Expense (Income) - Net Operating,-140,-,-,-
Unusual Expense (Income),-,102,221,138
"Other Operating Expenses, Total",-1063,-,1,1
Operating Income,5108,-6180,3328,20177
"Interest Income (Expense), Net Non-Operating",-,1060,1425,1640
Gain (Loss) on Sale of Assets,2738,418,-,-
"Other, Net",-5340,-162,-82,14
Net Income Before Taxes,7710,-4864,4671,21831
Provision for Income Taxes,2271,2537,1984,6793
Net Income After Taxes,5439,-7401,2687,15038
Minority Interest,771,-56,-39,-134
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,5245,-7457,2648,14904
Total Extraordinary Items,-,-,-,-
Net Income,5245,-7457,2648,14904
Total Adjustments to Net Income,-,-2,-1,-1
Income Available to Common Excluding Extraordinary Items,5245,-7459,2647,14903
Dilution Adjustment,-,-,-,-
Diluted Net Income,5245,-7459,2647,14903
Diluted Weighted Average Shares,104.93,104.97,106.09,106.61
Diluted EPS Excluding Extraordinary Items,49.98,-71.06,24.95,139.79
DPS - Common Stock Primary Issue,-,25,10,30
Diluted Normalized EPS,28.04,-72.63,26.32,140.68
