Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,177109,167759,158542,165780
"Revenue 177109 167759 158542 165780  Other Revenue, Total - - - -","Revenue 177109 167759 158542 165780  Other Revenue, Total - - - -","Revenue 177109 167759 158542 165780  Other Revenue, Total - - - -","Revenue 177109 167759 158542 165780  Other Revenue, Total - - - -","Revenue 177109 167759 158542 165780  Other Revenue, Total - - - -"
Revenue,177109,167759,158542,165780
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",131465,116613,106438,110997
Gross Profit,45644,51146,52104,54783
Total Operating Expenses,179688,164634,148313,153314
"Selling/General/Admin. Expenses, Total 42897 42193 37504 37619  Research & Development 1545 2103 1580 2031  Depreciation / Amortization 9817 4337 4153 4267  Interest Expense (Income) - Net Operating -1070 - - -  Unusual Expense (Income) - 329 -399 -508  Other Operating Expenses, Total -4966 -941 -963 -1092","Selling/General/Admin. Expenses, Total 42897 42193 37504 37619  Research & Development 1545 2103 1580 2031  Depreciation / Amortization 9817 4337 4153 4267  Interest Expense (Income) - Net Operating -1070 - - -  Unusual Expense (Income) - 329 -399 -508  Other Operating Expenses, Total -4966 -941 -963 -1092","Selling/General/Admin. Expenses, Total 42897 42193 37504 37619  Research & Development 1545 2103 1580 2031  Depreciation / Amortization 9817 4337 4153 4267  Interest Expense (Income) - Net Operating -1070 - - -  Unusual Expense (Income) - 329 -399 -508  Other Operating Expenses, Total -4966 -941 -963 -1092","Selling/General/Admin. Expenses, Total 42897 42193 37504 37619  Research & Development 1545 2103 1580 2031  Depreciation / Amortization 9817 4337 4153 4267  Interest Expense (Income) - Net Operating -1070 - - -  Unusual Expense (Income) - 329 -399 -508  Other Operating Expenses, Total -4966 -941 -963 -1092","Selling/General/Admin. Expenses, Total 42897 42193 37504 37619  Research & Development 1545 2103 1580 2031  Depreciation / Amortization 9817 4337 4153 4267  Interest Expense (Income) - Net Operating -1070 - - -  Unusual Expense (Income) - 329 -399 -508  Other Operating Expenses, Total -4966 -941 -963 -1092"
"Selling/General/Admin. Expenses, Total",42897,42193,37504,37619
Research & Development,1545,2103,1580,2031
Depreciation / Amortization,9817,4337,4153,4267
Interest Expense (Income) - Net Operating,-1070,-,-,-
Unusual Expense (Income),-,329,-399,-508
"Other Operating Expenses, Total",-4966,-941,-963,-1092
Operating Income,-2579,3125,10229,12466
"Interest Income (Expense), Net Non-Operating",-,749,-1221,-1208
Gain (Loss) on Sale of Assets,36321,-,-,-
"Other, Net",-71582,78,37,123
Net Income Before Taxes,32682,3952,9045,11381
Provision for Income Taxes,18835,3578,2320,4345
Net Income After Taxes,13847,374,6725,7036
Minority Interest,1537,-152,-165,-221
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,13639,222,6560,6815
Total Extraordinary Items,-,-,-,-
Net Income,13639,222,6560,6815
Total Adjustments to Net Income,-,-1,-,-2
Income Available to Common Excluding Extraordinary Items,13639,221,6560,6813
Dilution Adjustment,-0.08,-,-,-
Diluted Net Income,13639.08,221,6560,6813
Diluted Weighted Average Shares,69.94,71.33,71.33,71.33
Diluted EPS Excluding Extraordinary Items,195,3.1,91.96,95.52
DPS - Common Stock Primary Issue,25,20,20,20
Diluted Normalized EPS,-35.49,6.1,87.8,91.11
