Period Ending:,202331/01,202231/01,202131/01,202031/01
Total Revenue,32505,27207.4,25672.84,29523.3
"Revenue 32505 27207.4 25672.84 29523.3  Other Revenue, Total - - - -","Revenue 32505 27207.4 25672.84 29523.3  Other Revenue, Total - - - -","Revenue 32505 27207.4 25672.84 29523.3  Other Revenue, Total - - - -","Revenue 32505 27207.4 25672.84 29523.3  Other Revenue, Total - - - -","Revenue 32505 27207.4 25672.84 29523.3  Other Revenue, Total - - - -"
Revenue,32505,27207.4,25672.84,29523.3
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",15553,13950.66,13552.61,15237.7
Gross Profit,16952,13256.75,12120.23,14285.59
Total Operating Expenses,30082,25510.43,25085.97,27885.17
"Selling/General/Admin. Expenses, Total 14529 10648.41 10722.94 11939.93  Research & Development 358 378.06 366.56 398.03  Depreciation / Amortization 759 217.44 279.4 273.33  Interest Expense (Income) - Net Operating -24 - - -  Unusual Expense (Income) - 315.87 164.47 36.17  Other Operating Expenses, Total -1093 - - -","Selling/General/Admin. Expenses, Total 14529 10648.41 10722.94 11939.93  Research & Development 358 378.06 366.56 398.03  Depreciation / Amortization 759 217.44 279.4 273.33  Interest Expense (Income) - Net Operating -24 - - -  Unusual Expense (Income) - 315.87 164.47 36.17  Other Operating Expenses, Total -1093 - - -","Selling/General/Admin. Expenses, Total 14529 10648.41 10722.94 11939.93  Research & Development 358 378.06 366.56 398.03  Depreciation / Amortization 759 217.44 279.4 273.33  Interest Expense (Income) - Net Operating -24 - - -  Unusual Expense (Income) - 315.87 164.47 36.17  Other Operating Expenses, Total -1093 - - -","Selling/General/Admin. Expenses, Total 14529 10648.41 10722.94 11939.93  Research & Development 358 378.06 366.56 398.03  Depreciation / Amortization 759 217.44 279.4 273.33  Interest Expense (Income) - Net Operating -24 - - -  Unusual Expense (Income) - 315.87 164.47 36.17  Other Operating Expenses, Total -1093 - - -","Selling/General/Admin. Expenses, Total 14529 10648.41 10722.94 11939.93  Research & Development 358 378.06 366.56 398.03  Depreciation / Amortization 759 217.44 279.4 273.33  Interest Expense (Income) - Net Operating -24 - - -  Unusual Expense (Income) - 315.87 164.47 36.17  Other Operating Expenses, Total -1093 - - -"
"Selling/General/Admin. Expenses, Total",14529,10648.41,10722.94,11939.93
Research & Development,358,378.06,366.56,398.03
Depreciation / Amortization,759,217.44,279.4,273.33
Interest Expense (Income) - Net Operating,-24,-,-,-
Unusual Expense (Income),-,315.87,164.47,36.17
"Other Operating Expenses, Total",-1093,-,-,-
Operating Income,2423,1696.97,586.87,1638.13
"Interest Income (Expense), Net Non-Operating",-,-11.78,-2.5,21.25
Gain (Loss) on Sale of Assets,-20,-46.65,-26.8,-
"Other, Net",-151,102.12,103.2,26.12
Net Income Before Taxes,2594,1740.66,660.76,1685.5
Provision for Income Taxes,891,711.83,308.58,589.57
Net Income After Taxes,1703,1028.84,352.18,1095.92
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1703,1028.84,352.18,1095.92
Total Extraordinary Items,-,-,-,-
Net Income,1703,1028.84,352.18,1095.92
Total Adjustments to Net Income,-,-0,-0,-
Income Available to Common Excluding Extraordinary Items,1703,1028.84,352.18,1095.92
Dilution Adjustment,-,-,-,-
Diluted Net Income,1703,1028.84,352.18,1095.92
Diluted Weighted Average Shares,7.04,7.03,7.03,7.08
Diluted EPS Excluding Extraordinary Items,242.04,146.29,50.08,154.8
DPS - Common Stock Primary Issue,65,45,30,50
Diluted Normalized EPS,232.29,176.75,64.58,158.13
