Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,115176,113476,100061,71040.91
"Revenue 115176 113476 100061 71040.91  Other Revenue, Total - - - -","Revenue 115176 113476 100061 71040.91  Other Revenue, Total - - - -","Revenue 115176 113476 100061 71040.91  Other Revenue, Total - - - -","Revenue 115176 113476 100061 71040.91  Other Revenue, Total - - - -","Revenue 115176 113476 100061 71040.91  Other Revenue, Total - - - -"
Revenue,115176,113476,100061,71040.91
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",59740,58921,49439,37222.98
Gross Profit,55436,54555,50622,33817.93
Total Operating Expenses,111820,109304,92601,68651.37
"Selling/General/Admin. Expenses, Total 52080 50234 42938 31350.67  Research & Development - - - -  Depreciation / Amortization 1985 1465 837 -  Interest Expense (Income) - Net Operating -125 -93 -24 -  Unusual Expense (Income) - -205 46 77.72  Other Operating Expenses, Total -1860 -1223 -589 -","Selling/General/Admin. Expenses, Total 52080 50234 42938 31350.67  Research & Development - - - -  Depreciation / Amortization 1985 1465 837 -  Interest Expense (Income) - Net Operating -125 -93 -24 -  Unusual Expense (Income) - -205 46 77.72  Other Operating Expenses, Total -1860 -1223 -589 -","Selling/General/Admin. Expenses, Total 52080 50234 42938 31350.67  Research & Development - - - -  Depreciation / Amortization 1985 1465 837 -  Interest Expense (Income) - Net Operating -125 -93 -24 -  Unusual Expense (Income) - -205 46 77.72  Other Operating Expenses, Total -1860 -1223 -589 -","Selling/General/Admin. Expenses, Total 52080 50234 42938 31350.67  Research & Development - - - -  Depreciation / Amortization 1985 1465 837 -  Interest Expense (Income) - Net Operating -125 -93 -24 -  Unusual Expense (Income) - -205 46 77.72  Other Operating Expenses, Total -1860 -1223 -589 -","Selling/General/Admin. Expenses, Total 52080 50234 42938 31350.67  Research & Development - - - -  Depreciation / Amortization 1985 1465 837 -  Interest Expense (Income) - Net Operating -125 -93 -24 -  Unusual Expense (Income) - -205 46 77.72  Other Operating Expenses, Total -1860 -1223 -589 -"
"Selling/General/Admin. Expenses, Total",52080,50234,42938,31350.67
Research & Development,-,-,-,-
Depreciation / Amortization,1985,1465,837,-
Interest Expense (Income) - Net Operating,-125,-93,-24,-
Unusual Expense (Income),-,-205,46,77.72
"Other Operating Expenses, Total",-1860,-1223,-589,-
Operating Income,3356,4172,7460,2389.54
"Interest Income (Expense), Net Non-Operating",-,-122,-488,-684.32
Gain (Loss) on Sale of Assets,-499,-3,-19,-
"Other, Net",1203,-183,487,42.64
Net Income Before Taxes,2652,4358,6992,1747.85
Provision for Income Taxes,1198,1700,2018,965.57
Net Income After Taxes,1454,2658,4974,782.29
Minority Interest,1542,1739,900,7.91
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1807,2727,5031,790.2
Total Extraordinary Items,-,-,-,-
Net Income,1807,2727,5031,790.2
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,1807,2727,5031,790.2
Dilution Adjustment,-,-0.552,0.004,-
Diluted Net Income,1807,2727.55,5031,790.2
Diluted Weighted Average Shares,36.56,36.56,37.68,34.31
Diluted EPS Excluding Extraordinary Items,49.43,74.6,133.52,23.03
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,63.77,72.78,118.15,38.8
