Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,39665,38846,37866,35151
"Revenue 39665 38846 37866 35151  Other Revenue, Total - - - -","Revenue 39665 38846 37866 35151  Other Revenue, Total - - - -","Revenue 39665 38846 37866 35151  Other Revenue, Total - - - -","Revenue 39665 38846 37866 35151  Other Revenue, Total - - - -","Revenue 39665 38846 37866 35151  Other Revenue, Total - - - -"
Revenue,39665,38846,37866,35151
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",29348,28346,27675,25512
Gross Profit,10317,10500,10191,9639
Total Operating Expenses,38636,36793,35574,33272
"Selling/General/Admin. Expenses, Total 9288 8447 7271 6955  Research & Development - - 392 379  Depreciation / Amortization 944 - 226 251  Interest Expense (Income) - Net Operating -77 - - -  Unusual Expense (Income) - - 10 174  Other Operating Expenses, Total -499 - - 1","Selling/General/Admin. Expenses, Total 9288 8447 7271 6955  Research & Development - - 392 379  Depreciation / Amortization 944 - 226 251  Interest Expense (Income) - Net Operating -77 - - -  Unusual Expense (Income) - - 10 174  Other Operating Expenses, Total -499 - - 1","Selling/General/Admin. Expenses, Total 9288 8447 7271 6955  Research & Development - - 392 379  Depreciation / Amortization 944 - 226 251  Interest Expense (Income) - Net Operating -77 - - -  Unusual Expense (Income) - - 10 174  Other Operating Expenses, Total -499 - - 1","Selling/General/Admin. Expenses, Total 9288 8447 7271 6955  Research & Development - - 392 379  Depreciation / Amortization 944 - 226 251  Interest Expense (Income) - Net Operating -77 - - -  Unusual Expense (Income) - - 10 174  Other Operating Expenses, Total -499 - - 1","Selling/General/Admin. Expenses, Total 9288 8447 7271 6955  Research & Development - - 392 379  Depreciation / Amortization 944 - 226 251  Interest Expense (Income) - Net Operating -77 - - -  Unusual Expense (Income) - - 10 174  Other Operating Expenses, Total -499 - - 1"
"Selling/General/Admin. Expenses, Total",9288,8447,7271,6955
Research & Development,-,-,392,379
Depreciation / Amortization,944,-,226,251
Interest Expense (Income) - Net Operating,-77,-,-,-
Unusual Expense (Income),-,-,10,174
"Other Operating Expenses, Total",-499,-,-,1
Operating Income,1029,2053,2292,1879
"Interest Income (Expense), Net Non-Operating",-,478,650,508
Gain (Loss) on Sale of Assets,564,-,-12,1
"Other, Net",-1228,68,115,52
Net Income Before Taxes,1693,2599,3045,2440
Provision for Income Taxes,751,985,963,852
Net Income After Taxes,942,1614,2082,1588
Minority Interest,-40,34,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1020,1648,2082,1588
Total Extraordinary Items,-,-,-,-
Net Income,1020,1648,2082,1588
Total Adjustments to Net Income,-,1,-,-
Income Available to Common Excluding Extraordinary Items,1020,1649,2082,1588
Dilution Adjustment,-,-,-,-
Diluted Net Income,1020,1649,2082,1588
Diluted Weighted Average Shares,38.26,38.22,38.35,38.59
Diluted EPS Excluding Extraordinary Items,26.66,43.15,54.29,41.15
DPS - Common Stock Primary Issue,30,30,33,20
Diluted Normalized EPS,22.65,43.52,54.68,44.07
