Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,68383,59532,55442.07,60426.74
"Revenue 68383 59532.83 55442.07 60426.74  Other Revenue, Total - - - -","Revenue 68383 59532.83 55442.07 60426.74  Other Revenue, Total - - - -","Revenue 68383 59532.83 55442.07 60426.74  Other Revenue, Total - - - -","Revenue 68383 59532.83 55442.07 60426.74  Other Revenue, Total - - - -","Revenue 68383 59532.83 55442.07 60426.74  Other Revenue, Total - - - -"
Revenue,68383,59532.83,55442.07,60426.74
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",18895,17384.58,15796.88,16643.61
Gross Profit,49488,42148.25,39645.19,43783.13
Total Operating Expenses,59368,53398.75,51628.06,56335.21
"Selling/General/Admin. Expenses, Total 40473 35782.19 30781.1 33354.06  Research & Development - - 5411.67 6342.73  Depreciation / Amortization 5431 - - -  Interest Expense (Income) - Net Operating -337 - - -  Unusual Expense (Income) - 231.98 -371.94 3.29  Other Operating Expenses, Total -5094 - 10.35 -8.49","Selling/General/Admin. Expenses, Total 40473 35782.19 30781.1 33354.06  Research & Development - - 5411.67 6342.73  Depreciation / Amortization 5431 - - -  Interest Expense (Income) - Net Operating -337 - - -  Unusual Expense (Income) - 231.98 -371.94 3.29  Other Operating Expenses, Total -5094 - 10.35 -8.49","Selling/General/Admin. Expenses, Total 40473 35782.19 30781.1 33354.06  Research & Development - - 5411.67 6342.73  Depreciation / Amortization 5431 - - -  Interest Expense (Income) - Net Operating -337 - - -  Unusual Expense (Income) - 231.98 -371.94 3.29  Other Operating Expenses, Total -5094 - 10.35 -8.49","Selling/General/Admin. Expenses, Total 40473 35782.19 30781.1 33354.06  Research & Development - - 5411.67 6342.73  Depreciation / Amortization 5431 - - -  Interest Expense (Income) - Net Operating -337 - - -  Unusual Expense (Income) - 231.98 -371.94 3.29  Other Operating Expenses, Total -5094 - 10.35 -8.49","Selling/General/Admin. Expenses, Total 40473 35782.19 30781.1 33354.06  Research & Development - - 5411.67 6342.73  Depreciation / Amortization 5431 - - -  Interest Expense (Income) - Net Operating -337 - - -  Unusual Expense (Income) - 231.98 -371.94 3.29  Other Operating Expenses, Total -5094 - 10.35 -8.49"
"Selling/General/Admin. Expenses, Total",40473,35782.19,30781.1,33354.06
Research & Development,-,-,5411.67,6342.73
Depreciation / Amortization,5431,-,-,-
Interest Expense (Income) - Net Operating,-337,-,-,-
Unusual Expense (Income),-,231.98,-371.94,3.29
"Other Operating Expenses, Total",-5094,-,10.35,-8.49
Operating Income,9015,6134.07,3814.01,4091.53
"Interest Income (Expense), Net Non-Operating",-,-421.41,69.43,-122.96
Gain (Loss) on Sale of Assets,20,3.51,0.81,-0.04
"Other, Net",1725,5.58,38.65,-48.25
Net Income Before Taxes,7270,5721.76,3922.91,3920.28
Provision for Income Taxes,1065,1746.97,791.41,981.47
Net Income After Taxes,6205,3974.8,3131.5,2938.81
Minority Interest,230,-13.61,-11.71,-13.44
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,6195,3961.19,3119.79,2925.38
Total Extraordinary Items,-,-,-,-
Net Income,6195,3961.19,3119.79,2925.38
Total Adjustments to Net Income,-,-0,-0,-
Income Available to Common Excluding Extraordinary Items,6195,3961.18,3119.78,2925.38
Dilution Adjustment,-,-,-,-
Diluted Net Income,6195,3961.18,3119.78,2925.38
Diluted Weighted Average Shares,44.17,45.14,46.07,46.71
Diluted EPS Excluding Extraordinary Items,140.24,87.76,67.72,62.62
DPS - Common Stock Primary Issue,40,35,34,34
Diluted Normalized EPS,106.98,106.77,76.18,77.42
