Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,170631,156769,115131,101191
"Revenue 170631 156769 115131 101191  Other Revenue, Total - - - -","Revenue 170631 156769 115131 101191  Other Revenue, Total - - - -","Revenue 170631 156769 115131 101191  Other Revenue, Total - - - -","Revenue 170631 156769 115131 101191  Other Revenue, Total - - - -","Revenue 170631 156769 115131 101191  Other Revenue, Total - - - -"
Revenue,170631,156769,115131,101191
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",137530,128998,93529,81184
Gross Profit,33101,27771,21602,20007
Total Operating Expenses,161712,150511,108158,94568
"Selling/General/Admin. Expenses, Total 22959 20288 13612 11403  Research & Development - - - -  Depreciation / Amortization 814 574 826 563  Interest Expense (Income) - Net Operating -110 -54 - -  Unusual Expense (Income) - 736 190 1417  Other Operating Expenses, Total 519 705 1 1","Selling/General/Admin. Expenses, Total 22959 20288 13612 11403  Research & Development - - - -  Depreciation / Amortization 814 574 826 563  Interest Expense (Income) - Net Operating -110 -54 - -  Unusual Expense (Income) - 736 190 1417  Other Operating Expenses, Total 519 705 1 1","Selling/General/Admin. Expenses, Total 22959 20288 13612 11403  Research & Development - - - -  Depreciation / Amortization 814 574 826 563  Interest Expense (Income) - Net Operating -110 -54 - -  Unusual Expense (Income) - 736 190 1417  Other Operating Expenses, Total 519 705 1 1","Selling/General/Admin. Expenses, Total 22959 20288 13612 11403  Research & Development - - - -  Depreciation / Amortization 814 574 826 563  Interest Expense (Income) - Net Operating -110 -54 - -  Unusual Expense (Income) - 736 190 1417  Other Operating Expenses, Total 519 705 1 1","Selling/General/Admin. Expenses, Total 22959 20288 13612 11403  Research & Development - - - -  Depreciation / Amortization 814 574 826 563  Interest Expense (Income) - Net Operating -110 -54 - -  Unusual Expense (Income) - 736 190 1417  Other Operating Expenses, Total 519 705 1 1"
"Selling/General/Admin. Expenses, Total",22959,20288,13612,11403
Research & Development,-,-,-,-
Depreciation / Amortization,814,574,826,563
Interest Expense (Income) - Net Operating,-110,-54,-,-
Unusual Expense (Income),-,736,190,1417
"Other Operating Expenses, Total",519,705,1,1
Operating Income,8919,6258,6973,6623
"Interest Income (Expense), Net Non-Operating",-,-237,-92,-11
Gain (Loss) on Sale of Assets,48,-271,-,8
"Other, Net",138,1295,119,85
Net Income Before Taxes,8733,5234,7000,6705
Provision for Income Taxes,4534,1924,2650,2166
Net Income After Taxes,4199,3310,4350,4539
Minority Interest,1014,882,-49,-29
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,3831,3140,4301,4510
Total Extraordinary Items,-,-,-,-
Net Income,3831,3140,4301,4510
Total Adjustments to Net Income,-,-,-2,-1
Income Available to Common Excluding Extraordinary Items,3831,3140,4299,4509
Dilution Adjustment,-0.293,-,-,-
Diluted Net Income,3831.29,3140,4299,4509
Diluted Weighted Average Shares,42.48,40.36,40.36,40.36
Diluted EPS Excluding Extraordinary Items,90.18,77.79,106.51,111.71
DPS - Common Stock Primary Issue,-,24,32,-
Diluted Normalized EPS,121.28,87.95,120.68,143.07
