Period Ending:,202331/01,202231/01,202131/01,202031/01
Total Revenue,10286,10340,10226.85,9436.16
"Revenue 10286 10340 10226.85 9436.16  Other Revenue, Total - - - -","Revenue 10286 10340 10226.85 9436.16  Other Revenue, Total - - - -","Revenue 10286 10340 10226.85 9436.16  Other Revenue, Total - - - -","Revenue 10286 10340 10226.85 9436.16  Other Revenue, Total - - - -","Revenue 10286 10340 10226.85 9436.16  Other Revenue, Total - - - -"
Revenue,10286,10340,10226.85,9436.16
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",4439,4333,4146.68,3270.6
Gross Profit,5847,6007,6080.18,6165.56
Total Operating Expenses,9500,9303,9282.55,7975.38
"Selling/General/Admin. Expenses, Total 4273 4201 4713.14 4380.88  Research & Development 18 13 - -  Depreciation / Amortization 70 70 335.37 261.9  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 31.31 87.36 62  Other Operating Expenses, Total 700 686 - -","Selling/General/Admin. Expenses, Total 4273 4201 4713.14 4380.88  Research & Development 18 13 - -  Depreciation / Amortization 70 70 335.37 261.9  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 31.31 87.36 62  Other Operating Expenses, Total 700 686 - -","Selling/General/Admin. Expenses, Total 4273 4201 4713.14 4380.88  Research & Development 18 13 - -  Depreciation / Amortization 70 70 335.37 261.9  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 31.31 87.36 62  Other Operating Expenses, Total 700 686 - -","Selling/General/Admin. Expenses, Total 4273 4201 4713.14 4380.88  Research & Development 18 13 - -  Depreciation / Amortization 70 70 335.37 261.9  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 31.31 87.36 62  Other Operating Expenses, Total 700 686 - -","Selling/General/Admin. Expenses, Total 4273 4201 4713.14 4380.88  Research & Development 18 13 - -  Depreciation / Amortization 70 70 335.37 261.9  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 31.31 87.36 62  Other Operating Expenses, Total 700 686 - -"
"Selling/General/Admin. Expenses, Total",4273,4201,4713.14,4380.88
Research & Development,18,13,-,-
Depreciation / Amortization,70,70,335.37,261.9
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,31.31,87.36,62
"Other Operating Expenses, Total",700,686,-,-
Operating Income,786,1037,944.31,1460.77
"Interest Income (Expense), Net Non-Operating",-,7.26,50.94,0.82
Gain (Loss) on Sale of Assets,-173,-,-,-
"Other, Net",364,-77,57.5,53.6
Net Income Before Taxes,595,1114,1052.74,1515.2
Provision for Income Taxes,341,467,441.68,587.94
Net Income After Taxes,254,647,611.07,927.26
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,254,647,611.07,927.26
Total Extraordinary Items,-,-,-,-
Net Income,254,647,611.07,927.26
Total Adjustments to Net Income,-,-,-0,-0
Income Available to Common Excluding Extraordinary Items,254,647,611.07,927.26
Dilution Adjustment,-0.782,-0.531,-,-
Diluted Net Income,254.78,647.53,611.07,927.26
Diluted Weighted Average Shares,10.37,10.51,10.75,10.93
Diluted EPS Excluding Extraordinary Items,24.57,61.63,56.86,84.82
DPS - Common Stock Primary Issue,30,30,30,28
Diluted Normalized EPS,53.82,68.11,85.95,112.24
