Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,43406,41401,38165,42572
"Revenue 43406 41401 38165 42572  Other Revenue, Total - - - -","Revenue 43406 41401 38165 42572  Other Revenue, Total - - - -","Revenue 43406 41401 38165 42572  Other Revenue, Total - - - -","Revenue 43406 41401 38165 42572  Other Revenue, Total - - - -","Revenue 43406 41401 38165 42572  Other Revenue, Total - - - -"
Revenue,43406,41401,38165,42572
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",37544,34650,31969,35802
Gross Profit,5862,6751,6196,6770
Total Operating Expenses,43426,40718,37728,41981
"Selling/General/Admin. Expenses, Total 5572 5754 5658 5917  Research & Development - 1051 - -  Depreciation / Amortization 1499 1491 281 259  Interest Expense (Income) - Net Operating -35 -33 - -  Unusual Expense (Income) - - -181 1  Other Operating Expenses, Total -1154 -2195 1 2","Selling/General/Admin. Expenses, Total 5572 5754 5658 5917  Research & Development - 1051 - -  Depreciation / Amortization 1499 1491 281 259  Interest Expense (Income) - Net Operating -35 -33 - -  Unusual Expense (Income) - - -181 1  Other Operating Expenses, Total -1154 -2195 1 2","Selling/General/Admin. Expenses, Total 5572 5754 5658 5917  Research & Development - 1051 - -  Depreciation / Amortization 1499 1491 281 259  Interest Expense (Income) - Net Operating -35 -33 - -  Unusual Expense (Income) - - -181 1  Other Operating Expenses, Total -1154 -2195 1 2","Selling/General/Admin. Expenses, Total 5572 5754 5658 5917  Research & Development - 1051 - -  Depreciation / Amortization 1499 1491 281 259  Interest Expense (Income) - Net Operating -35 -33 - -  Unusual Expense (Income) - - -181 1  Other Operating Expenses, Total -1154 -2195 1 2","Selling/General/Admin. Expenses, Total 5572 5754 5658 5917  Research & Development - 1051 - -  Depreciation / Amortization 1499 1491 281 259  Interest Expense (Income) - Net Operating -35 -33 - -  Unusual Expense (Income) - - -181 1  Other Operating Expenses, Total -1154 -2195 1 2"
"Selling/General/Admin. Expenses, Total",5572,5754,5658,5917
Research & Development,-,1051,-,-
Depreciation / Amortization,1499,1491,281,259
Interest Expense (Income) - Net Operating,-35,-33,-,-
Unusual Expense (Income),-,-,-181,1
"Other Operating Expenses, Total",-1154,-2195,1,2
Operating Income,-20,683,437,591
"Interest Income (Expense), Net Non-Operating",-,267,485,189
Gain (Loss) on Sale of Assets,4608,112,-84,8
"Other, Net",-7376,-372,51,42
Net Income Before Taxes,2748,943,889,830
Provision for Income Taxes,1082,223,282,168
Net Income After Taxes,1666,720,607,662
Minority Interest,171,147,-6,-5
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1645,725,601,657
Total Extraordinary Items,-,-,-,-
Net Income,1645,725,601,657
Total Adjustments to Net Income,-,-,-1,-1
Income Available to Common Excluding Extraordinary Items,1645,725,600,657
Dilution Adjustment,-,-,-,-
Diluted Net Income,1645,725,600,657
Diluted Weighted Average Shares,2.62,2.62,2.62,2.69
Diluted EPS Excluding Extraordinary Items,627.32,276.51,228.75,243.97
DPS - Common Stock Primary Issue,-,80,80,80
Diluted Normalized EPS,39.42,199.99,203.5,241.89
