Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,22677,20096,18992,18958.96
"Revenue 22677 20096 18992 18958.96  Other Revenue, Total - - - -","Revenue 22677 20096 18992 18958.96  Other Revenue, Total - - - -","Revenue 22677 20096 18992 18958.96  Other Revenue, Total - - - -","Revenue 22677 20096 18992 18958.96  Other Revenue, Total - - - -","Revenue 22677 20096 18992 18958.96  Other Revenue, Total - - - -"
Revenue,22677,20096,18992,18958.96
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",17401,15260,13867,13698.31
Gross Profit,5276,4836,5125,5260.65
Total Operating Expenses,20863,18491,17556,17467.73
"Selling/General/Admin. Expenses, Total 3462 3072 3462 3506.44  Research & Development - 72 72 66.94  Depreciation / Amortization 135 133 197 196.03  Interest Expense (Income) - Net Operating -22 -15 -15 -  Unusual Expense (Income) - -67.33 131.34 -  Other Operating Expenses, Total -21 -31 -27 -","Selling/General/Admin. Expenses, Total 3462 3072 3462 3506.44  Research & Development - 72 72 66.94  Depreciation / Amortization 135 133 197 196.03  Interest Expense (Income) - Net Operating -22 -15 -15 -  Unusual Expense (Income) - -67.33 131.34 -  Other Operating Expenses, Total -21 -31 -27 -","Selling/General/Admin. Expenses, Total 3462 3072 3462 3506.44  Research & Development - 72 72 66.94  Depreciation / Amortization 135 133 197 196.03  Interest Expense (Income) - Net Operating -22 -15 -15 -  Unusual Expense (Income) - -67.33 131.34 -  Other Operating Expenses, Total -21 -31 -27 -","Selling/General/Admin. Expenses, Total 3462 3072 3462 3506.44  Research & Development - 72 72 66.94  Depreciation / Amortization 135 133 197 196.03  Interest Expense (Income) - Net Operating -22 -15 -15 -  Unusual Expense (Income) - -67.33 131.34 -  Other Operating Expenses, Total -21 -31 -27 -","Selling/General/Admin. Expenses, Total 3462 3072 3462 3506.44  Research & Development - 72 72 66.94  Depreciation / Amortization 135 133 197 196.03  Interest Expense (Income) - Net Operating -22 -15 -15 -  Unusual Expense (Income) - -67.33 131.34 -  Other Operating Expenses, Total -21 -31 -27 -"
"Selling/General/Admin. Expenses, Total",3462,3072,3462,3506.44
Research & Development,-,72,72,66.94
Depreciation / Amortization,135,133,197,196.03
Interest Expense (Income) - Net Operating,-22,-15,-15,-
Unusual Expense (Income),-,-67.33,131.34,-
"Other Operating Expenses, Total",-21,-31,-27,-
Operating Income,1814,1605,1436,1491.23
"Interest Income (Expense), Net Non-Operating",-,283.45,297.95,123.21
Gain (Loss) on Sale of Assets,4,5,-0.06,-
"Other, Net",-302,-389,-204,14.84
Net Income Before Taxes,2112,1989,1640,1629.29
Provision for Income Taxes,464,271,445,440.6
Net Income After Taxes,1648,1718,1195,1188.69
Minority Interest,63,-42,-121,8.39
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1672,1614,1198,1197.08
Total Extraordinary Items,-,-,-,-
Net Income,1672,1614,1198,1197.08
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,1672,1614,1198,1197.08
Dilution Adjustment,-,-,-,-
Diluted Net Income,1672,1614,1198,1197.08
Diluted Weighted Average Shares,26.85,26.85,26.85,26.85
Diluted EPS Excluding Extraordinary Items,62.27,60.11,44.61,44.58
DPS - Common Stock Primary Issue,17,11,11,11
Diluted Normalized EPS,50.29,40.75,41.33,48.6
