Period Ending:,202231/05,202131/05,202031/05,201931/05
Total Revenue,11876,8493.01,7106.15,6125.81
"Revenue 11876 8493.01 7106.15 6125.81  Other Revenue, Total - - - -","Revenue 11876 8493.01 7106.15 6125.81  Other Revenue, Total - - - -","Revenue 11876 8493.01 7106.15 6125.81  Other Revenue, Total - - - -","Revenue 11876 8493.01 7106.15 6125.81  Other Revenue, Total - - - -","Revenue 11876 8493.01 7106.15 6125.81  Other Revenue, Total - - - -"
Revenue,11876,8493.01,7106.15,6125.81
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",6478,1864.45,1611.29,972.48
Gross Profit,5398,6628.56,5494.85,5153.33
Total Operating Expenses,11145,7821.31,6975.14,6013.56
"Selling/General/Admin. Expenses, Total 4608 5800.45 5171.92 4775.18  Research & Development 8 129.75 51.82 3.21  Depreciation / Amortization 12 26.44 100.71 6.78  Interest Expense (Income) - Net Operating -1 - - -  Unusual Expense (Income) - 0.21 39.39 255.9  Other Operating Expenses, Total 40 - - -","Selling/General/Admin. Expenses, Total 4608 5800.45 5171.92 4775.18  Research & Development 8 129.75 51.82 3.21  Depreciation / Amortization 12 26.44 100.71 6.78  Interest Expense (Income) - Net Operating -1 - - -  Unusual Expense (Income) - 0.21 39.39 255.9  Other Operating Expenses, Total 40 - - -","Selling/General/Admin. Expenses, Total 4608 5800.45 5171.92 4775.18  Research & Development 8 129.75 51.82 3.21  Depreciation / Amortization 12 26.44 100.71 6.78  Interest Expense (Income) - Net Operating -1 - - -  Unusual Expense (Income) - 0.21 39.39 255.9  Other Operating Expenses, Total 40 - - -","Selling/General/Admin. Expenses, Total 4608 5800.45 5171.92 4775.18  Research & Development 8 129.75 51.82 3.21  Depreciation / Amortization 12 26.44 100.71 6.78  Interest Expense (Income) - Net Operating -1 - - -  Unusual Expense (Income) - 0.21 39.39 255.9  Other Operating Expenses, Total 40 - - -","Selling/General/Admin. Expenses, Total 4608 5800.45 5171.92 4775.18  Research & Development 8 129.75 51.82 3.21  Depreciation / Amortization 12 26.44 100.71 6.78  Interest Expense (Income) - Net Operating -1 - - -  Unusual Expense (Income) - 0.21 39.39 255.9  Other Operating Expenses, Total 40 - - -"
"Selling/General/Admin. Expenses, Total",4608,5800.45,5171.92,4775.18
Research & Development,8,129.75,51.82,3.21
Depreciation / Amortization,12,26.44,100.71,6.78
Interest Expense (Income) - Net Operating,-1,-,-,-
Unusual Expense (Income),-,0.21,39.39,255.9
"Other Operating Expenses, Total",40,-,-,-
Operating Income,731,671.7,131.01,112.25
"Interest Income (Expense), Net Non-Operating",-,-0.75,-1.43,-1.38
Gain (Loss) on Sale of Assets,-9,-,-0.03,0.01
"Other, Net",39,7.94,5.45,0.53
Net Income Before Taxes,701,678.89,135,111.41
Provision for Income Taxes,301,253.96,38.62,105.28
Net Income After Taxes,400,424.93,96.37,6.13
Minority Interest,20,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,400,424.93,96.37,6.13
Total Extraordinary Items,-,-,-,-
Net Income,400,424.93,96.37,6.13
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,400,424.93,96.37,6.13
Dilution Adjustment,-0.533,-,-,-
Diluted Net Income,400.53,424.93,96.37,6.13
Diluted Weighted Average Shares,4.62,3.84,4.59,4.59
Diluted EPS Excluding Extraordinary Items,86.68,110.75,21.01,1.34
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,96.3,112.2,27.84,37.6
