Period Ending:,202328/02,202228/02,202128/02,202029/02
Total Revenue,4486,4817,4258.76,4554.21
"Revenue 4486 4817 4258.76 4554.21  Other Revenue, Total - - - -","Revenue 4486 4817 4258.76 4554.21  Other Revenue, Total - - - -","Revenue 4486 4817 4258.76 4554.21  Other Revenue, Total - - - -","Revenue 4486 4817 4258.76 4554.21  Other Revenue, Total - - - -","Revenue 4486 4817 4258.76 4554.21  Other Revenue, Total - - - -"
Revenue,4486,4817,4258.76,4554.21
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",2910,3133,2848.98,2798.56
Gross Profit,1576,1684,1409.78,1755.65
Total Operating Expenses,4079,4230,3842.13,3892.99
"Selling/General/Admin. Expenses, Total 1127 1025 959.43 1041.38  Research & Development 28 62 23.47 47.24  Depreciation / Amortization 227 203 10.25 5.8  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 35.8 - -  Other Operating Expenses, Total -213 -193 - -","Selling/General/Admin. Expenses, Total 1127 1025 959.43 1041.38  Research & Development 28 62 23.47 47.24  Depreciation / Amortization 227 203 10.25 5.8  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 35.8 - -  Other Operating Expenses, Total -213 -193 - -","Selling/General/Admin. Expenses, Total 1127 1025 959.43 1041.38  Research & Development 28 62 23.47 47.24  Depreciation / Amortization 227 203 10.25 5.8  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 35.8 - -  Other Operating Expenses, Total -213 -193 - -","Selling/General/Admin. Expenses, Total 1127 1025 959.43 1041.38  Research & Development 28 62 23.47 47.24  Depreciation / Amortization 227 203 10.25 5.8  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 35.8 - -  Other Operating Expenses, Total -213 -193 - -","Selling/General/Admin. Expenses, Total 1127 1025 959.43 1041.38  Research & Development 28 62 23.47 47.24  Depreciation / Amortization 227 203 10.25 5.8  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 35.8 - -  Other Operating Expenses, Total -213 -193 - -"
"Selling/General/Admin. Expenses, Total",1127,1025,959.43,1041.38
Research & Development,28,62,23.47,47.24
Depreciation / Amortization,227,203,10.25,5.8
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,35.8,-,-
"Other Operating Expenses, Total",-213,-193,-,-
Operating Income,407,587,416.63,661.23
"Interest Income (Expense), Net Non-Operating",-,1.14,1.22,1.04
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",-8,34,5.93,2.41
Net Income Before Taxes,415,553,423.78,664.68
Provision for Income Taxes,135,162,130.72,206.12
Net Income After Taxes,280,391,293.06,458.56
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,280,391,293.06,458.56
Total Extraordinary Items,-,-,-,-
Net Income,280,391,293.06,458.56
Total Adjustments to Net Income,-,-,-0,-0
Income Available to Common Excluding Extraordinary Items,280,391,293.06,458.56
Dilution Adjustment,-,-,-,-
Diluted Net Income,280,391,293.06,458.56
Diluted Weighted Average Shares,10.93,11.01,11.01,11.02
Diluted EPS Excluding Extraordinary Items,25.61,35.5,26.62,41.62
DPS - Common Stock Primary Issue,-,11,8,13
Diluted Normalized EPS,23.72,33.36,26.62,41.62
