Period Ending:,202231/08,202131/08,202031/08,201931/08
Total Revenue,1165,1461.35,1201.08,1042.78
"Revenue 1165 1461.35 1201.08 1042.78  Other Revenue, Total - - - -","Revenue 1165 1461.35 1201.08 1042.78  Other Revenue, Total - - - -","Revenue 1165 1461.35 1201.08 1042.78  Other Revenue, Total - - - -","Revenue 1165 1461.35 1201.08 1042.78  Other Revenue, Total - - - -","Revenue 1165 1461.35 1201.08 1042.78  Other Revenue, Total - - - -"
Revenue,1165,1461.35,1201.08,1042.78
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",418,434.71,427.62,395.69
Gross Profit,747,1026.64,773.45,647.09
Total Operating Expenses,1326,1156.34,1064.18,948.98
"Selling/General/Admin. Expenses, Total 908 707.53 624.79 530.6  Research & Development - - - -  Depreciation / Amortization 37 13.51 11.77 10.58  Interest Expense (Income) - Net Operating -19 - - -  Unusual Expense (Income) - 0.59 - 12.11  Other Operating Expenses, Total -18 - - -","Selling/General/Admin. Expenses, Total 908 707.53 624.79 530.6  Research & Development - - - -  Depreciation / Amortization 37 13.51 11.77 10.58  Interest Expense (Income) - Net Operating -19 - - -  Unusual Expense (Income) - 0.59 - 12.11  Other Operating Expenses, Total -18 - - -","Selling/General/Admin. Expenses, Total 908 707.53 624.79 530.6  Research & Development - - - -  Depreciation / Amortization 37 13.51 11.77 10.58  Interest Expense (Income) - Net Operating -19 - - -  Unusual Expense (Income) - 0.59 - 12.11  Other Operating Expenses, Total -18 - - -","Selling/General/Admin. Expenses, Total 908 707.53 624.79 530.6  Research & Development - - - -  Depreciation / Amortization 37 13.51 11.77 10.58  Interest Expense (Income) - Net Operating -19 - - -  Unusual Expense (Income) - 0.59 - 12.11  Other Operating Expenses, Total -18 - - -","Selling/General/Admin. Expenses, Total 908 707.53 624.79 530.6  Research & Development - - - -  Depreciation / Amortization 37 13.51 11.77 10.58  Interest Expense (Income) - Net Operating -19 - - -  Unusual Expense (Income) - 0.59 - 12.11  Other Operating Expenses, Total -18 - - -"
"Selling/General/Admin. Expenses, Total",908,707.53,624.79,530.6
Research & Development,-,-,-,-
Depreciation / Amortization,37,13.51,11.77,10.58
Interest Expense (Income) - Net Operating,-19,-,-,-
Unusual Expense (Income),-,0.59,-,12.11
"Other Operating Expenses, Total",-18,-,-,-
Operating Income,-161,305.02,136.89,93.8
"Interest Income (Expense), Net Non-Operating",-,-1.6,-1.38,-1.02
Gain (Loss) on Sale of Assets,-79,-,-,-
"Other, Net",1719,-23.95,6.32,6.95
Net Income Before Taxes,-1801,279.47,141.83,99.74
Provision for Income Taxes,33,50.26,-2.13,-15.05
Net Income After Taxes,-1834,229.21,143.96,114.79
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-1834,229.21,143.96,114.79
Total Extraordinary Items,-,-,-,-
Net Income,-1834,229.21,143.96,114.79
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,-1834,229.21,143.96,114.79
Dilution Adjustment,-,-,-,-
Diluted Net Income,-1834,229.21,143.96,114.79
Diluted Weighted Average Shares,7.28,6.76,5.69,5.69
Diluted EPS Excluding Extraordinary Items,-252.03,33.92,25.32,20.19
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,-129.35,34,25.32,22.7
