Period Ending:,202230/06,202130/06,202030/06,201930/06
Total Revenue,5032,4819.36,4266.55,5408.64
"Revenue 5032 4819.36 4266.55 5408.64  Other Revenue, Total - - - -","Revenue 5032 4819.36 4266.55 5408.64  Other Revenue, Total - - - -","Revenue 5032 4819.36 4266.55 5408.64  Other Revenue, Total - - - -","Revenue 5032 4819.36 4266.55 5408.64  Other Revenue, Total - - - -","Revenue 5032 4819.36 4266.55 5408.64  Other Revenue, Total - - - -"
Revenue,5032,4819.36,4266.55,5408.64
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",3921,3717.28,3173.51,4058.56
Gross Profit,1111,1102.07,1093.04,1350.07
Total Operating Expenses,4519,4278.31,3934.23,5086.79
"Selling/General/Admin. Expenses, Total 598 559.48 599.02 773.54  Research & Development 25 1.54 13.2 -  Depreciation / Amortization 87 - - -  Interest Expense (Income) - Net Operating -20 - - -  Unusual Expense (Income) - - 148.5 254.69  Other Operating Expenses, Total -92 - - -","Selling/General/Admin. Expenses, Total 598 559.48 599.02 773.54  Research & Development 25 1.54 13.2 -  Depreciation / Amortization 87 - - -  Interest Expense (Income) - Net Operating -20 - - -  Unusual Expense (Income) - - 148.5 254.69  Other Operating Expenses, Total -92 - - -","Selling/General/Admin. Expenses, Total 598 559.48 599.02 773.54  Research & Development 25 1.54 13.2 -  Depreciation / Amortization 87 - - -  Interest Expense (Income) - Net Operating -20 - - -  Unusual Expense (Income) - - 148.5 254.69  Other Operating Expenses, Total -92 - - -","Selling/General/Admin. Expenses, Total 598 559.48 599.02 773.54  Research & Development 25 1.54 13.2 -  Depreciation / Amortization 87 - - -  Interest Expense (Income) - Net Operating -20 - - -  Unusual Expense (Income) - - 148.5 254.69  Other Operating Expenses, Total -92 - - -","Selling/General/Admin. Expenses, Total 598 559.48 599.02 773.54  Research & Development 25 1.54 13.2 -  Depreciation / Amortization 87 - - -  Interest Expense (Income) - Net Operating -20 - - -  Unusual Expense (Income) - - 148.5 254.69  Other Operating Expenses, Total -92 - - -"
"Selling/General/Admin. Expenses, Total",598,559.48,599.02,773.54
Research & Development,25,1.54,13.2,-
Depreciation / Amortization,87,-,-,-
Interest Expense (Income) - Net Operating,-20,-,-,-
Unusual Expense (Income),-,-,148.5,254.69
"Other Operating Expenses, Total",-92,-,-,-
Operating Income,513,541.05,332.32,321.84
"Interest Income (Expense), Net Non-Operating",-,-12.05,-26.44,-51.15
Gain (Loss) on Sale of Assets,-30,5.66,24.73,-
"Other, Net",-131,12.14,20.12,29.3
Net Income Before Taxes,674,546.8,350.73,299.99
Provision for Income Taxes,86,54.51,24.55,57.02
Net Income After Taxes,588,492.3,326.19,242.97
Minority Interest,-,-,-,-82.73
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,588,492.3,326.19,160.24
Total Extraordinary Items,-,-,-,-
Net Income,588,492.3,326.19,160.24
Total Adjustments to Net Income,-,-,-0,-0
Income Available to Common Excluding Extraordinary Items,588,492.3,326.18,160.24
Dilution Adjustment,-,-,-,-
Diluted Net Income,588,492.3,326.18,160.24
Diluted Weighted Average Shares,7.06,7.22,7.65,7.47
Diluted EPS Excluding Extraordinary Items,83.29,68.22,42.66,21.46
DPS - Common Stock Primary Issue,6,5,-,-
Diluted Normalized EPS,62.32,67.52,57.71,49.08
