Period Ending:,202231/10,202131/10,202031/10,201931/10
Total Revenue,22932,21169,19770.96,17584.87
"Revenue 22932 21169.04 19770.96 17584.87  Other Revenue, Total - - - -","Revenue 22932 21169.04 19770.96 17584.87  Other Revenue, Total - - - -","Revenue 22932 21169.04 19770.96 17584.87  Other Revenue, Total - - - -","Revenue 22932 21169.04 19770.96 17584.87  Other Revenue, Total - - - -","Revenue 22932 21169.04 19770.96 17584.87  Other Revenue, Total - - - -"
Revenue,22932,21169.04,19770.96,17584.87
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",17792,16284.43,14965.52,13446.55
Gross Profit,5140,4884.61,4805.44,4138.32
Total Operating Expenses,22472,20403.98,18794.88,16807.94
"Selling/General/Admin. Expenses, Total 4680 3980.74 3803.13 3354.02  Research & Development - - - -  Depreciation / Amortization 409 - - -  Interest Expense (Income) - Net Operating -22 - - -  Unusual Expense (Income) - 138.8 26.23 7.37  Other Operating Expenses, Total -387 - - -","Selling/General/Admin. Expenses, Total 4680 3980.74 3803.13 3354.02  Research & Development - - - -  Depreciation / Amortization 409 - - -  Interest Expense (Income) - Net Operating -22 - - -  Unusual Expense (Income) - 138.8 26.23 7.37  Other Operating Expenses, Total -387 - - -","Selling/General/Admin. Expenses, Total 4680 3980.74 3803.13 3354.02  Research & Development - - - -  Depreciation / Amortization 409 - - -  Interest Expense (Income) - Net Operating -22 - - -  Unusual Expense (Income) - 138.8 26.23 7.37  Other Operating Expenses, Total -387 - - -","Selling/General/Admin. Expenses, Total 4680 3980.74 3803.13 3354.02  Research & Development - - - -  Depreciation / Amortization 409 - - -  Interest Expense (Income) - Net Operating -22 - - -  Unusual Expense (Income) - 138.8 26.23 7.37  Other Operating Expenses, Total -387 - - -","Selling/General/Admin. Expenses, Total 4680 3980.74 3803.13 3354.02  Research & Development - - - -  Depreciation / Amortization 409 - - -  Interest Expense (Income) - Net Operating -22 - - -  Unusual Expense (Income) - 138.8 26.23 7.37  Other Operating Expenses, Total -387 - - -"
"Selling/General/Admin. Expenses, Total",4680,3980.74,3803.13,3354.02
Research & Development,-,-,-,-
Depreciation / Amortization,409,-,-,-
Interest Expense (Income) - Net Operating,-22,-,-,-
Unusual Expense (Income),-,138.8,26.23,7.37
"Other Operating Expenses, Total",-387,-,-,-
Operating Income,460,765.06,976.07,776.93
"Interest Income (Expense), Net Non-Operating",-,-9.14,-10,-26.42
Gain (Loss) on Sale of Assets,-,3.22,-,17
"Other, Net",12,55.4,12.66,26.11
Net Income Before Taxes,448,814.55,978.74,793.63
Provision for Income Taxes,216,380.03,321.67,345.24
Net Income After Taxes,232,434.52,657.07,448.39
Minority Interest,-,0.01,0.02,0.02
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,232,434.53,657.09,448.41
Total Extraordinary Items,-,-,-,-
Net Income,232,434.53,657.09,448.41
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,232,434.53,657.09,448.41
Dilution Adjustment,-0.891,-0.03,-,-
Diluted Net Income,232.89,434.5,657.09,448.41
Diluted Weighted Average Shares,19.96,20.78,20.55,20.39
Diluted EPS Excluding Extraordinary Items,11.67,20.91,31.98,21.99
DPS - Common Stock Primary Issue,8,8,7.33,4.67
Diluted Normalized EPS,14.88,26.76,35.94,25.05
