Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,4202797,3860283,3699946,4041376
"Revenue 4202797 3860283 3699946 4041376  Other Revenue, Total - - - -","Revenue 4202797 3860283 3699946 4041376  Other Revenue, Total - - - -","Revenue 4202797 3860283 3699946 4041376  Other Revenue, Total - - - -","Revenue 4202797 3860283 3699946 4041376  Other Revenue, Total - - - -","Revenue 4202797 3860283 3699946 4041376  Other Revenue, Total - - - -"
Revenue,4202797,3860283,3699946,4041376
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",3437779,3204371,3116464,3331339
Gross Profit,765018,655912,583482,710037
Total Operating Expenses,4022974,3748571,3645865,4070914
"Selling/General/Admin. Expenses, Total 623638 462360 429120 472828  Research & Development - 72066 68383 73666  Depreciation / Amortization 148549 135787 33880 37380  Interest Expense (Income) - Net Operating -31181 -12414 -25822 -24994  Unusual Expense (Income) - - -12119 153909  Other Operating Expenses, Total -155811 -113599 35959 26786","Selling/General/Admin. Expenses, Total 623638 462360 429120 472828  Research & Development - 72066 68383 73666  Depreciation / Amortization 148549 135787 33880 37380  Interest Expense (Income) - Net Operating -31181 -12414 -25822 -24994  Unusual Expense (Income) - - -12119 153909  Other Operating Expenses, Total -155811 -113599 35959 26786","Selling/General/Admin. Expenses, Total 623638 462360 429120 472828  Research & Development - 72066 68383 73666  Depreciation / Amortization 148549 135787 33880 37380  Interest Expense (Income) - Net Operating -31181 -12414 -25822 -24994  Unusual Expense (Income) - - -12119 153909  Other Operating Expenses, Total -155811 -113599 35959 26786","Selling/General/Admin. Expenses, Total 623638 462360 429120 472828  Research & Development - 72066 68383 73666  Depreciation / Amortization 148549 135787 33880 37380  Interest Expense (Income) - Net Operating -31181 -12414 -25822 -24994  Unusual Expense (Income) - - -12119 153909  Other Operating Expenses, Total -155811 -113599 35959 26786","Selling/General/Admin. Expenses, Total 623638 462360 429120 472828  Research & Development - 72066 68383 73666  Depreciation / Amortization 148549 135787 33880 37380  Interest Expense (Income) - Net Operating -31181 -12414 -25822 -24994  Unusual Expense (Income) - - -12119 153909  Other Operating Expenses, Total -155811 -113599 35959 26786"
"Selling/General/Admin. Expenses, Total",623638,462360,429120,472828
Research & Development,-,72066,68383,73666
Depreciation / Amortization,148549,135787,33880,37380
Interest Expense (Income) - Net Operating,-31181,-12414,-25822,-24994
Unusual Expense (Income),-,-,-12119,153909
"Other Operating Expenses, Total",-155811,-113599,35959,26786
Operating Income,179823,111712,54081,-29538
"Interest Income (Expense), Net Non-Operating",-,13444,-4727,-3122
Gain (Loss) on Sale of Assets,-,35275,-,-
"Other, Net",-11303,-97246,1,-
Net Income Before Taxes,191126,173683,49355,-32660
Provision for Income Taxes,44818,48029,6153,-139945
Net Income After Taxes,146308,125654,43202,107285
Minority Interest,93010,85918,-2562,-20161
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,130451,113541,40640,87124
Total Extraordinary Items,-,-,-,-
Net Income,130451,113541,40640,87124
Total Adjustments to Net Income,-,-,-1,-1
Income Available to Common Excluding Extraordinary Items,130451,113541,40639,87123
Dilution Adjustment,-,-,-,-
Diluted Net Income,130451,113541,40639,87123
Diluted Weighted Average Shares,335.99,335.87,336.33,336.31
Diluted EPS Excluding Extraordinary Items,388.26,338.05,120.83,259.06
DPS - Common Stock Primary Issue,-,100,75,150
Diluted Normalized EPS,308.33,228.2,89.29,556.52
