Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,15325,15257,14593,15440.13
"Revenue 15325 15257 14593 15440.13  Other Revenue, Total - - - -","Revenue 15325 15257 14593 15440.13  Other Revenue, Total - - - -","Revenue 15325 15257 14593 15440.13  Other Revenue, Total - - - -","Revenue 15325 15257 14593 15440.13  Other Revenue, Total - - - -","Revenue 15325 15257 14593 15440.13  Other Revenue, Total - - - -"
Revenue,15325,15257,14593,15440.13
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",11449,10522,9405,10387.95
Gross Profit,3876,4735,5188,5052.18
Total Operating Expenses,14497,13591,12346,13535.26
"Selling/General/Admin. Expenses, Total 2852 2874 2751 2920.14  Research & Development 159 162 151 162.68  Depreciation / Amortization 846 835 866 37.5  Interest Expense (Income) - Net Operating -3 -5 -5 -  Unusual Expense (Income) - 21.43 -21.63 26.99  Other Operating Expenses, Total -806 -797 -822 -","Selling/General/Admin. Expenses, Total 2852 2874 2751 2920.14  Research & Development 159 162 151 162.68  Depreciation / Amortization 846 835 866 37.5  Interest Expense (Income) - Net Operating -3 -5 -5 -  Unusual Expense (Income) - 21.43 -21.63 26.99  Other Operating Expenses, Total -806 -797 -822 -","Selling/General/Admin. Expenses, Total 2852 2874 2751 2920.14  Research & Development 159 162 151 162.68  Depreciation / Amortization 846 835 866 37.5  Interest Expense (Income) - Net Operating -3 -5 -5 -  Unusual Expense (Income) - 21.43 -21.63 26.99  Other Operating Expenses, Total -806 -797 -822 -","Selling/General/Admin. Expenses, Total 2852 2874 2751 2920.14  Research & Development 159 162 151 162.68  Depreciation / Amortization 846 835 866 37.5  Interest Expense (Income) - Net Operating -3 -5 -5 -  Unusual Expense (Income) - 21.43 -21.63 26.99  Other Operating Expenses, Total -806 -797 -822 -","Selling/General/Admin. Expenses, Total 2852 2874 2751 2920.14  Research & Development 159 162 151 162.68  Depreciation / Amortization 846 835 866 37.5  Interest Expense (Income) - Net Operating -3 -5 -5 -  Unusual Expense (Income) - 21.43 -21.63 26.99  Other Operating Expenses, Total -806 -797 -822 -"
"Selling/General/Admin. Expenses, Total",2852,2874,2751,2920.14
Research & Development,159,162,151,162.68
Depreciation / Amortization,846,835,866,37.5
Interest Expense (Income) - Net Operating,-3,-5,-5,-
Unusual Expense (Income),-,21.43,-21.63,26.99
"Other Operating Expenses, Total",-806,-797,-822,-
Operating Income,828,1666,2247,1904.87
"Interest Income (Expense), Net Non-Operating",-,233.6,149.31,320.75
Gain (Loss) on Sale of Assets,263,-0.73,0.36,6.03
"Other, Net",-786,-224,-182,16.55
Net Income Before Taxes,1351,1890,2429,2248.2
Provision for Income Taxes,462,535,708,555.97
Net Income After Taxes,889,1355,1721,1692.23
Minority Interest,590,473,383,-44.19
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,842,1301,1681,1648.05
Total Extraordinary Items,-,-,-,-
Net Income,842,1301,1681,1648.05
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,842,1301,1681,1648.05
Dilution Adjustment,-,-,-,-
Diluted Net Income,842,1301,1681,1648.05
Diluted Weighted Average Shares,12.73,12.9,12.9,13.5
Diluted EPS Excluding Extraordinary Items,-,100.84,130.29,122.11
DPS - Common Stock Primary Issue,-,30,30,30
Diluted Normalized EPS,51.11,88.44,113.5,123.28
