Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,5268794,4365145,3227285,3729717
"Revenue 5268794 4365145 3227285 3729717  Other Revenue, Total - - - -","Revenue 5268794 4365145 3227285 3729717  Other Revenue, Total - - - -","Revenue 5268794 4365145 3227285 3729717  Other Revenue, Total - - - -","Revenue 5268794 4365145 3227285 3729717  Other Revenue, Total - - - -","Revenue 5268794 4365145 3227285 3729717  Other Revenue, Total - - - -"
Revenue,5268794,4365145,3227285,3729717
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",4659371,3694690,2912766,3334103
Gross Profit,-,670455,314519,395614
Total Operating Expenses,5055955,3964953,3219719,3930644
"Selling/General/Admin. Expenses, Total 392446 360415 323594 356872  Research & Development - - - -  Depreciation / Amortization 269600 252283 - -  Interest Expense (Income) - Net Operating - -99730 -19731 -18260  Unusual Expense (Income) - 16273 746 259117  Other Operating Expenses, Total -301522 -286023 2344 -1188","Selling/General/Admin. Expenses, Total 392446 360415 323594 356872  Research & Development - - - -  Depreciation / Amortization 269600 252283 - -  Interest Expense (Income) - Net Operating - -99730 -19731 -18260  Unusual Expense (Income) - 16273 746 259117  Other Operating Expenses, Total -301522 -286023 2344 -1188","Selling/General/Admin. Expenses, Total 392446 360415 323594 356872  Research & Development - - - -  Depreciation / Amortization 269600 252283 - -  Interest Expense (Income) - Net Operating - -99730 -19731 -18260  Unusual Expense (Income) - 16273 746 259117  Other Operating Expenses, Total -301522 -286023 2344 -1188","Selling/General/Admin. Expenses, Total 392446 360415 323594 356872  Research & Development - - - -  Depreciation / Amortization 269600 252283 - -  Interest Expense (Income) - Net Operating - -99730 -19731 -18260  Unusual Expense (Income) - 16273 746 259117  Other Operating Expenses, Total -301522 -286023 2344 -1188","Selling/General/Admin. Expenses, Total 392446 360415 323594 356872  Research & Development - - - -  Depreciation / Amortization 269600 252283 - -  Interest Expense (Income) - Net Operating - -99730 -19731 -18260  Unusual Expense (Income) - 16273 746 259117  Other Operating Expenses, Total -301522 -286023 2344 -1188"
"Selling/General/Admin. Expenses, Total",392446,360415,323594,356872
Research & Development,-,-,-,-
Depreciation / Amortization,269600,252283,-,-
Interest Expense (Income) - Net Operating,-,-99730,-19731,-18260
Unusual Expense (Income),-,16273,746,259117
"Other Operating Expenses, Total",-301522,-286023,2344,-1188
Operating Income,212839,400192,7566,-200927
"Interest Income (Expense), Net Non-Operating",-,-11656,-12159,-11760
Gain (Loss) on Sale of Assets,-2634,-,-,-
"Other, Net",5192,-1,-337,-786
Net Income Before Taxes,210281,388535,-4930,-213473
Provision for Income Taxes,43530,98741,14133,-20183
Net Income After Taxes,166751,289794,-19063,-193290
Minority Interest,73073,-1734,-2804,-4454
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-,288058,-21867,-197744
Total Extraordinary Items,-,-,-,-
Net Income,162621,288060,-21867,-197744
Total Adjustments to Net Income,-,-2,-1,-
Income Available to Common Excluding Extraordinary Items,162621,288058,-21868,-197744
Dilution Adjustment,-1.77,-,-,-
Diluted Net Income,162622.77,288058,-21868,-197744
Diluted Weighted Average Shares,579.72,575.79,575.83,575.85
Diluted EPS Excluding Extraordinary Items,280.52,500.28,-37.98,-343.39
DPS - Common Stock Primary Issue,80,140,10,20
Diluted Normalized EPS,231.18,521.36,-37.13,-50.91
