Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,156706,134595,116432,131807
"Revenue 156706 134595 116432 131807  Other Revenue, Total - - - -","Revenue 156706 134595 116432 131807  Other Revenue, Total - - - -","Revenue 156706 134595 116432 131807  Other Revenue, Total - - - -","Revenue 156706 134595 116432 131807  Other Revenue, Total - - - -","Revenue 156706 134595 116432 131807  Other Revenue, Total - - - -"
Revenue,156706,134595,116432,131807
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",119243,98180,81576,90776
Gross Profit,37463,36415,34856,41031
Total Operating Expenses,146073,121248,104376,114352
"Selling/General/Admin. Expenses, Total 22886 16251 15921 16812  Research & Development 1572 4711 4453 4958  Depreciation / Amortization 11890 1825 1581 1716  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 281 844 89  Other Operating Expenses, Total -9518 - 1 1","Selling/General/Admin. Expenses, Total 22886 16251 15921 16812  Research & Development 1572 4711 4453 4958  Depreciation / Amortization 11890 1825 1581 1716  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 281 844 89  Other Operating Expenses, Total -9518 - 1 1","Selling/General/Admin. Expenses, Total 22886 16251 15921 16812  Research & Development 1572 4711 4453 4958  Depreciation / Amortization 11890 1825 1581 1716  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 281 844 89  Other Operating Expenses, Total -9518 - 1 1","Selling/General/Admin. Expenses, Total 22886 16251 15921 16812  Research & Development 1572 4711 4453 4958  Depreciation / Amortization 11890 1825 1581 1716  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 281 844 89  Other Operating Expenses, Total -9518 - 1 1","Selling/General/Admin. Expenses, Total 22886 16251 15921 16812  Research & Development 1572 4711 4453 4958  Depreciation / Amortization 11890 1825 1581 1716  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 281 844 89  Other Operating Expenses, Total -9518 - 1 1"
"Selling/General/Admin. Expenses, Total",22886,16251,15921,16812
Research & Development,1572,4711,4453,4958
Depreciation / Amortization,11890,1825,1581,1716
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,281,844,89
"Other Operating Expenses, Total",-9518,-,1,1
Operating Income,10633,13347,12056,17455
"Interest Income (Expense), Net Non-Operating",-,4685,1950,2112
Gain (Loss) on Sale of Assets,1694,1908,815,791
"Other, Net",-11824,162,-920,-179
Net Income Before Taxes,20763,20102,13901,20179
Provision for Income Taxes,6468,5850,4913,5944
Net Income After Taxes,14295,14252,8988,14235
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,14295,14252,8988,14235
Total Extraordinary Items,-,-,-,-
Net Income,14295,14252,8988,14235
Total Adjustments to Net Income,-,-1,-1,-1
Income Available to Common Excluding Extraordinary Items,14295,14251,8987,14234
Dilution Adjustment,-,-,-,-
Diluted Net Income,14295,14251,8987,14234
Diluted Weighted Average Shares,64.76,65.77,66.29,66.55
Diluted EPS Excluding Extraordinary Items,220.73,216.67,135.58,213.9
DPS - Common Stock Primary Issue,-,30,30,30
Diluted Normalized EPS,186.3,199.89,135.86,206.45
