Period Ending:,202328/02,202228/02,202128/02,202029/02
Total Revenue,11811303,8749752,5766718,6644359
"Revenue 10265151 7429576 4518821 6644359  Other Revenue, Total 1546152 1320176 1247897 -","Revenue 10265151 7429576 4518821 6644359  Other Revenue, Total 1546152 1320176 1247897 -","Revenue 10265151 7429576 4518821 6644359  Other Revenue, Total 1546152 1320176 1247897 -","Revenue 10265151 7429576 4518821 6644359  Other Revenue, Total 1546152 1320176 1247897 -","Revenue 10265151 7429576 4518821 6644359  Other Revenue, Total 1546152 1320176 1247897 -"
Revenue,10265151,7429576,4518821,6644359
"Other Revenue, Total",1546152,1320176,1247897,-
"Cost of Revenue, Total",8503617,6017372,3480025,4239583
Gross Profit,3307686,2732380,2286693,2404776
Total Operating Expenses,11304781,8362098,5400388,6298225
"Selling/General/Admin. Expenses, Total 2437600 2065644 1699929 1766156  Research & Development - - - -  Depreciation / Amortization 376097 292561 235504 214354  Interest Expense (Income) - Net Operating -36384 -29349 -10584 -  Unusual Expense (Income) - 58865 102705 78132  Other Operating Expenses, Total 23851 15870 -4486 -","Selling/General/Admin. Expenses, Total 2437600 2065644 1699929 1766156  Research & Development - - - -  Depreciation / Amortization 376097 292561 235504 214354  Interest Expense (Income) - Net Operating -36384 -29349 -10584 -  Unusual Expense (Income) - 58865 102705 78132  Other Operating Expenses, Total 23851 15870 -4486 -","Selling/General/Admin. Expenses, Total 2437600 2065644 1699929 1766156  Research & Development - - - -  Depreciation / Amortization 376097 292561 235504 214354  Interest Expense (Income) - Net Operating -36384 -29349 -10584 -  Unusual Expense (Income) - 58865 102705 78132  Other Operating Expenses, Total 23851 15870 -4486 -","Selling/General/Admin. Expenses, Total 2437600 2065644 1699929 1766156  Research & Development - - - -  Depreciation / Amortization 376097 292561 235504 214354  Interest Expense (Income) - Net Operating -36384 -29349 -10584 -  Unusual Expense (Income) - 58865 102705 78132  Other Operating Expenses, Total 23851 15870 -4486 -","Selling/General/Admin. Expenses, Total 2437600 2065644 1699929 1766156  Research & Development - - - -  Depreciation / Amortization 376097 292561 235504 214354  Interest Expense (Income) - Net Operating -36384 -29349 -10584 -  Unusual Expense (Income) - 58865 102705 78132  Other Operating Expenses, Total 23851 15870 -4486 -"
"Selling/General/Admin. Expenses, Total",2437600,2065644,1699929,1766156
Research & Development,-,-,-,-
Depreciation / Amortization,376097,292561,235504,214354
Interest Expense (Income) - Net Operating,-36384,-29349,-10584,-
Unusual Expense (Income),-,58865,102705,78132
"Other Operating Expenses, Total",23851,15870,-4486,-
Operating Income,506522,387654,366330,346134
"Interest Income (Expense), Net Non-Operating",-,-19171,-7465,-4702
Gain (Loss) on Sale of Assets,11308,12148,4116,6606
"Other, Net",92454,63653,103439,-1569
Net Income Before Taxes,402760,311853,258775,346469
Provision for Income Taxes,110591,88613,64439,111263
Net Income After Taxes,292169,223240,194336,235206
Minority Interest,173565,166719,162352,-17020
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,280976,210774,179262,218186
Total Extraordinary Items,-,-,-,-
Net Income,280976,210774,179262,218186
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,280976,210774,179262,218185
Dilution Adjustment,3.27,0.704,4,-
Diluted Net Income,280972.73,210773.3,179258,218185
Diluted Weighted Average Shares,883.2,883.08,882.94,883.85
Diluted EPS Excluding Extraordinary Items,318.13,238.68,203.02,246.86
DPS - Common Stock Primary Issue,103,100,98.5,98.5
Diluted Normalized EPS,322.73,239.66,235.89,328.47
