Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,124080,83423,98403,111887
"Revenue 124080 83423 98403 111887  Other Revenue, Total - - - -","Revenue 124080 83423 98403 111887  Other Revenue, Total - - - -","Revenue 124080 83423 98403 111887  Other Revenue, Total - - - -","Revenue 124080 83423 98403 111887  Other Revenue, Total - - - -","Revenue 124080 83423 98403 111887  Other Revenue, Total - - - -"
Revenue,124080,83423,98403,111887
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",109069,87558,103493,121448
Gross Profit,15011,-4135,-5090,-9561
Total Operating Expenses,114485,93755,117151,129662
"Selling/General/Admin. Expenses, Total 4367 4863 4919 5794  Research & Development 609 534 462 667  Depreciation / Amortization 3572 - - -  Interest Expense (Income) - Net Operating -264 - - -  Unusual Expense (Income) - 800 8277 1753  Other Operating Expenses, Total -2868 - - -","Selling/General/Admin. Expenses, Total 4367 4863 4919 5794  Research & Development 609 534 462 667  Depreciation / Amortization 3572 - - -  Interest Expense (Income) - Net Operating -264 - - -  Unusual Expense (Income) - 800 8277 1753  Other Operating Expenses, Total -2868 - - -","Selling/General/Admin. Expenses, Total 4367 4863 4919 5794  Research & Development 609 534 462 667  Depreciation / Amortization 3572 - - -  Interest Expense (Income) - Net Operating -264 - - -  Unusual Expense (Income) - 800 8277 1753  Other Operating Expenses, Total -2868 - - -","Selling/General/Admin. Expenses, Total 4367 4863 4919 5794  Research & Development 609 534 462 667  Depreciation / Amortization 3572 - - -  Interest Expense (Income) - Net Operating -264 - - -  Unusual Expense (Income) - 800 8277 1753  Other Operating Expenses, Total -2868 - - -","Selling/General/Admin. Expenses, Total 4367 4863 4919 5794  Research & Development 609 534 462 667  Depreciation / Amortization 3572 - - -  Interest Expense (Income) - Net Operating -264 - - -  Unusual Expense (Income) - 800 8277 1753  Other Operating Expenses, Total -2868 - - -"
"Selling/General/Admin. Expenses, Total",4367,4863,4919,5794
Research & Development,609,534,462,667
Depreciation / Amortization,3572,-,-,-
Interest Expense (Income) - Net Operating,-264,-,-,-
Unusual Expense (Income),-,800,8277,1753
"Other Operating Expenses, Total",-2868,-,-,-
Operating Income,9595,-10332,-18748,-17775
"Interest Income (Expense), Net Non-Operating",-,794,-59,-107
Gain (Loss) on Sale of Assets,-26,888,-119,-86
"Other, Net",-1711,494,5,10
Net Income Before Taxes,11332,-8156,-18921,-17958
Provision for Income Taxes,138,263,50,137
Net Income After Taxes,11194,-8419,-18971,-18095
Minority Interest,-,-,193,65
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,11194,-8419,-18778,-18030
Total Extraordinary Items,-,-,-,-
Net Income,11194,-8419,-18778,-18030
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,11194,-8419,-18778,-18030
Dilution Adjustment,-0.003,-,-,-
Diluted Net Income,11194,-8419,-18778,-18030
Diluted Weighted Average Shares,69.78,69.07,69.08,69.07
Diluted EPS Excluding Extraordinary Items,160.43,-121.89,-271.84,-261.04
DPS - Common Stock Primary Issue,5,-,-,8
Diluted Normalized EPS,101.84,-122.71,-192.84,-243.74
