Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,5105,4380,4042.28,4585.62
"Revenue 5105 4380 4042.28 4585.62  Other Revenue, Total - - - -","Revenue 5105 4380 4042.28 4585.62  Other Revenue, Total - - - -","Revenue 5105 4380 4042.28 4585.62  Other Revenue, Total - - - -","Revenue 5105 4380 4042.28 4585.62  Other Revenue, Total - - - -","Revenue 5105 4380 4042.28 4585.62  Other Revenue, Total - - - -"
Revenue,5105,4380,4042.28,4585.62
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",4039,3509,3189.7,3835.58
Gross Profit,1066,871,852.57,750.04
Total Operating Expenses,-,4124,3797.06,4532.81
"Selling/General/Admin. Expenses, Total 539 544 569.61 631.35  Research & Development 14 5 14.36 14.38  Depreciation / Amortization 192 192 42.65 35.52  Interest Expense (Income) - Net Operating -18 -19 - -  Unusual Expense (Income) - 5.93 -19.27 15.98  Other Operating Expenses, Total -106 -107 - -","Selling/General/Admin. Expenses, Total 539 544 569.61 631.35  Research & Development 14 5 14.36 14.38  Depreciation / Amortization 192 192 42.65 35.52  Interest Expense (Income) - Net Operating -18 -19 - -  Unusual Expense (Income) - 5.93 -19.27 15.98  Other Operating Expenses, Total -106 -107 - -","Selling/General/Admin. Expenses, Total 539 544 569.61 631.35  Research & Development 14 5 14.36 14.38  Depreciation / Amortization 192 192 42.65 35.52  Interest Expense (Income) - Net Operating -18 -19 - -  Unusual Expense (Income) - 5.93 -19.27 15.98  Other Operating Expenses, Total -106 -107 - -","Selling/General/Admin. Expenses, Total 539 544 569.61 631.35  Research & Development 14 5 14.36 14.38  Depreciation / Amortization 192 192 42.65 35.52  Interest Expense (Income) - Net Operating -18 -19 - -  Unusual Expense (Income) - 5.93 -19.27 15.98  Other Operating Expenses, Total -106 -107 - -","Selling/General/Admin. Expenses, Total 539 544 569.61 631.35  Research & Development 14 5 14.36 14.38  Depreciation / Amortization 192 192 42.65 35.52  Interest Expense (Income) - Net Operating -18 -19 - -  Unusual Expense (Income) - 5.93 -19.27 15.98  Other Operating Expenses, Total -106 -107 - -"
"Selling/General/Admin. Expenses, Total",539,544,569.61,631.35
Research & Development,14,5,14.36,14.38
Depreciation / Amortization,192,192,42.65,35.52
Interest Expense (Income) - Net Operating,-18,-19,-,-
Unusual Expense (Income),-,5.93,-19.27,15.98
"Other Operating Expenses, Total",-106,-107,-,-
Operating Income,445,256,245.22,52.81
"Interest Income (Expense), Net Non-Operating",-,-1.69,-14.8,4.01
Gain (Loss) on Sale of Assets,3,12,-,-
"Other, Net",-25,-28,8.54,22.52
Net Income Before Taxes,-,272,238.95,79.33
Provision for Income Taxes,115,110,92.62,31.7
Net Income After Taxes,352,162,146.33,47.63
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,352,162,146.33,47.63
Total Extraordinary Items,-,-,-,-
Net Income,352,162,146.33,47.63
Total Adjustments to Net Income,-,-,-0,-0
Income Available to Common Excluding Extraordinary Items,352,162,146.33,47.63
Dilution Adjustment,-,-,-,-
Diluted Net Income,352,162,146.33,47.63
Diluted Weighted Average Shares,1.1,1.1,1.1,1.1
Diluted EPS Excluding Extraordinary Items,-,146.74,132.55,43.15
DPS - Common Stock Primary Issue,-,30,30,20
Diluted Normalized EPS,263.13,150.02,121.86,51.84
