Period Ending:,202231/12,202230/06,202131/12,202130/06
Total Revenue,8547,8534,10041,19537.94
"Revenue 8544 8406 - 19537.94  Other Revenue, Total 9 2477.54 4737.87 -","Revenue 8544 8406 - 19537.94  Other Revenue, Total 9 2477.54 4737.87 -","Revenue 8544 8406 - 19537.94  Other Revenue, Total 9 2477.54 4737.87 -","Revenue 8544 8406 - 19537.94  Other Revenue, Total 9 2477.54 4737.87 -","Revenue 8544 8406 - 19537.94  Other Revenue, Total 9 2477.54 4737.87 -"
Revenue,8544,8406,-,19537.94
"Other Revenue, Total",9,2477.54,4737.87,-
"Cost of Revenue, Total",3901,3722,-,5478.13
Gross Profit,4646,4812,-,14059.81
Total Operating Expenses,4105,3935,-,7949.51
"Selling/General/Admin. Expenses, Total 68 68 - 441.64  Research & Development - - - -  Depreciation / Amortization 1009 1010 - 2021.07  Interest Expense (Income) - Net Operating -674 -636 - -  Unusual Expense (Income) - - - 8.67  Other Operating Expenses, Total -597 -897.71 - -","Selling/General/Admin. Expenses, Total 68 68 - 441.64  Research & Development - - - -  Depreciation / Amortization 1009 1010 - 2021.07  Interest Expense (Income) - Net Operating -674 -636 - -  Unusual Expense (Income) - - - 8.67  Other Operating Expenses, Total -597 -897.71 - -","Selling/General/Admin. Expenses, Total 68 68 - 441.64  Research & Development - - - -  Depreciation / Amortization 1009 1010 - 2021.07  Interest Expense (Income) - Net Operating -674 -636 - -  Unusual Expense (Income) - - - 8.67  Other Operating Expenses, Total -597 -897.71 - -","Selling/General/Admin. Expenses, Total 68 68 - 441.64  Research & Development - - - -  Depreciation / Amortization 1009 1010 - 2021.07  Interest Expense (Income) - Net Operating -674 -636 - -  Unusual Expense (Income) - - - 8.67  Other Operating Expenses, Total -597 -897.71 - -","Selling/General/Admin. Expenses, Total 68 68 - 441.64  Research & Development - - - -  Depreciation / Amortization 1009 1010 - 2021.07  Interest Expense (Income) - Net Operating -674 -636 - -  Unusual Expense (Income) - - - 8.67  Other Operating Expenses, Total -597 -897.71 - -"
"Selling/General/Admin. Expenses, Total",68,68,-,441.64
Research & Development,-,-,-,-
Depreciation / Amortization,1009,1010,-,2021.07
Interest Expense (Income) - Net Operating,-674,-636,-,-
Unusual Expense (Income),-,-,-,8.67
"Other Operating Expenses, Total",-597,-897.71,-,-
Operating Income,4442,4599,-,11588.43
"Interest Income (Expense), Net Non-Operating",-,-,-,-1289.13
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",2004,1917.3,-,3.93
Net Income Before Taxes,3774,3970,-,10303.23
Provision for Income Taxes,1,54.88,-,1.33
Net Income After Taxes,3773,3970,-,10301.9
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,3773,3970,-,10301.9
Total Extraordinary Items,-,-,-,-
Net Income,3773,3970,-,10301.9
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,3773,3970,-,10301.9
Dilution Adjustment,-,-,-,-
Diluted Net Income,3773,3970,-,10301.9
Diluted Weighted Average Shares,0.45,0.45,-,0.45
Diluted EPS Excluding Extraordinary Items,16771.5,20683.02,-,22896.68
DPS - Common Stock Primary Issue,-,-,-,22900
Diluted Normalized EPS,10484.96,13012.32,-,22915.94
