Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,21119,19668,16032.01,18984.15
"Revenue 21119 19668 16032.01 18984.15  Other Revenue, Total - - - -","Revenue 21119 19668 16032.01 18984.15  Other Revenue, Total - - - -","Revenue 21119 19668 16032.01 18984.15  Other Revenue, Total - - - -","Revenue 21119 19668 16032.01 18984.15  Other Revenue, Total - - - -","Revenue 21119 19668 16032.01 18984.15  Other Revenue, Total - - - -"
Revenue,21119,19668,16032.01,18984.15
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",14715,13356,11467.88,12727.78
Gross Profit,6404,6312,4564.13,6256.37
Total Operating Expenses,19678,17902,15576.08,17642.36
"Selling/General/Admin. Expenses, Total 4473 4062 3599.71 4347.1  Research & Development 259 272 283.85 296.16  Depreciation / Amortization 1644 1629 214.96 221.97  Interest Expense (Income) - Net Operating -39 -8 - -  Unusual Expense (Income) - 48.67 9.67 49.34  Other Operating Expenses, Total -1374 -1409 - -","Selling/General/Admin. Expenses, Total 4473 4062 3599.71 4347.1  Research & Development 259 272 283.85 296.16  Depreciation / Amortization 1644 1629 214.96 221.97  Interest Expense (Income) - Net Operating -39 -8 - -  Unusual Expense (Income) - 48.67 9.67 49.34  Other Operating Expenses, Total -1374 -1409 - -","Selling/General/Admin. Expenses, Total 4473 4062 3599.71 4347.1  Research & Development 259 272 283.85 296.16  Depreciation / Amortization 1644 1629 214.96 221.97  Interest Expense (Income) - Net Operating -39 -8 - -  Unusual Expense (Income) - 48.67 9.67 49.34  Other Operating Expenses, Total -1374 -1409 - -","Selling/General/Admin. Expenses, Total 4473 4062 3599.71 4347.1  Research & Development 259 272 283.85 296.16  Depreciation / Amortization 1644 1629 214.96 221.97  Interest Expense (Income) - Net Operating -39 -8 - -  Unusual Expense (Income) - 48.67 9.67 49.34  Other Operating Expenses, Total -1374 -1409 - -","Selling/General/Admin. Expenses, Total 4473 4062 3599.71 4347.1  Research & Development 259 272 283.85 296.16  Depreciation / Amortization 1644 1629 214.96 221.97  Interest Expense (Income) - Net Operating -39 -8 - -  Unusual Expense (Income) - 48.67 9.67 49.34  Other Operating Expenses, Total -1374 -1409 - -"
"Selling/General/Admin. Expenses, Total",4473,4062,3599.71,4347.1
Research & Development,259,272,283.85,296.16
Depreciation / Amortization,1644,1629,214.96,221.97
Interest Expense (Income) - Net Operating,-39,-8,-,-
Unusual Expense (Income),-,48.67,9.67,49.34
"Other Operating Expenses, Total",-1374,-1409,-,-
Operating Income,1441,1766,455.94,1341.79
"Interest Income (Expense), Net Non-Operating",-,150.93,146.54,-125.24
Gain (Loss) on Sale of Assets,284,1,2.83,-2.92
"Other, Net",-782,-123,158.82,-11.93
Net Income Before Taxes,1939,1888,764.12,1201.71
Provision for Income Taxes,663,556,315.6,421.38
Net Income After Taxes,1276,1332,448.52,780.33
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1276,1332,448.52,780.33
Total Extraordinary Items,-,-,-,-
Net Income,1276,1332,448.52,780.33
Total Adjustments to Net Income,-,-,-0,-
Income Available to Common Excluding Extraordinary Items,1276,1332,448.52,780.33
Dilution Adjustment,-,-,-,-
Diluted Net Income,1276,1332,448.52,780.33
Diluted Weighted Average Shares,13.9,13.9,13.9,13.9
Diluted EPS Excluding Extraordinary Items,91.8,95.83,32.27,56.14
DPS - Common Stock Primary Issue,28,29,12,17
Diluted Normalized EPS,74.73,87.01,32.56,58.58
