Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,65.97,80,91.96,121.39
"Revenue 65.97 80 91.96 121.39  Other Revenue, Total - - - -","Revenue 65.97 80 91.96 121.39  Other Revenue, Total - - - -","Revenue 65.97 80 91.96 121.39  Other Revenue, Total - - - -","Revenue 65.97 80 91.96 121.39  Other Revenue, Total - - - -","Revenue 65.97 80 91.96 121.39  Other Revenue, Total - - - -"
Revenue,65.97,80,91.96,121.39
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",-,-,-,-
Gross Profit,65.97,80,-,-
Total Operating Expenses,1852.01,1829,1332.59,1035.96
"Selling/General/Admin. Expenses, Total 360.77 313 372.8 360.71  Research & Development 1491.24 1482 932.08 673.61  Depreciation / Amortization 0.48 15 1.2 1.65  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 48.01 26.51 -  Other Operating Expenses, Total -0.48 19 - -","Selling/General/Admin. Expenses, Total 360.77 313 372.8 360.71  Research & Development 1491.24 1482 932.08 673.61  Depreciation / Amortization 0.48 15 1.2 1.65  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 48.01 26.51 -  Other Operating Expenses, Total -0.48 19 - -","Selling/General/Admin. Expenses, Total 360.77 313 372.8 360.71  Research & Development 1491.24 1482 932.08 673.61  Depreciation / Amortization 0.48 15 1.2 1.65  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 48.01 26.51 -  Other Operating Expenses, Total -0.48 19 - -","Selling/General/Admin. Expenses, Total 360.77 313 372.8 360.71  Research & Development 1491.24 1482 932.08 673.61  Depreciation / Amortization 0.48 15 1.2 1.65  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 48.01 26.51 -  Other Operating Expenses, Total -0.48 19 - -","Selling/General/Admin. Expenses, Total 360.77 313 372.8 360.71  Research & Development 1491.24 1482 932.08 673.61  Depreciation / Amortization 0.48 15 1.2 1.65  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 48.01 26.51 -  Other Operating Expenses, Total -0.48 19 - -"
"Selling/General/Admin. Expenses, Total",360.77,313,372.8,360.71
Research & Development,1491.24,1482,932.08,673.61
Depreciation / Amortization,0.48,15,1.2,1.65
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,48.01,26.51,-
"Other Operating Expenses, Total",-0.48,19,-,-
Operating Income,-1786.04,-1749,-1240.63,-914.58
"Interest Income (Expense), Net Non-Operating",-,11.31,-8.89,0.99
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",-134.25,-66,63.53,59.76
Net Income Before Taxes,-1651.79,-1683,-1185.98,-853.83
Provision for Income Taxes,1.21,1,1.21,1.21
Net Income After Taxes,-1653,-1684,-1187.19,-855.04
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-1653,-1684,-1187.19,-855.04
Total Extraordinary Items,-,-,-,-
Net Income,-1653,-1684,-1187.19,-855.04
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,-1653,-1684,-1187.19,-855.04
Dilution Adjustment,-,-,-,-
Diluted Net Income,-1653,-1684,-1187.19,-855.04
Diluted Weighted Average Shares,31.11,28.1,25.71,15.94
Diluted EPS Excluding Extraordinary Items,-53.14,-59.92,-46.17,-53.62
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,-33.14,-36.36,-45.15,-53.62
