Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,43324,41879,41199,37771
"Revenue 43324 41879 41199 37771  Other Revenue, Total - - - -","Revenue 43324 41879 41199 37771  Other Revenue, Total - - - -","Revenue 43324 41879 41199 37771  Other Revenue, Total - - - -","Revenue 43324 41879 41199 37771  Other Revenue, Total - - - -","Revenue 43324 41879 41199 37771  Other Revenue, Total - - - -"
Revenue,43324,41879,41199,37771
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",26654,24221,25125,25017
Gross Profit,16670,17658,16074,12754
Total Operating Expenses,-,35457,35936,35003
"Selling/General/Admin. Expenses, Total - 7221 7132 6888  Research & Development 4939 3859 3384 2877  Depreciation / Amortization 1930 1661 113 85  Interest Expense (Income) - Net Operating -52 -47 - -  Unusual Expense (Income) - 713 181 134  Other Operating Expenses, Total -1713 -1458 1 2","Selling/General/Admin. Expenses, Total - 7221 7132 6888  Research & Development 4939 3859 3384 2877  Depreciation / Amortization 1930 1661 113 85  Interest Expense (Income) - Net Operating -52 -47 - -  Unusual Expense (Income) - 713 181 134  Other Operating Expenses, Total -1713 -1458 1 2","Selling/General/Admin. Expenses, Total - 7221 7132 6888  Research & Development 4939 3859 3384 2877  Depreciation / Amortization 1930 1661 113 85  Interest Expense (Income) - Net Operating -52 -47 - -  Unusual Expense (Income) - 713 181 134  Other Operating Expenses, Total -1713 -1458 1 2","Selling/General/Admin. Expenses, Total - 7221 7132 6888  Research & Development 4939 3859 3384 2877  Depreciation / Amortization 1930 1661 113 85  Interest Expense (Income) - Net Operating -52 -47 - -  Unusual Expense (Income) - 713 181 134  Other Operating Expenses, Total -1713 -1458 1 2","Selling/General/Admin. Expenses, Total - 7221 7132 6888  Research & Development 4939 3859 3384 2877  Depreciation / Amortization 1930 1661 113 85  Interest Expense (Income) - Net Operating -52 -47 - -  Unusual Expense (Income) - 713 181 134  Other Operating Expenses, Total -1713 -1458 1 2"
"Selling/General/Admin. Expenses, Total",-,7221,7132,6888
Research & Development,4939,3859,3384,2877
Depreciation / Amortization,1930,1661,113,85
Interest Expense (Income) - Net Operating,-52,-47,-,-
Unusual Expense (Income),-,713,181,134
"Other Operating Expenses, Total",-1713,-1458,1,2
Operating Income,3702,6422,5263,2768
"Interest Income (Expense), Net Non-Operating",-,424,231,-29
Gain (Loss) on Sale of Assets,118,23,17,10
"Other, Net",-686,177,178,185
Net Income Before Taxes,4270,6222,5689,2934
Provision for Income Taxes,1081,1445,930,538
Net Income After Taxes,3189,4777,4759,2396
Minority Interest,7061,6496,-1639,-537
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,2223,3251,3120,1859
Total Extraordinary Items,-,-,-,-
Net Income,2223,3251,3120,1859
Total Adjustments to Net Income,-,-,-1,-1
Income Available to Common Excluding Extraordinary Items,2223,3251,3119,1858
Dilution Adjustment,-,-,-,-
Diluted Net Income,2223,3251,3119,1858
Diluted Weighted Average Shares,7.92,7.92,7.91,7.9
Diluted EPS Excluding Extraordinary Items,280.62,410.6,394.16,235.1
DPS - Common Stock Primary Issue,65,60,50,50
Diluted Normalized EPS,210.21,352.88,411.87,247.91
