Period Ending:,202231/10,202131/10,202031/10,201931/10
Total Revenue,12000,7359,5228.24,3894.95
"Revenue 12000 7359 5228.24 3894.95  Other Revenue, Total - - - -","Revenue 12000 7359 5228.24 3894.95  Other Revenue, Total - - - -","Revenue 12000 7359 5228.24 3894.95  Other Revenue, Total - - - -","Revenue 12000 7359 5228.24 3894.95  Other Revenue, Total - - - -","Revenue 12000 7359 5228.24 3894.95  Other Revenue, Total - - - -"
Revenue,12000,7359,5228.24,3894.95
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",7771,4475,3337.69,2394.49
Gross Profit,4229,2884,1890.55,1500.46
Total Operating Expenses,11265,6436,5189.04,3465.46
"Selling/General/Admin. Expenses, Total 3441 1926 1688.3 1050.97  Research & Development - - - -  Depreciation / Amortization 171 141 - -  Interest Expense (Income) - Net Operating -8 -3 - -  Unusual Expense (Income) - 10.5 163.05 20  Other Operating Expenses, Total -110 -103 - -","Selling/General/Admin. Expenses, Total 3441 1926 1688.3 1050.97  Research & Development - - - -  Depreciation / Amortization 171 141 - -  Interest Expense (Income) - Net Operating -8 -3 - -  Unusual Expense (Income) - 10.5 163.05 20  Other Operating Expenses, Total -110 -103 - -","Selling/General/Admin. Expenses, Total 3441 1926 1688.3 1050.97  Research & Development - - - -  Depreciation / Amortization 171 141 - -  Interest Expense (Income) - Net Operating -8 -3 - -  Unusual Expense (Income) - 10.5 163.05 20  Other Operating Expenses, Total -110 -103 - -","Selling/General/Admin. Expenses, Total 3441 1926 1688.3 1050.97  Research & Development - - - -  Depreciation / Amortization 171 141 - -  Interest Expense (Income) - Net Operating -8 -3 - -  Unusual Expense (Income) - 10.5 163.05 20  Other Operating Expenses, Total -110 -103 - -","Selling/General/Admin. Expenses, Total 3441 1926 1688.3 1050.97  Research & Development - - - -  Depreciation / Amortization 171 141 - -  Interest Expense (Income) - Net Operating -8 -3 - -  Unusual Expense (Income) - 10.5 163.05 20  Other Operating Expenses, Total -110 -103 - -"
"Selling/General/Admin. Expenses, Total",3441,1926,1688.3,1050.97
Research & Development,-,-,-,-
Depreciation / Amortization,171,141,-,-
Interest Expense (Income) - Net Operating,-8,-3,-,-
Unusual Expense (Income),-,10.5,163.05,20
"Other Operating Expenses, Total",-110,-103,-,-
Operating Income,735,923,39.2,429.49
"Interest Income (Expense), Net Non-Operating",-,-1.16,-1.84,-0.69
Gain (Loss) on Sale of Assets,-,-10,-,-
"Other, Net",-9,12,6.19,-19.5
Net Income Before Taxes,744,921,43.55,409.3
Provision for Income Taxes,212,236,56.27,116.48
Net Income After Taxes,532,685,-12.73,292.83
Minority Interest,94,19,-0.14,-0.74
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,517,678,-12.86,292.09
Total Extraordinary Items,-,-,-,-
Net Income,517,678,-12.86,292.09
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,517,678,-12.86,292.09
Dilution Adjustment,-,-0.157,-,-
Diluted Net Income,517,678.16,-12.86,292.09
Diluted Weighted Average Shares,16.66,16.68,16.57,16.75
Diluted EPS Excluding Extraordinary Items,31.04,40.65,-0.78,17.43
DPS - Common Stock Primary Issue,2,-,-,-
Diluted Normalized EPS,27,34.46,5.62,18.29
