Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,1450397,1268917,1178137,1299385
"Revenue 1450397 1268917 1178137 1299385  Other Revenue, Total - - - -","Revenue 1450397 1268917 1178137 1299385  Other Revenue, Total - - - -","Revenue 1450397 1268917 1178137 1299385  Other Revenue, Total - - - -","Revenue 1450397 1268917 1178137 1299385  Other Revenue, Total - - - -","Revenue 1450397 1268917 1178137 1299385  Other Revenue, Total - - - -"
Revenue,1450397,1268917,1178137,1299385
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",897879,745735,694282,763291
Gross Profit,552518,523182,483855,536094
Total Operating Expenses,1311119,1141997,1075391,1185437
"Selling/General/Admin. Expenses, Total 420240 397707 382331 375637  Research & Development - 8526 8091 -  Depreciation / Amortization 70791 36201 37619 39157  Interest Expense (Income) - Net Operating -2026 -1926 -2137 -5  Unusual Expense (Income) - 8194 5704 6102  Other Operating Expenses, Total -75765 -8046 -7176 1255","Selling/General/Admin. Expenses, Total 420240 397707 382331 375637  Research & Development - 8526 8091 -  Depreciation / Amortization 70791 36201 37619 39157  Interest Expense (Income) - Net Operating -2026 -1926 -2137 -5  Unusual Expense (Income) - 8194 5704 6102  Other Operating Expenses, Total -75765 -8046 -7176 1255","Selling/General/Admin. Expenses, Total 420240 397707 382331 375637  Research & Development - 8526 8091 -  Depreciation / Amortization 70791 36201 37619 39157  Interest Expense (Income) - Net Operating -2026 -1926 -2137 -5  Unusual Expense (Income) - 8194 5704 6102  Other Operating Expenses, Total -75765 -8046 -7176 1255","Selling/General/Admin. Expenses, Total 420240 397707 382331 375637  Research & Development - 8526 8091 -  Depreciation / Amortization 70791 36201 37619 39157  Interest Expense (Income) - Net Operating -2026 -1926 -2137 -5  Unusual Expense (Income) - 8194 5704 6102  Other Operating Expenses, Total -75765 -8046 -7176 1255","Selling/General/Admin. Expenses, Total 420240 397707 382331 375637  Research & Development - 8526 8091 -  Depreciation / Amortization 70791 36201 37619 39157  Interest Expense (Income) - Net Operating -2026 -1926 -2137 -5  Unusual Expense (Income) - 8194 5704 6102  Other Operating Expenses, Total -75765 -8046 -7176 1255"
"Selling/General/Admin. Expenses, Total",420240,397707,382331,375637
Research & Development,-,8526,8091,-
Depreciation / Amortization,70791,36201,37619,39157
Interest Expense (Income) - Net Operating,-2026,-1926,-2137,-5
Unusual Expense (Income),-,8194,5704,6102
"Other Operating Expenses, Total",-75765,-8046,-7176,1255
Operating Income,139278,126920,102746,113948
"Interest Income (Expense), Net Non-Operating",-,-1477,-1935,-1766
Gain (Loss) on Sale of Assets,-,-2818,-3232,-
"Other, Net",-12,12686,11811,4
Net Income Before Taxes,139290,117052,94167,112186
Provision for Income Taxes,38192,34023,29873,32106
Net Income After Taxes,101098,83029,64294,80080
Minority Interest,94883,83358,77801,-11191
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,82317,68676,52212,68889
Total Extraordinary Items,-,-,-,-
Net Income,82317,68676,52212,68889
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,82317,68676,52212,68888
Dilution Adjustment,-,-,-,-
Diluted Net Income,82317,68676,52212,68888
Diluted Weighted Average Shares,309,309,309,309
Diluted EPS Excluding Extraordinary Items,266.4,222.25,168.97,222.94
DPS - Common Stock Primary Issue,80,78,78,78
Diluted Normalized EPS,220.96,207.34,164.48,237.03
