Period Ending:,202231/05,202131/05,202031/05,201931/05
Total Revenue,73049,69218,61667,62746
"Revenue 73049 69218 61667 62746  Other Revenue, Total - - - -","Revenue 73049 69218 61667 62746  Other Revenue, Total - - - -","Revenue 73049 69218 61667 62746  Other Revenue, Total - - - -","Revenue 73049 69218 61667 62746  Other Revenue, Total - - - -","Revenue 73049 69218 61667 62746  Other Revenue, Total - - - -"
Revenue,73049,69218,61667,62746
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",29134,30662,27314,27320
Gross Profit,43915,38556,34353,35426
Total Operating Expenses,61867,59492,54284,55434
"Selling/General/Admin. Expenses, Total 30094 26831 25121 26253  Research & Development 8132 6980 - -  Depreciation / Amortization 3467 2585 1750 1455  Interest Expense (Income) - Net Operating -105 -119 - -  Unusual Expense (Income) - 237 99 405  Other Operating Expenses, Total -8855 -7447 - 1","Selling/General/Admin. Expenses, Total 30094 26831 25121 26253  Research & Development 8132 6980 - -  Depreciation / Amortization 3467 2585 1750 1455  Interest Expense (Income) - Net Operating -105 -119 - -  Unusual Expense (Income) - 237 99 405  Other Operating Expenses, Total -8855 -7447 - 1","Selling/General/Admin. Expenses, Total 30094 26831 25121 26253  Research & Development 8132 6980 - -  Depreciation / Amortization 3467 2585 1750 1455  Interest Expense (Income) - Net Operating -105 -119 - -  Unusual Expense (Income) - 237 99 405  Other Operating Expenses, Total -8855 -7447 - 1","Selling/General/Admin. Expenses, Total 30094 26831 25121 26253  Research & Development 8132 6980 - -  Depreciation / Amortization 3467 2585 1750 1455  Interest Expense (Income) - Net Operating -105 -119 - -  Unusual Expense (Income) - 237 99 405  Other Operating Expenses, Total -8855 -7447 - 1","Selling/General/Admin. Expenses, Total 30094 26831 25121 26253  Research & Development 8132 6980 - -  Depreciation / Amortization 3467 2585 1750 1455  Interest Expense (Income) - Net Operating -105 -119 - -  Unusual Expense (Income) - 237 99 405  Other Operating Expenses, Total -8855 -7447 - 1"
"Selling/General/Admin. Expenses, Total",30094,26831,25121,26253
Research & Development,8132,6980,-,-
Depreciation / Amortization,3467,2585,1750,1455
Interest Expense (Income) - Net Operating,-105,-119,-,-
Unusual Expense (Income),-,237,99,405
"Other Operating Expenses, Total",-8855,-7447,-,1
Operating Income,11182,9726,7383,7312
"Interest Income (Expense), Net Non-Operating",-,246,337,610
Gain (Loss) on Sale of Assets,5058,-142,37,1154
"Other, Net",-10475,-101,297,332
Net Income Before Taxes,16599,9969,8054,9408
Provision for Income Taxes,4272,2284,1931,2523
Net Income After Taxes,12327,7685,6123,6885
Minority Interest,336,235,-28,-28
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,12256,7636,6095,6857
Total Extraordinary Items,-,-,-,-
Net Income,12256,7636,6095,6857
Total Adjustments to Net Income,-,-,-1,-1
Income Available to Common Excluding Extraordinary Items,12256,7636,6094,6856
Dilution Adjustment,-,-,-,-
Diluted Net Income,12256,7636,6094,6856
Diluted Weighted Average Shares,44.4,44.6,44.6,44.91
Diluted EPS Excluding Extraordinary Items,276.02,171.22,136.65,152.68
DPS - Common Stock Primary Issue,45,38,33,33
Diluted Normalized EPS,168.9,140.11,138.82,141.12
