Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,210810,133821,91312,81613.68
"Revenue 210810 133821 91312 81613.68  Other Revenue, Total - - - -","Revenue 210810 133821 91312 81613.68  Other Revenue, Total - - - -","Revenue 210810 133821 91312 81613.68  Other Revenue, Total - - - -","Revenue 210810 133821 91312 81613.68  Other Revenue, Total - - - -","Revenue 210810 133821 91312 81613.68  Other Revenue, Total - - - -"
Revenue,210810,133821,91312,81613.68
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",138728,85143,60530,54685.59
Gross Profit,72082,48678,30782,26928.08
Total Operating Expenses,175766,111219,81671,76321.88
"Selling/General/Admin. Expenses, Total 37038 20563 16702 16728.11  Research & Development - 5513 4439 4187.05  Depreciation / Amortization 12618 8085 9155 -  Interest Expense (Income) - Net Operating -1136 -809 -1477 -  Unusual Expense (Income) - -7698 -3050.01 721.12  Other Operating Expenses, Total -11482 -7276 -7678 -","Selling/General/Admin. Expenses, Total 37038 20563 16702 16728.11  Research & Development - 5513 4439 4187.05  Depreciation / Amortization 12618 8085 9155 -  Interest Expense (Income) - Net Operating -1136 -809 -1477 -  Unusual Expense (Income) - -7698 -3050.01 721.12  Other Operating Expenses, Total -11482 -7276 -7678 -","Selling/General/Admin. Expenses, Total 37038 20563 16702 16728.11  Research & Development - 5513 4439 4187.05  Depreciation / Amortization 12618 8085 9155 -  Interest Expense (Income) - Net Operating -1136 -809 -1477 -  Unusual Expense (Income) - -7698 -3050.01 721.12  Other Operating Expenses, Total -11482 -7276 -7678 -","Selling/General/Admin. Expenses, Total 37038 20563 16702 16728.11  Research & Development - 5513 4439 4187.05  Depreciation / Amortization 12618 8085 9155 -  Interest Expense (Income) - Net Operating -1136 -809 -1477 -  Unusual Expense (Income) - -7698 -3050.01 721.12  Other Operating Expenses, Total -11482 -7276 -7678 -","Selling/General/Admin. Expenses, Total 37038 20563 16702 16728.11  Research & Development - 5513 4439 4187.05  Depreciation / Amortization 12618 8085 9155 -  Interest Expense (Income) - Net Operating -1136 -809 -1477 -  Unusual Expense (Income) - -7698 -3050.01 721.12  Other Operating Expenses, Total -11482 -7276 -7678 -"
"Selling/General/Admin. Expenses, Total",37038,20563,16702,16728.11
Research & Development,-,5513,4439,4187.05
Depreciation / Amortization,12618,8085,9155,-
Interest Expense (Income) - Net Operating,-1136,-809,-1477,-
Unusual Expense (Income),-,-7698,-3050.01,721.12
"Other Operating Expenses, Total",-11482,-7276,-7678,-
Operating Income,35044,22602,9641,5291.8
"Interest Income (Expense), Net Non-Operating",-,1972,-1968.74,-1717.86
Gain (Loss) on Sale of Assets,-73,9115,5294,-44.75
"Other, Net",-6923,-20160,-6940,11.48
Net Income Before Taxes,42040,33647,11287,3540.67
Provision for Income Taxes,7753,5734,3339,1897.79
Net Income After Taxes,34287,27913,7948,1642.88
Minority Interest,65887,29888,11064,142.06
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,29702,26659,8280,1784.94
Total Extraordinary Items,-,-,-,-
Net Income,29702,26659,8280,1784.94
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,29702,26659,8280,1784.94
Dilution Adjustment,-0.333,-,-1.16,-
Diluted Net Income,29702.33,26659,8281.16,1784.94
Diluted Weighted Average Shares,46.91,43.05,41.1,37.7
Diluted EPS Excluding Extraordinary Items,633.15,619.28,201.51,47.35
DPS - Common Stock Primary Issue,105,32,26,24
Diluted Normalized EPS,467.78,348.25,133.18,60.58
