Period Ending:,202230/06,202130/06,202030/06,201930/06
Total Revenue,2990,3330.03,2782.48,2256.99
"Revenue 2990 3330.03 2782.48 2256.99  Other Revenue, Total - - - -","Revenue 2990 3330.03 2782.48 2256.99  Other Revenue, Total - - - -","Revenue 2990 3330.03 2782.48 2256.99  Other Revenue, Total - - - -","Revenue 2990 3330.03 2782.48 2256.99  Other Revenue, Total - - - -","Revenue 2990 3330.03 2782.48 2256.99  Other Revenue, Total - - - -"
Revenue,2990,3330.03,2782.48,2256.99
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",1734,1550.68,1330.33,1131.14
Gross Profit,1256,1779.36,1452.14,1125.85
Total Operating Expenses,3306,2995.24,2519.74,2220.45
"Selling/General/Admin. Expenses, Total 1317 1263.08 1113.67 967.78  Research & Development 223 141.01 54.58 103.85  Depreciation / Amortization 171 26.52 20.93 17.66  Interest Expense (Income) - Net Operating -3 - - -  Unusual Expense (Income) - 13.96 0.23 0.03  Other Operating Expenses, Total -136 - - -0","Selling/General/Admin. Expenses, Total 1317 1263.08 1113.67 967.78  Research & Development 223 141.01 54.58 103.85  Depreciation / Amortization 171 26.52 20.93 17.66  Interest Expense (Income) - Net Operating -3 - - -  Unusual Expense (Income) - 13.96 0.23 0.03  Other Operating Expenses, Total -136 - - -0","Selling/General/Admin. Expenses, Total 1317 1263.08 1113.67 967.78  Research & Development 223 141.01 54.58 103.85  Depreciation / Amortization 171 26.52 20.93 17.66  Interest Expense (Income) - Net Operating -3 - - -  Unusual Expense (Income) - 13.96 0.23 0.03  Other Operating Expenses, Total -136 - - -0","Selling/General/Admin. Expenses, Total 1317 1263.08 1113.67 967.78  Research & Development 223 141.01 54.58 103.85  Depreciation / Amortization 171 26.52 20.93 17.66  Interest Expense (Income) - Net Operating -3 - - -  Unusual Expense (Income) - 13.96 0.23 0.03  Other Operating Expenses, Total -136 - - -0","Selling/General/Admin. Expenses, Total 1317 1263.08 1113.67 967.78  Research & Development 223 141.01 54.58 103.85  Depreciation / Amortization 171 26.52 20.93 17.66  Interest Expense (Income) - Net Operating -3 - - -  Unusual Expense (Income) - 13.96 0.23 0.03  Other Operating Expenses, Total -136 - - -0"
"Selling/General/Admin. Expenses, Total",1317,1263.08,1113.67,967.78
Research & Development,223,141.01,54.58,103.85
Depreciation / Amortization,171,26.52,20.93,17.66
Interest Expense (Income) - Net Operating,-3,-,-,-
Unusual Expense (Income),-,13.96,0.23,0.03
"Other Operating Expenses, Total",-136,-,-,-0
Operating Income,-316,334.8,262.74,36.55
"Interest Income (Expense), Net Non-Operating",-,-1.57,18.68,-0.81
Gain (Loss) on Sale of Assets,2,-,-,-
"Other, Net",111,16.74,0.94,1.79
Net Income Before Taxes,-429,349.97,282.35,37.53
Provision for Income Taxes,-28,57.88,84.6,16.22
Net Income After Taxes,-401,292.09,197.75,21.3
Minority Interest,30,-8.18,4.01,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-410,283.92,201.76,21.3
Total Extraordinary Items,-,-,-,-
Net Income,-410,283.92,201.76,21.3
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,-410,283.92,201.76,21.3
Dilution Adjustment,-,-0.03,-,-
Diluted Net Income,-410,283.89,201.76,21.3
Diluted Weighted Average Shares,10.62,10.63,10.62,10.62
Diluted EPS Excluding Extraordinary Items,-38.61,26.72,19,2.01
DPS - Common Stock Primary Issue,6.67,6,4,2.67
Diluted Normalized EPS,-23.09,28.57,19.77,2.77
