Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,601922,512268,473902,443694
"Revenue 601922 512268 473902 443694  Other Revenue, Total - - - -","Revenue 601922 512268 473902 443694  Other Revenue, Total - - - -","Revenue 601922 512268 473902 443694  Other Revenue, Total - - - -","Revenue 601922 512268 473902 443694  Other Revenue, Total - - - -","Revenue 601922 512268 473902 443694  Other Revenue, Total - - - -"
Revenue,601922,512268,473902,443694
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",492123,417968,385744,357870
Gross Profit,109799,94300,88158,85824
Total Operating Expenses,545145,462532,431003,405083
"Selling/General/Admin. Expenses, Total 50944 44046 37930 39984  Research & Development - - 2980 3002  Depreciation / Amortization 8522 - 2681 4033  Interest Expense (Income) - Net Operating -320 - - -  Unusual Expense (Income) - 516 1667 193  Other Operating Expenses, Total -4969 2 1 1","Selling/General/Admin. Expenses, Total 50944 44046 37930 39984  Research & Development - - 2980 3002  Depreciation / Amortization 8522 - 2681 4033  Interest Expense (Income) - Net Operating -320 - - -  Unusual Expense (Income) - 516 1667 193  Other Operating Expenses, Total -4969 2 1 1","Selling/General/Admin. Expenses, Total 50944 44046 37930 39984  Research & Development - - 2980 3002  Depreciation / Amortization 8522 - 2681 4033  Interest Expense (Income) - Net Operating -320 - - -  Unusual Expense (Income) - 516 1667 193  Other Operating Expenses, Total -4969 2 1 1","Selling/General/Admin. Expenses, Total 50944 44046 37930 39984  Research & Development - - 2980 3002  Depreciation / Amortization 8522 - 2681 4033  Interest Expense (Income) - Net Operating -320 - - -  Unusual Expense (Income) - 516 1667 193  Other Operating Expenses, Total -4969 2 1 1","Selling/General/Admin. Expenses, Total 50944 44046 37930 39984  Research & Development - - 2980 3002  Depreciation / Amortization 8522 - 2681 4033  Interest Expense (Income) - Net Operating -320 - - -  Unusual Expense (Income) - 516 1667 193  Other Operating Expenses, Total -4969 2 1 1"
"Selling/General/Admin. Expenses, Total",50944,44046,37930,39984
Research & Development,-,-,2980,3002
Depreciation / Amortization,8522,-,2681,4033
Interest Expense (Income) - Net Operating,-320,-,-,-
Unusual Expense (Income),-,516,1667,193
"Other Operating Expenses, Total",-4969,2,1,1
Operating Income,56777,49736,42899,38611
"Interest Income (Expense), Net Non-Operating",-,333,1334,939
Gain (Loss) on Sale of Assets,531,7,11,-253
"Other, Net",1193,902,865,511
Net Income Before Taxes,55053,50978,45109,39808
Provision for Income Taxes,13798,14534,12326,11114
Net Income After Taxes,41255,36444,32783,28694
Minority Interest,299,-566,-393,-630
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,41248,35878,32390,28064
Total Extraordinary Items,-,-,-,-
Net Income,41248,35878,32390,28064
Total Adjustments to Net Income,-,-1,-,-1
Income Available to Common Excluding Extraordinary Items,41248,35877,32390,28063
Dilution Adjustment,-,-,-,-
Diluted Net Income,41248,35877,32390,28063
Diluted Weighted Average Shares,378.05,378.05,377.9,377.6
Diluted EPS Excluding Extraordinary Items,109.11,94.9,257.13,74.32
DPS - Common Stock Primary Issue,36.67,90,26.67,25
Diluted Normalized EPS,95.34,83.23,272.2,245.53
